coords	log2	sd	lower_val	upper_val	gene	orientation	type
chr6:73521547-73521597	0.637270894535284	0.227323486590715	0.409947407944569	0.864594381125999	EEF1A1	minus	positive ctl
chr6:73521597-73521647	0.744413224356238	0.140890394950211	0.603522829406027	0.88530361930645	EEF1A1	minus	positive ctl
chr6:73521647-73521697	0.307690105228566	0.75919731737206	-0.451507212143495	1.06688742260063	EEF1A1	minus	positive ctl
chr6:73521697-73521747	0.0950816231265298	0.755520078513969	-0.660438455387439	0.850601701640499	EEF1A1	minus	positive ctl
chr6:73521747-73521797	-0.00815272511610202	0.683607489671707	-0.691760214787809	0.675454764555605	EEF1A1	minus	positive ctl
chr6:73521797-73521847	-0.330920500160322	0.440271217678708	-0.771191717839029	0.109350717518386	EEF1A1	minus	positive ctl
chr6:73521847-73521897	-0.294350987389802	0.388561209323854	-0.682912196713656	0.094210221934052	EEF1A1	minus	positive ctl
chr6:73521897-73521947	-0.876499197322594	1.17551688431449	-2.05201608163709	0.299017686991898	EEF1A1	minus	positive ctl
chr6:73521947-73521997	-1.49525908206882	1.05627133340533	-2.55153041547415	-0.438987748663495	EEF1A1	minus	positive ctl
chr6:73521997-73522047	-1.70078960265931	0.858916143675475	-2.55970574633478	-0.841873458983833	EEF1A1	minus	positive ctl
chr6:73522047-73522097	-1.68349393335243	0.886600624976179	-2.57009455832861	-0.796893308376248	EEF1A1	minus	positive ctl
chr6:73522097-73522147	-1.15052609987561	0.837423256038432	-1.98794935591404	-0.313102843837178	EEF1A1	minus	positive ctl
chr6:73522147-73522197	-0.938822233782883	0.503005115764031	-1.44182734954691	-0.435817118018852	EEF1A1	minus	positive ctl
chr6:73522197-73522247	-0.971580905791299	0.53903397010637	-1.51061487589767	-0.432546935684928	EEF1A1	minus	positive ctl
chr6:73522247-73522297	-1.02947154102282	0.498110734101262	-1.52758227512408	-0.53136080692156	EEF1A1	minus	positive ctl
chr6:73522297-73522347	-1.4203808217634	0.462991625958317	-1.88337244772171	-0.957389195805079	EEF1A1	minus	positive ctl
chr6:73522347-73522397	-1.42848719773254	0.463156723534675	-1.89164392126721	-0.965330474197862	EEF1A1	minus	positive ctl
chr6:73522397-73522447	-1.42204677513866	0.462927793801659	-1.88497456894032	-0.959118981337003	EEF1A1	minus	positive ctl
chr6:73522447-73522497	-1.5534307838446	0.282675023959051	-1.83610580780365	-1.27075575988555	EEF1A1	minus	positive ctl
chr6:73522497-73522547	-0.985229271277941	0.856455030424128	-1.84168430170207	-0.128774240853814	EEF1A1	minus	positive ctl
chr6:73522547-73522597	-0.635185712946414	0.889901872034621	-1.52508758498104	0.254716159088206	EEF1A1	minus	positive ctl
chr6:73522597-73522647	-0.568284595618502	0.817906615272339	-1.38619121089084	0.249622019653837	EEF1A1	minus	positive ctl
chr6:73522647-73522697	-0.402841645132355	0.652778271339506	-1.05561991647186	0.249936626207151	EEF1A1	minus	positive ctl
chr6:73522697-73522747	-0.603099228787834	0.460470333360567	-1.0635695621484	-0.142628895427267	EEF1A1	minus	positive ctl
chr6:73522747-73522797	-0.885974117689907	0.336204551835991	-1.2221786695259	-0.549769565853916	EEF1A1	minus	positive ctl
chr6:73522797-73522847	-0.750263279811899	0.297614749279039	-1.04787802909094	-0.45264853053286	EEF1A1	minus	positive ctl
chr6:73522847-73522897	-0.704584027277971	0.320028146323865	-1.02461217360184	-0.384555880954106	EEF1A1	minus	positive ctl
chr6:73522897-73522947	-0.884223459867582	0.367064353368	-1.25128781323558	-0.517159106499583	EEF1A1	minus	positive ctl
chr6:73522947-73522997	-0.874618866393222	0.357147278056933	-1.23176614445016	-0.517471588336288	EEF1A1	minus	positive ctl
chr6:73522997-73523047	-1.30701227234088	0.758439216777912	-2.06545148911879	-0.548573055562969	EEF1A1	minus	positive ctl
chr6:73523047-73523097	-1.47812831567952	0.578217261537576	-2.0563455772171	-0.899911054141948	EEF1A1	minus	positive ctl
chr6:73523097-73523147	-1.24628446264532	0.841558090890459	-2.08784255353577	-0.404726371754856	EEF1A1	minus	positive ctl
chr6:73523147-73523197	-1.09333657555234	0.919176684912284	-2.01251326046462	-0.174159890640053	EEF1A1	minus	positive ctl
chr6:73523197-73523247	-0.71594621802787	0.395080717115386	-1.11102693514326	-0.320865500912484	EEF1A1	minus	positive ctl
chr6:73523247-73523297	-0.38195700133643	0.406248105831164	-0.788205107167594	0.0242911044947336	EEF1A1	minus	positive ctl
chr6:73523297-73523347	-0.568502616067132	0.510261216277875	-1.07876383234501	-0.0582413997892568	EEF1A1	minus	positive ctl
chr6:73523347-73523397	-0.27765650623066	0.793408932347381	-1.07106543857804	0.515752426116721	EEF1A1	minus	positive ctl
chr6:73523397-73523447	-0.0458403859854402	0.707355575334935	-0.753195961320375	0.661515189349495	EEF1A1	minus	positive ctl
chr6:73523447-73523497	-0.0202394931014295	0.717575639596897	-0.737815132698327	0.697336146495468	EEF1A1	minus	positive ctl
chr6:73523497-73523547	0.461223486637226	0.364592766921434	0.0966307197157919	0.825816253558659	EEF1A1	minus	positive ctl
chr6:73523547-73523597	0.955004947074156	1.15604271829789	-0.201037771223739	2.11104766537205	EEF1A1	minus	positive ctl
chr6:73523597-73523647	1.26328420295922	1.00395161047087	0.259332592488351	2.2672358134301	EEF1A1	minus	positive ctl
chr6:73523647-73523697	1.12534751121564	1.20977496346556	-0.0844274522499258	2.3351224746812	EEF1A1	minus	positive ctl
chr6:73523697-73523747	1.10113333385192	1.21711229096097	-0.115978957109055	2.31824562481289	EEF1A1	minus	positive ctl
chr6:73523747-73523797	0.968267090596353	1.00870451468639	-0.0404374240900395	1.97697160528274	EEF1A1	minus	positive ctl
chr6:73523797-73523847	1.19016973183871	1.19422953264124	-0.00405980080252277	2.38439926447995	EEF1A1	minus	positive ctl
chr6:73523847-73523897	1.77368460174639	0.661695054319536	1.11198954742685	2.43537965606592	EEF1A1	minus	positive ctl
chr6:73523897-73523947	1.45591476133479	1.29465233209114	0.161262429243648	2.75056709342592	EEF1A1	minus	positive ctl
chr6:73523947-73523997	0.273152782378241	2.30414623448737	-2.03099345210913	2.57729901686562	EEF1A1	minus	positive ctl
chr6:73523997-73524047	-0.287404994628934	1.91447746691139	-2.20188246154032	1.62707247228245	EEF1A1	minus	positive ctl
chr6:73524047-73524097	-1.16816035585803	1.16763415420497	-2.33579451006299	-0.00052620165305961	EEF1A1	minus	positive ctl
chr6:73524097-73524147	-1.53023877131825	1.10692951206643	-2.63716828338468	-0.423309259251816	EEF1A1	minus	positive ctl
chr6:73524147-73524197	-1.09025350096961	0.826136759022741	-1.91639025999235	-0.264116741946874	EEF1A1	minus	positive ctl
chr6:73524197-73524247	-1.44416001951629	0.521779621769521	-1.96593964128581	-0.922380397746765	EEF1A1	minus	positive ctl
chr6:73524247-73524297	-1.41162464783872	0.733591606363313	-2.14521625420204	-0.678033041475411	EEF1A1	minus	positive ctl
chr6:73524297-73524347	-0.892897048357693	0	-0.892897048357693	-0.892897048357693	EEF1A1	minus	positive ctl
chr7:5528695-5528745	-0.686288098865599	0	-0.686288098865599	-0.686288098865599	ACTB	minus	positive ctl
chr7:5528745-5528795	-0.788928459488237	0.145155390039401	-0.934083849527638	-0.643773069448836	ACTB	minus	positive ctl
chr7:5528795-5528845	-1.27532093862846	0.848686028470637	-2.1240069670991	-0.426634910157823	ACTB	minus	positive ctl
chr7:5528845-5528895	-1.27347364377605	0.692959089658686	-1.96643273343474	-0.580514554117368	ACTB	minus	positive ctl
chr7:5528895-5528945	-1.2327232626828	0.742053075449713	-1.97477633813251	-0.490670187233089	ACTB	minus	positive ctl
chr7:5528945-5528995	-1.32038621317847	0.708259127472406	-2.02864534065088	-0.612127085706062	ACTB	minus	positive ctl
chr7:5528995-5529045	-0.697868506388832	0.715322090079619	-1.41319059646845	0.0174535836907868	ACTB	minus	positive ctl
chr7:5529045-5529095	-0.458292727756982	0.614065398477797	-1.07235812623478	0.155772670720815	ACTB	minus	positive ctl
chr7:5529095-5529145	-0.360284852482681	0.631278119800562	-0.991562972283243	0.270993267317881	ACTB	minus	positive ctl
chr7:5529145-5529195	-0.147199919555128	0.281057919768714	-0.428257839323841	0.133858000213586	ACTB	minus	positive ctl
chr7:5529195-5529245	-0.183604169443248	0.215674028874925	-0.399278198318173	0.0320698594316763	ACTB	minus	positive ctl
chr7:5529245-5529295	-0.301704991187447	0.37682368204366	-0.678528673231107	0.0751186908562124	ACTB	minus	positive ctl
chr7:5529295-5529345	-0.471392626853112	0.424314756607296	-0.895707383460407	-0.0470778702458158	ACTB	minus	positive ctl
chr7:5529345-5529395	-0.363855788572591	0.499674298069684	-0.863530086642276	0.135818509497093	ACTB	minus	positive ctl
chr7:5529395-5529445	-0.484804698929869	0.399698958529754	-0.884503657459622	-0.0851057404001154	ACTB	minus	positive ctl
chr7:5529445-5529495	-0.399630599734339	0.348235937258821	-0.74786653699316	-0.0513946624755184	ACTB	minus	positive ctl
chr7:5529495-5529545	-0.457242768840908	0.444513032072166	-0.901755800913075	-0.0127297367687421	ACTB	minus	positive ctl
chr7:5529545-5529595	-0.282143458367784	0.743326064974815	-1.0254695233426	0.461182606607031	ACTB	minus	positive ctl
chr7:5529595-5529645	-0.161717853991813	0.759424827311241	-0.921142681303054	0.597706973319428	ACTB	minus	positive ctl
chr7:5529645-5529695	0.503237791478044	1.35998817230716	-0.856750380829117	1.8632259637852	ACTB	minus	positive ctl
chr7:5529695-5529745	1.52289137864152	1.34570618055176	0.177185198089763	2.86859755919328	ACTB	minus	positive ctl
chr7:5529745-5529795	1.78363393664495	1.51936420822586	0.26426972841909	3.3029981448708	ACTB	minus	positive ctl
chr7:5529795-5529845	2.62832355158146	0.579596343144129	2.04872720843733	3.20791989472558	ACTB	minus	positive ctl
chr7:5529845-5529895	3.03816005616959	0	3.03816005616959	3.03816005616959	ACTB	minus	positive ctl
chr7:5529995-5530045	2.10464677929924	0	2.10464677929924	2.10464677929924	ACTB	minus	positive ctl
chr7:5530045-5530095	1.96537422177184	0.196961139721642	1.7684130820502	2.16233536149348	ACTB	minus	positive ctl
chr7:5530095-5530145	2.17603505452042	0.390551923107795	1.78548313141262	2.56658697762821	ACTB	minus	positive ctl
chr7:5530145-5530195	2.17603505452042	0.390551923107795	1.78548313141262	2.56658697762821	ACTB	minus	positive ctl
chr7:5530195-5530245	0.425252690125766	3.11820516754663	-2.69295247742087	3.5434578576724	ACTB	minus	positive ctl
chr7:5530245-5530295	-0.275171796933569	4.06236878697578	-4.33754058390935	3.78719699004221	ACTB	minus	positive ctl
chr7:5530295-5530345	-3.14770031388471	0	-3.14770031388471	-3.14770031388471	ACTB	minus	positive ctl
chr7:5530345-5530395	-3.14770031388471	0	-3.14770031388471	-3.14770031388471	ACTB	minus	positive ctl
chr7:5530545-5530595	3.03626854008426	0	3.03626854008426	3.03626854008426	ACTB	minus	positive ctl
chr7:5530595-5530645	3.03626854008426	0	3.03626854008426	3.03626854008426	ACTB	minus	positive ctl
chr7:5530645-5530695	3.03626854008426	0	3.03626854008426	3.03626854008426	ACTB	minus	positive ctl
chr7:5530695-5530745	3.03626854008426	0	3.03626854008426	3.03626854008426	ACTB	minus	positive ctl
chrX:12974281-12974331	-1.23383378177131	0	-1.23383378177131	-1.23383378177131	TMSB4X	plus	test
chrX:12974331-12974381	-1.31518466098169	0.115047516690295	-1.43023217767199	-1.2001371442914	TMSB4X	plus	test
chrX:12974381-12974431	-1.10919530036162	0.365941000182139	-1.47513630054376	-0.743254300179479	TMSB4X	plus	test
chrX:12974431-12974481	-0.504706926580534	1.24535135064589	-1.75005827722642	0.740644424065353	TMSB4X	plus	test
chrX:12974481-12974531	-0.185289866013461	1.15669970284972	-1.34198956886318	0.97140983683626	TMSB4X	plus	test
chrX:12974531-12974581	0.165908951189496	0.834834421360538	-0.668925470171042	1.00074337255003	TMSB4X	plus	test
chrX:12974581-12974631	0.381273267823171	0.621915181724496	-0.240641913901325	1.00318844954767	TMSB4X	plus	test
chrX:12974631-12974681	-0.0855128346877493	0.322237010225064	-0.407749844912813	0.236724175537315	TMSB4X	plus	test
chrX:12974681-12974731	-0.533601746039553	0.867417898614174	-1.40101964465373	0.333816152574621	TMSB4X	plus	test
chrX:12974731-12974781	-1.07564783572236	1.06978157345057	-2.14542940917293	-0.00586626227179754	TMSB4X	plus	test
chrX:12974781-12974831	-1.07888313961798	1.06478982615137	-2.14367296576935	-0.0140933134666152	TMSB4X	plus	test
chrX:12974831-12974881	-0.88339227811962	1.24819221035143	-2.13158448847105	0.364799932231813	TMSB4X	plus	test
chrX:12974881-12974931	-0.0642548852324584	1.53367844362277	-1.59793332885523	1.46942355839031	TMSB4X	plus	test
chrX:12974931-12974981	1.0686280064887	1.07461702576383	-0.00598901927513595	2.14324503225253	TMSB4X	plus	test
chrX:12974981-12975031	1.41515773088733	0.887383160478395	0.527774570408938	2.30254089136573	TMSB4X	plus	test
chrX:12975031-12975081	1.60000886785005	0.580306198662803	1.01970266918724	2.18031506651285	TMSB4X	plus	test
chrX:12975081-12975131	1.41746184702231	0.710695764632527	0.706766082389785	2.12815761165484	TMSB4X	plus	test
chrX:12975131-12975181	0.666686834761874	0.921671761234001	-0.254984926472126	1.58835859599588	TMSB4X	plus	test
chrX:12975181-12975231	0.319372199403608	0.724942189401915	-0.405569989998307	1.04431438880552	TMSB4X	plus	test
chrX:12975231-12975281	-0.298344777709383	0.995818957818421	-1.2941637355278	0.697474180109038	TMSB4X	plus	test
chrX:12975281-12975331	-1.00671869233263	0.963399897797767	-1.9701185901304	-0.0433187945348656	TMSB4X	plus	test
chrX:12975331-12975381	-1.18672792463414	0.936821830256943	-2.12354975489108	-0.249906094377195	TMSB4X	plus	test
chrX:12975381-12975431	-1.37603272910266	0.589162063977144	-1.9651947930798	-0.786870665125513	TMSB4X	plus	test
chrX:12975431-12975481	-1.08869087773236	0.759171452999017	-1.84786233073137	-0.329519424733338	TMSB4X	plus	test
chrX:12975481-12975531	-0.734803397839664	0.428528134630515	-1.16333153247018	-0.306275263209149	TMSB4X	plus	test
chrX:12975531-12975581	-0.580027430331682	0.157840197957371	-0.737867628289053	-0.422187232374311	TMSB4X	plus	test
chrX:12975581-12975631	-0.378041939621689	0.415293458088718	-0.793335397710407	0.0372515184670297	TMSB4X	plus	test
chrX:12975631-12975681	-0.623878616270396	0.633571319125642	-1.25744993539604	0.00969270285524615	TMSB4X	plus	test
chrX:12975681-12975731	-0.646678256505403	0.63502953083522	-1.28170778734062	-0.0116487256701829	TMSB4X	plus	test
chrX:12975731-12975781	-0.651983683344229	0.636072511605388	-1.28805619494962	-0.0159111717388413	TMSB4X	plus	test
chrX:12975781-12975831	-0.922496569109858	0.288980440687221	-1.21147700979708	-0.633516128422637	TMSB4X	plus	test
chrX:12975831-12975881	-0.76440909959814	0.081758106937803	-0.846167206535943	-0.682650992660337	TMSB4X	plus	test
chrX:12975881-12975931	-0.714962386473055	0.153188202102148	-0.868150588575203	-0.561774184370907	TMSB4X	plus	test
chrX:12975931-12975981	-0.281696063342391	0.85419501847348	-1.13589108181587	0.572498955131089	TMSB4X	plus	test
chrX:12975981-12976031	0.0950113173529572	0.832509165249792	-0.737497847896834	0.927520482602749	TMSB4X	plus	test
chrX:12976031-12976081	0.425751757028073	0.648888492059776	-0.223136735031703	1.07464024908785	TMSB4X	plus	test
chrX:12976081-12976131	0.536694448608044	0.438644896301109	0.0980495523069347	0.975339344909153	TMSB4X	plus	test
chrX:12976131-12976181	0.454786716568476	0.350064318857341	0.104722397711135	0.804851035425818	TMSB4X	plus	test
chrX:12976181-12976231	0.272128597868677	0.416826712325771	-0.144698114457094	0.688955310194448	TMSB4X	plus	test
chrX:12976231-12976281	0.255742220418993	0.399879986784754	-0.144137766365761	0.655622207203747	TMSB4X	plus	test
chrX:12976281-12976331	0.305276828080109	0.355983398354901	-0.0507065702747926	0.66126022643501	TMSB4X	plus	test
chrX:12976331-12976381	0.189773608918025	0.331723240119879	-0.141949631201854	0.521496849037905	TMSB4X	plus	test
chrX:12976381-12976431	0.33814637443813	0.29663740624331	0.0415089681948205	0.63478378068144	TMSB4X	plus	test
chrX:12976431-12976481	0.128392052929897	0	0.128392052929897	0.128392052929897	TMSB4X	plus	test
chrX:16785293-16785343	-0.584048168638237	0	-0.584048168638237	-0.584048168638237	TXLNG	plus	test
chrX:16785343-16785393	-0.971162833120623	0.547462808704501	-1.51862564182512	-0.423700024416122	TXLNG	plus	test
chrX:16785393-16785443	-0.988946041919849	0.388338114280457	-1.37728415620031	-0.600607927639392	TXLNG	plus	test
chrX:16785443-16785493	-1.15728413662427	0.462480828990193	-1.61976496561446	-0.694803307634075	TXLNG	plus	test
chrX:16785493-16785543	-1.75038130088838	0.845174437638812	-2.59555573852719	-0.905206863249565	TXLNG	plus	test
chrX:16785543-16785593	-1.59441331677997	0.987271788481364	-2.58168510526134	-0.60714152829861	TXLNG	plus	test
chrX:16785593-16785643	-1.98444987682176	0.995222188186252	-2.97967206500802	-0.989227688635513	TXLNG	plus	test
chrX:16785643-16785693	-1.37195459941817	1.73702208327523	-3.1089766826934	0.36506748385706	TXLNG	plus	test
chrX:16785693-16785743	-0.67586065702634	1.419238133256	-2.09509879028234	0.74337747622966	TXLNG	plus	test
chrX:16785743-16785793	-0.756904967791537	1.43288597494631	-2.18979094273785	0.675981007154772	TXLNG	plus	test
chrX:16785793-16785843	-0.546450252244737	1.09752839982411	-1.64397865206885	0.551078147579372	TXLNG	plus	test
chrX:16785843-16785893	-1.02861965454623	0.647386822273494	-1.67600647681972	-0.381232832272734	TXLNG	plus	test
chrX:16785893-16785943	-1.1713243729343	0.41786166139875	-1.58918603433305	-0.753462711535546	TXLNG	plus	test
chrX:16785943-16785993	-1.13181889418939	0.439008191108095	-1.57082708529749	-0.692810703081295	TXLNG	plus	test
chrX:16785993-16786043	-0.863900220958398	0.208101095295013	-1.07200131625341	-0.655799125663385	TXLNG	plus	test
chrX:16786043-16786093	-0.527821900631268	0.496755364751216	-1.02457726538248	-0.0310665358800522	TXLNG	plus	test
chrX:16786093-16786143	-0.0603967286562565	0.923389568253378	-0.983786296909635	0.862992839597122	TXLNG	plus	test
chrX:16786143-16786193	0.426937937920669	0.843081024707265	-0.416143086786596	1.27001896262793	TXLNG	plus	test
chrX:16786193-16786243	1.0453870937567	0.655525679079077	0.389861414677619	1.70091277283577	TXLNG	plus	test
chrX:16786243-16786293	1.44343613591197	0.411898453196826	1.03153768271515	1.8553345891088	TXLNG	plus	test
chrX:16786293-16786343	1.57150189158294	0.356562458173311	1.21493943340963	1.92806434975625	TXLNG	plus	test
chrX:16786343-16786393	1.72782484735373	0.0835514385753882	1.64427340877835	1.81137628592912	TXLNG	plus	test
chrX:16786393-16786443	1.52596371336642	0.360144936592856	1.16581877677357	1.88610864995928	TXLNG	plus	test
chrX:16786443-16786493	0.827225767382181	1.25713519063112	-0.429909423248939	2.0843609580133	TXLNG	plus	test
chrX:16786493-16786543	0.358923701070222	1.20156707179131	-0.842643370721086	1.56049077286153	TXLNG	plus	test
chrX:16786543-16786593	0.25695252643388	1.06194977162281	-0.804997245188933	1.31890229805669	TXLNG	plus	test
chrX:16786593-16786643	-0.0349164381514302	0.945466400663412	-0.980382838814842	0.910549962511982	TXLNG	plus	test
chrX:16786643-16786693	0.286590500576908	0.848916840610631	-0.562326340033722	1.13550734118754	TXLNG	plus	test
chrX:16786693-16786743	0.472751148337519	0.730627980522195	-0.257876832184676	1.20337912885971	TXLNG	plus	test
chrX:16786743-16786793	-0.658681981563718	1.29656790172526	-1.95524988328898	0.637885920161542	TXLNG	plus	test
chrX:16786793-16786843	-0.737333790443056	1.25891999805081	-1.99625378849387	0.521586207607758	TXLNG	plus	test
chrX:16786843-16786893	-0.737333790443056	1.25891999805081	-1.99625378849387	0.521586207607758	TXLNG	plus	test
chrX:16786893-16786943	-1.26817941513373	1.21613184296159	-2.48431125809531	-0.0520475721721425	TXLNG	plus	test
chrX:16786943-16786993	-0.408244342158697	0	-0.408244342158697	-0.408244342158697	TXLNG	plus	test
chrX:16787143-16787193	-1.58545550052412	0	-1.58545550052412	-1.58545550052412	TXLNG	plus	test
chrX:16787193-16787243	-0.993711888154567	0.836851842060664	-1.83056373021523	-0.156860046093903	TXLNG	plus	test
chrX:16787243-16787293	-0.997656116206473	0.591783046043851	-1.58943916225032	-0.405873070162621	TXLNG	plus	test
chrX:16787293-16787343	-1.06140812609302	0.499728650484363	-1.56113677657738	-0.561679475608655	TXLNG	plus	test
chrX:16787343-16787393	-0.884229400025776	0.357348296199388	-1.24157769622516	-0.526881103826388	TXLNG	plus	test
chrX:16787393-16787443	-1.10953530838857	0.202481437163186	-1.31201674555175	-0.907053871225382	TXLNG	plus	test
chrX:16787443-16787493	-0.600084014863392	1.10473365763856	-1.70481767250196	0.504649642775172	TXLNG	plus	test
chrX:16787493-16787543	-0.518694287689289	1.05133157760725	-1.57002586529653	0.532637289917957	TXLNG	plus	test
chrX:16787543-16787593	-0.409739085274998	1.02408675212474	-1.43382583739974	0.614347666849746	TXLNG	plus	test
chrX:16787593-16787643	-0.0695645809174547	0.837346279653421	-0.906910860570876	0.767781698735967	TXLNG	plus	test
chrX:16787643-16787693	-0.60629307107243	0.525778251116235	-1.13207132218867	-0.0805148199561952	TXLNG	plus	test
chrX:16787693-16787743	-0.659591554303756	0.57741015661148	-1.23700171091524	-0.0821813976922753	TXLNG	plus	test
chrX:16787743-16787793	-0.834795490131549	0.594997832370591	-1.42979332250214	-0.239797657760958	TXLNG	plus	test
chrX:16787793-16787843	-1.24819426705588	0.232263307163993	-1.48045757421987	-1.01593095989189	TXLNG	plus	test
chrX:16787843-16787893	-0.966025189859111	0.687682171698346	-1.65370736155746	-0.278343018160765	TXLNG	plus	test
chrX:16787893-16787943	-0.891377699942805	0.678605028339316	-1.56998272828212	-0.212772671603488	TXLNG	plus	test
chrX:16787943-16787993	-0.807925089954018	0.805587455244596	-1.61351254519861	-0.00233763470942239	TXLNG	plus	test
chrX:16787993-16788043	-0.413843135179362	0.605094020480159	-1.01893715565952	0.191250885300797	TXLNG	plus	test
chrX:16788043-16788093	-0.841709220316314	0	-0.841709220316314	-0.841709220316314	TXLNG	plus	test
chrX:20138961-20139011	-0.8661633490889	0	-0.8661633490889	-0.8661633490889	EIF1AX	minus	test
chrX:20139011-20139061	-1.16868937625049	0.427836410582772	-1.59652578683326	-0.740852965667719	EIF1AX	minus	test
chrX:20139061-20139111	-1.33322375357121	0.415616026003725	-1.74883977957494	-0.917607727567488	EIF1AX	minus	test
chrX:20139111-20139161	-1.24272672684584	0.384599317166953	-1.62732604401279	-0.858127409678884	EIF1AX	minus	test
chrX:20139161-20139211	-1.30642905001213	0.316513317338333	-1.62294236735046	-0.989915732673796	EIF1AX	minus	test
chrX:20139211-20139261	-1.36413833578076	0.372641025741795	-1.73677936152256	-0.991497310038968	EIF1AX	minus	test
chrX:20139261-20139311	-1.43516828787239	0.464237749433561	-1.89940603730595	-0.97093053843883	EIF1AX	minus	test
chrX:20139311-20139361	-1.44383454090267	0.452874835554336	-1.896709376457	-0.99095970534833	EIF1AX	minus	test
chrX:20139361-20139411	-1.42315129227737	0.473934972604635	-1.897086264882	-0.949216319672731	EIF1AX	minus	test
chrX:20139411-20139461	-1.29733333333604	0.44086229440077	-1.73819562773681	-0.856471038935269	EIF1AX	minus	test
chrX:20139461-20139511	-1.04676186384418	0.108606363491495	-1.15536822733567	-0.938155500352684	EIF1AX	minus	test
chrX:20139511-20139561	-1.20792052670117	0.313246603911239	-1.52116713061241	-0.894673922789933	EIF1AX	minus	test
chrX:20139561-20139611	-1.38195512936424	0.374870672899533	-1.75682580226378	-1.00708445646471	EIF1AX	minus	test
chrX:20139611-20139661	-1.2176431469213	0.573395503404316	-1.79103865032561	-0.644247643516981	EIF1AX	minus	test
chrX:20139661-20139711	-1.01544514797358	0.799873287487066	-1.81531843546064	-0.215571860486512	EIF1AX	minus	test
chrX:20139711-20139761	-1.02336891505024	0.808373616852342	-1.83174253190258	-0.214995298197899	EIF1AX	minus	test
chrX:20139761-20139811	-0.805067825248749	0.655885034900327	-1.46095286014908	-0.149182790348422	EIF1AX	minus	test
chrX:20139811-20139861	-1.31524435285419	1.05488095038093	-2.37012530323512	-0.260363402473259	EIF1AX	minus	test
chrX:20139861-20139911	-1.94941421852413	0.852109540596727	-2.80152375912085	-1.0973046779274	EIF1AX	minus	test
chrX:20139911-20139961	-2.24624599385964	0.931148397262168	-3.17739439112181	-1.31509759659748	EIF1AX	minus	test
chrX:20139961-20140011	-2.56908517076088	0.302527588346629	-2.87161275910751	-2.26655758241425	EIF1AX	minus	test
chrX:20140011-20140061	-2.43221164754602	0.402068813659573	-2.83428046120559	-2.03014283388644	EIF1AX	minus	test
chrX:20140061-20140111	-2.08300118797241	0.652794423996629	-2.73579561196904	-1.43020676397578	EIF1AX	minus	test
chrX:20140111-20140161	-2.02774810015934	0.567855384650525	-2.59560348480986	-1.45989271550881	EIF1AX	minus	test
chrX:20140161-20140211	-1.83085079182253	0.641884572263413	-2.47273536408595	-1.18896621955912	EIF1AX	minus	test
chrX:20140211-20140261	-1.54067716756282	0.768795355482554	-2.30947252304538	-0.771881812080269	EIF1AX	minus	test
chrX:20140261-20140311	-1.69610693753617	0.760022079319801	-2.45612901685597	-0.936084858216365	EIF1AX	minus	test
chrX:20140311-20140361	-1.19338862259767	0.558314174767042	-1.75170279736471	-0.635074447830631	EIF1AX	minus	test
chrX:20140361-20140411	-1.24763095559066	0.590167830931379	-1.83779878652204	-0.657463124659284	EIF1AX	minus	test
chrX:20140411-20140461	-1.43657194262885	0.550333530620411	-1.98690547324926	-0.886238412008442	EIF1AX	minus	test
chrX:20140461-20140511	-1.35633751500311	0.47971663932152	-1.83605415432464	-0.876620875681595	EIF1AX	minus	test
