gene	orientation	type	log2	coords
EEF1A1	minus	negative ctl	-0.81273179839697	chr6:73521547-73521746_shuff
EEF1A1	minus	positive ctl	0.938275163393752	chr6:73521597-73521796
EEF1A1	minus	negative ctl	-0.437373197989706	chr6:73521597-73521796_shuff
EEF1A1	minus	positive ctl	-0.411302244932676	chr6:73521647-73521846
EEF1A1	minus	negative ctl	0.384356291259997	chr6:73521647-73521846_shuff
EEF1A1	minus	positive ctl	0.279516071636494	chr6:73521697-73521896
EEF1A1	minus	negative ctl	-0.372556706933525	chr6:73521697-73521896_shuff
EEF1A1	minus	positive ctl	-0.143754305449356	chr6:73521747-73521946
EEF1A1	minus	negative ctl	-1.3586804443736	chr6:73521747-73521946_shuff
EEF1A1	minus	positive ctl	-0.746642434192886	chr6:73521797-73521996
EEF1A1	minus	negative ctl	-0.768914868469997	chr6:73521797-73521996_shuff
EEF1A1	minus	positive ctl	-1.40022610254025	chr6:73521847-73522046
EEF1A1	minus	negative ctl	-1.2943409809345	chr6:73521847-73522046_shuff
EEF1A1	minus	positive ctl	-1.84229531075811	chr6:73521897-73522096
EEF1A1	minus	negative ctl	-0.857626201817122	chr6:73521897-73522096_shuff
EEF1A1	minus	positive ctl	-2.50782097268412	chr6:73521947-73522146
EEF1A1	minus	negative ctl	-0.499305894568874	chr6:73521947-73522146_shuff
EEF1A1	minus	positive ctl	-1.86753385189506	chr6:73521997-73522196
EEF1A1	minus	negative ctl	-1.70522484476243	chr6:73521997-73522196_shuff
EEF1A1	minus	positive ctl	-1.78418790633401	chr6:73522047-73522246
EEF1A1	minus	negative ctl	-2.06159399581439	chr6:73522047-73522246_shuff
EEF1A1	minus	positive ctl	-1.75391820195414	chr6:73522097-73522296
EEF1A1	minus	negative ctl	-0.593131945519793	chr6:73522097-73522296_shuff
EEF1A1	minus	positive ctl	-1.53699317793131	chr6:73522147-73522346
EEF1A1	minus	negative ctl	-0.814841546820827	chr6:73522147-73522346_shuff
EEF1A1	minus	positive ctl	-0.528802312528372	chr6:73522197-73522396
EEF1A1	minus	negative ctl	-0.865966775780993	chr6:73522197-73522396_shuff
EEF1A1	minus	positive ctl	-0.0762221984230613	chr6:73522247-73522446
EEF1A1	minus	negative ctl	-1.95582832527734	chr6:73522247-73522446_shuff
EEF1A1	minus	positive ctl	-1.24592920293341	chr6:73522297-73522496
EEF1A1	minus	negative ctl	-1.23664696387449	chr6:73522297-73522496_shuff
EEF1A1	minus	positive ctl	-0.621732568603024	chr6:73522347-73522546
EEF1A1	minus	negative ctl	-0.828083701113254	chr6:73522347-73522546_shuff
EEF1A1	minus	positive ctl	-0.754961124707781	chr6:73522397-73522596
EEF1A1	minus	negative ctl	-0.23889192549884	chr6:73522397-73522596_shuff
EEF1A1	minus	positive ctl	-0.134229202482448	chr6:73522447-73522646
EEF1A1	minus	negative ctl	-2.03385302005223	chr6:73522447-73522646_shuff
EEF1A1	minus	positive ctl	-0.870532140718385	chr6:73522497-73522696
EEF1A1	minus	negative ctl	-0.45796051523487	chr6:73522497-73522696_shuff
EEF1A1	minus	positive ctl	-1.43226630755662	chr6:73522547-73522746
EEF1A1	minus	negative ctl	-0.0664635213437047	chr6:73522547-73522746_shuff
EEF1A1	minus	positive ctl	-0.914482381239591	chr6:73522597-73522796
EEF1A1	minus	negative ctl	-0.896443013938104	chr6:73522597-73522796_shuff
EEF1A1	minus	positive ctl	-1.27633662272252	chr6:73522647-73522846
EEF1A1	minus	negative ctl	0.138835065087912	chr6:73522647-73522846_shuff
EEF1A1	minus	positive ctl	-1.40536846336726	chr6:73522697-73522896
EEF1A1	minus	negative ctl	-1.0464482686583	chr6:73522697-73522896_shuff
EEF1A1	minus	positive ctl	-0.600377094033507	chr6:73522747-73522946
EEF1A1	minus	negative ctl	0.133050150753605	chr6:73522747-73522946_shuff
EEF1A1	minus	positive ctl	-0.31782191908233	chr6:73522797-73522996
EEF1A1	minus	negative ctl	-0.779846237964232	chr6:73522797-73522996_shuff
EEF1A1	minus	positive ctl	-0.192079179942975	chr6:73522847-73523046
EEF1A1	minus	negative ctl	-0.801321776484938	chr6:73522847-73523046_shuff
EEF1A1	minus	positive ctl	-0.201241635162361	chr6:73522897-73523096
EEF1A1	minus	negative ctl	-0.946294669772834	chr6:73522897-73523096_shuff
EEF1A1	minus	positive ctl	-1.15329984359423	chr6:73522947-73523146
EEF1A1	minus	negative ctl	0.0821068639438625	chr6:73522947-73523146_shuff
EEF1A1	minus	positive ctl	-0.969427256665551	chr6:73522997-73523196
EEF1A1	minus	negative ctl	0.285246235714863	chr6:73522997-73523196_shuff
EEF1A1	minus	positive ctl	-0.562274398344476	chr6:73523047-73523246
EEF1A1	minus	negative ctl	-0.169151276390286	chr6:73523047-73523246_shuff
EEF1A1	minus	positive ctl	-1.0507289980214	chr6:73523097-73523296
EEF1A1	minus	negative ctl	-0.536509706548392	chr6:73523097-73523296_shuff
EEF1A1	minus	positive ctl	-0.267947711434771	chr6:73523147-73523346
EEF1A1	minus	negative ctl	-0.128870212508622	chr6:73523147-73523346_shuff
EEF1A1	minus	positive ctl	-0.828600617853622	chr6:73523197-73523396
EEF1A1	minus	negative ctl	0.81429792206397	chr6:73523197-73523396_shuff
EEF1A1	minus	positive ctl	-1.32125724286831	chr6:73523247-73523446
EEF1A1	minus	negative ctl	-0.887071873430936	chr6:73523247-73523446_shuff
EEF1A1	minus	positive ctl	-0.481355873920694	chr6:73523297-73523496
EEF1A1	minus	negative ctl	-0.537241776318419	chr6:73523297-73523496_shuff
EEF1A1	minus	positive ctl	-0.0486772740378355	chr6:73523347-73523546
EEF1A1	minus	negative ctl	0.404832516802743	chr6:73523347-73523546_shuff
EEF1A1	minus	positive ctl	-0.226466290037902	chr6:73523397-73523596
EEF1A1	minus	negative ctl	0.785493690870368	chr6:73523397-73523596_shuff
EEF1A1	minus	positive ctl	-0.36420324137527	chr6:73523447-73523646
EEF1A1	minus	negative ctl	-0.050221555155148	chr6:73523447-73523646_shuff
EEF1A1	minus	positive ctl	-0.131473309770482	chr6:73523497-73523696
EEF1A1	minus	negative ctl	1.37979357470189	chr6:73523497-73523696_shuff
EEF1A1	minus	positive ctl	0.00925592848932847	chr6:73523547-73523746
EEF1A1	minus	negative ctl	-1.63951201000308	chr6:73523547-73523746_shuff
EEF1A1	minus	positive ctl	0.16860033513027	chr6:73523597-73523796
EEF1A1	minus	negative ctl	0.769656516850259	chr6:73523597-73523796_shuff
EEF1A1	minus	positive ctl	-0.184304627613693	chr6:73523647-73523846
EEF1A1	minus	negative ctl	-0.331763602815123	chr6:73523647-73523846_shuff
EEF1A1	minus	positive ctl	0.243057687086184	chr6:73523697-73523896
EEF1A1	minus	negative ctl	-0.452732389962319	chr6:73523697-73523896_shuff
EEF1A1	minus	positive ctl	0.554518125414434	chr6:73523747-73523946
EEF1A1	minus	negative ctl	-0.464868717655414	chr6:73523747-73523946_shuff
EEF1A1	minus	positive ctl	0.652790671915287	chr6:73523797-73523996
EEF1A1	minus	negative ctl	-0.286946858054759	chr6:73523797-73523996_shuff
EEF1A1	minus	positive ctl	0.62392383595518	chr6:73523847-73524046
EEF1A1	minus	negative ctl	-0.763520231723611	chr6:73523847-73524046_shuff
EEF1A1	minus	positive ctl	-0.476851146637454	chr6:73523897-73524096
EEF1A1	minus	negative ctl	-0.142197049052036	chr6:73523897-73524096_shuff
EEF1A1	minus	positive ctl	-1.8440888607657	chr6:73523947-73524146
EEF1A1	minus	negative ctl	-2.13690691676519	chr6:73523947-73524146_shuff
EEF1A1	minus	positive ctl	-2.02353034752914	chr6:73523997-73524196
EEF1A1	minus	negative ctl	-1.33171614083491	chr6:73523997-73524196_shuff
EEF1A1	minus	positive ctl	-1.84148367953133	chr6:73524047-73524246
EEF1A1	minus	negative ctl	-1.13871664194242	chr6:73524047-73524246_shuff
EEF1A1	minus	positive ctl	-1.29392968176091	chr6:73524097-73524296
EEF1A1	minus	negative ctl	-2.15849639995355	chr6:73524097-73524296_shuff
EEF1A1	minus	positive ctl	-0.86639737217728	chr6:73524147-73524346
EEF1A1	minus	negative ctl	-1.79502037497346	chr6:73524147-73524346_shuff
ACTB	minus	positive ctl	-0.580723650741325	chr7:5528695-5528894
ACTB	minus	negative ctl	-1.31180591203309	chr7:5528695-5528894_shuff
ACTB	minus	positive ctl	-1.67382668067508	chr7:5528745-5528944
ACTB	minus	negative ctl	-1.16412867202716	chr7:5528745-5528944_shuff
ACTB	minus	positive ctl	-2.57293390820052	chr7:5528795-5528994
ACTB	minus	negative ctl	-1.60804513039208	chr7:5528795-5528994_shuff
ACTB	minus	positive ctl	-1.15679828398248	chr7:5528845-5529044
ACTB	minus	negative ctl	-1.01392397377802	chr7:5528845-5529044_shuff
ACTB	minus	positive ctl	-0.874512125512612	chr7:5528895-5529094
ACTB	minus	negative ctl	-1.63920650284874	chr7:5528895-5529094_shuff
ACTB	minus	positive ctl	-0.421018409627446	chr7:5528945-5529144
ACTB	minus	negative ctl	-1.11979097986377	chr7:5528945-5529144_shuff
ACTB	minus	positive ctl	0.00826277257955436	chr7:5528995-5529194
ACTB	minus	negative ctl	-1.19394705297521	chr7:5528995-5529194_shuff
ACTB	minus	positive ctl	0.184889548680318	chr7:5529045-5529244
ACTB	minus	negative ctl	0.269457471931473	chr7:5529045-5529244_shuff
ACTB	minus	positive ctl	-0.7648608534706	chr7:5529095-5529294
ACTB	minus	negative ctl	0.419566948440838	chr7:5529095-5529294_shuff
ACTB	minus	positive ctl	-1.17818085845031	chr7:5529145-5529344
ACTB	minus	negative ctl	-0.565733449564239	chr7:5529145-5529344_shuff
ACTB	minus	positive ctl	-0.644035576662496	chr7:5529195-5529394
ACTB	minus	negative ctl	0.648792250447529	chr7:5529195-5529394_shuff
ACTB	minus	positive ctl	-0.304327818413456	chr7:5529245-5529444
ACTB	minus	negative ctl	-0.708841613543348	chr7:5529245-5529444_shuff
ACTB	minus	positive ctl	-0.235710615027678	chr7:5529295-5529494
ACTB	minus	negative ctl	-0.458564061723615	chr7:5529295-5529494_shuff
ACTB	minus	positive ctl	-0.134281129968151	chr7:5529345-5529544
ACTB	minus	negative ctl	-1.1041427764856	chr7:5529345-5529544_shuff
ACTB	minus	positive ctl	-0.241008166086402	chr7:5529395-5529594
ACTB	minus	negative ctl	-0.370597860344343	chr7:5529395-5529594_shuff
ACTB	minus	positive ctl	-0.929132420114414	chr7:5529445-5529644
ACTB	minus	negative ctl	-1.0182127367784	chr7:5529445-5529644_shuff
ACTB	minus	positive ctl	-0.914953100737795	chr7:5529495-5529694
ACTB	minus	negative ctl	0.497308947289939	chr7:5529495-5529694_shuff
ACTB	minus	positive ctl	0.388460423338572	chr7:5529545-5529744
ACTB	minus	negative ctl	-0.124914476339097	chr7:5529545-5529744_shuff
ACTB	minus	positive ctl	0.135415094879686	chr7:5529595-5529794
ACTB	minus	negative ctl	-1.04365118106358	chr7:5529595-5529794_shuff
ACTB	minus	positive ctl	1.79217144322938	chr7:5529645-5529844
ACTB	minus	negative ctl	0.388358015892971	chr7:5529645-5529844_shuff
ACTB	minus	positive ctl	3.42415478029498	chr7:5529695-5529894
ACTB	minus	negative ctl	-0.111848754720979	chr7:5529695-5529894_shuff
ACTB	minus	negative ctl	-0.816122060159137	chr7:5529745-5529944_shuff
ACTB	minus	negative ctl	-1.13722470753186	chr7:5529795-5529994_shuff
ACTB	minus	positive ctl	2.13482200665757	chr7:5529995-5530194
ACTB	minus	negative ctl	-0.107744879293722	chr7:5529995-5530194_shuff
ACTB	minus	positive ctl	1.50673355399392	chr7:5530045-5530244
ACTB	minus	negative ctl	0.0760310805959151	chr7:5530045-5530244_shuff
ACTB	minus	positive ctl	1.55833822707057	chr7:5530095-5530294
ACTB	minus	negative ctl	-1.28763278876808	chr7:5530095-5530294_shuff
ACTB	minus	positive ctl	-2.32585802649257	chr7:5530195-5530394
ACTB	minus	negative ctl	-0.856252763562944	chr7:5530195-5530394_shuff
ACTB	minus	positive ctl	3.23225582595623	chr7:5530495-5530694
ACTB	minus	negative ctl	-0.0144619514182944	chr7:5530495-5530694_shuff
ACTB	minus	positive ctl	3.76054667020493	chr7:5530545-5530744
ACTB	minus	negative ctl	0.0481925215689016	chr7:5530545-5530744_shuff
TMSB4X	plus	test	-1.41975909575812	chrX:12974281-12974480
TMSB4X	plus	test	-0.433793603021152	chrX:12974331-12974530
TMSB4X	plus	test	-0.342938177109037	chrX:12974381-12974580
TMSB4X	plus	test	0.473884908580102	chrX:12974431-12974630
TMSB4X	plus	test	0.811218757322412	chrX:12974481-12974680
TMSB4X	plus	test	0.606560029153838	chrX:12974531-12974730
TMSB4X	plus	test	0.27095940650363	chrX:12974581-12974780
TMSB4X	plus	test	-0.32365115814281	chrX:12974631-12974830
TMSB4X	plus	test	-1.89887158116347	chrX:12974681-12974880
TMSB4X	plus	test	-1.47255044569423	chrX:12974731-12974930
TMSB4X	plus	test	-1.30008250538422	chrX:12974781-12974980
TMSB4X	plus	test	-1.27890634941763	chrX:12974831-12975030
TMSB4X	plus	test	1.69110636645099	chrX:12974881-12975080
TMSB4X	plus	test	1.66569971804408	chrX:12974931-12975130
TMSB4X	plus	test	1.4009743106184	chrX:12974981-12975180
TMSB4X	plus	test	0.964777762646421	chrX:12975031-12975230
TMSB4X	plus	test	-0.173897052743853	chrX:12975081-12975280
TMSB4X	plus	test	-0.171742939343016	chrX:12975131-12975330
TMSB4X	plus	test	-0.292843224088688	chrX:12975181-12975380
TMSB4X	plus	test	-1.51633418068931	chrX:12975231-12975430
TMSB4X	plus	test	-1.26239732766721	chrX:12975281-12975480
TMSB4X	plus	test	-1.28329385040529	chrX:12975331-12975530
TMSB4X	plus	test	-0.486083955426834	chrX:12975381-12975580
TMSB4X	plus	test	-0.689400321198543	chrX:12975431-12975630
TMSB4X	plus	test	-0.27956448286345	chrX:12975481-12975680
TMSB4X	plus	test	-0.487115866738751	chrX:12975531-12975730
TMSB4X	plus	test	-0.35559637106837	chrX:12975581-12975780
TMSB4X	plus	test	-1.24693868312905	chrX:12975631-12975830
TMSB4X	plus	test	-0.186901978952369	chrX:12975681-12975880
TMSB4X	plus	test	-0.490489206597075	chrX:12975731-12975930
TMSB4X	plus	test	-1.4113638027618	chrX:12975781-12975980
TMSB4X	plus	test	-0.00148461147410646	chrX:12975831-12976030
TMSB4X	plus	test	-0.0321975379434604	chrX:12975881-12976080
TMSB4X	plus	test	-0.166678058929408	chrX:12975931-12976130
TMSB4X	plus	test	-0.515518678979885	chrX:12975981-12976180
TMSB4X	plus	test	-0.156886338292177	chrX:12976031-12976230
TMSB4X	plus	test	-0.466377930439904	chrX:12976081-12976280
TMSB4X	plus	test	0.264882123494775	chrX:12976131-12976330
TMSB4X	plus	test	-0.198340039239763	chrX:12976181-12976380
TMSB4X	plus	test	0.307124442792989	chrX:12976231-12976430
TMSB4X	plus	test	2.06888938772645	chrX:12976281-12976480
TXLNG	plus	test	-0.806165782222155	chrX:16785293-16785492
TXLNG	plus	test	-0.741646658778336	chrX:16785343-16785542
TXLNG	plus	test	-0.517809593370708	chrX:16785393-16785592
TXLNG	plus	test	-1.46891247851721	chrX:16785443-16785642
TXLNG	plus	test	-1.98616399521015	chrX:16785493-16785692
TXLNG	plus	test	-1.24957339069766	chrX:16785543-16785742
TXLNG	plus	test	-1.73100033911119	chrX:16785593-16785792
TXLNG	plus	test	-1.90203511081432	chrX:16785643-16785842
TXLNG	plus	test	-0.458431519806103	chrX:16785693-16785892
TXLNG	plus	test	-0.616764129749936	chrX:16785743-16785942
TXLNG	plus	test	-0.780815104625553	chrX:16785793-16785992
TXLNG	plus	test	-1.34313498227262	chrX:16785843-16786042
TXLNG	plus	test	-0.953255071147382	chrX:16785893-16786092
TXLNG	plus	test	-0.1373945854289	chrX:16785943-16786142
TXLNG	plus	test	-0.509613476813651	chrX:16785993-16786192
TXLNG	plus	test	-0.0615240047905761	chrX:16786043-16786242
TXLNG	plus	test	0.984196527771466	chrX:16786093-16786292
TXLNG	plus	test	0.79536840637498	chrX:16786143-16786342
TXLNG	plus	test	1.66050026402808	chrX:16786193-16786392
TXLNG	plus	test	1.89922034058131	chrX:16786243-16786442
TXLNG	plus	test	1.65239940776944	chrX:16786293-16786492
TXLNG	plus	test	1.49716388936716	chrX:16786343-16786542
TXLNG	plus	test	0.480089405446846	chrX:16786393-16786592
TXLNG	plus	test	-0.726723213280505	chrX:16786443-16786642
TXLNG	plus	test	-0.100945894108086	chrX:16786493-16786692
TXLNG	plus	test	0.0102698821524917	chrX:16786543-16786742
TXLNG	plus	test	-0.258262182109369	chrX:16786593-16786792
TXLNG	plus	test	-1.7602169990588	chrX:16786643-16786842
TXLNG	plus	test	-0.879637539899991	chrX:16786693-16786892
TXLNG	plus	test	-1.64511548686269	chrX:16786743-16786942
TXLNG	plus	test	-1.19438416946148	chrX:16786793-16786992
TXLNG	plus	test	-1.41155008906045	chrX:16787143-16787342
TXLNG	plus	test	0.326486242780194	chrX:16787193-16787392
TXLNG	plus	test	-0.896917334460824	chrX:16787243-16787442
TXLNG	plus	test	-1.49324791318723	chrX:16787293-16787492
TXLNG	plus	test	-0.468269824546559	chrX:16787343-16787542
TXLNG	plus	test	-1.13656257812342	chrX:16787393-16787592
TXLNG	plus	test	0.868948708230333	chrX:16787443-16787642
TXLNG	plus	test	-0.207622879327349	chrX:16787493-16787692
TXLNG	plus	test	0.281910450258663	chrX:16787543-16787742
TXLNG	plus	test	-0.441144197313278	chrX:16787593-16787792
TXLNG	plus	test	-0.678940749498468	chrX:16787643-16787842
TXLNG	plus	test	-1.08662119184096	chrX:16787693-16787892
TXLNG	plus	test	-1.09871345970521	chrX:16787743-16787942
TXLNG	plus	test	-1.02264199217456	chrX:16787793-16787992
TXLNG	plus	test	-0.52941879051861	chrX:16787843-16788042
TXLNG	plus	test	-0.277322137509729	chrX:16787893-16788092
EIF1AX	minus	test	-0.577684198009767	chrX:20138961-20139160
EIF1AX	minus	test	-1.30660714497628	chrX:20139011-20139210
EIF1AX	minus	test	-1.25927104581644	chrX:20139061-20139260
EIF1AX	minus	test	-1.48226240646887	chrX:20139111-20139310
EIF1AX	minus	test	-1.38199240965248	chrX:20139161-20139360
EIF1AX	minus	test	-0.621521741166486	chrX:20139211-20139410
EIF1AX	minus	test	-1.6900723052684	chrX:20139261-20139460
EIF1AX	minus	test	-0.550270125008896	chrX:20139311-20139510
EIF1AX	minus	test	-0.405604435536073	chrX:20139361-20139560
EIF1AX	minus	test	-0.654926277934598	chrX:20139411-20139610
EIF1AX	minus	test	-1.06095966461086	chrX:20139461-20139660
EIF1AX	minus	test	-1.39922801300122	chrX:20139511-20139710
EIF1AX	minus	test	-1.02700782590272	chrX:20139561-20139760
EIF1AX	minus	test	-0.738020418422396	chrX:20139611-20139810
EIF1AX	minus	test	-0.203585374192088	chrX:20139661-20139860
EIF1AX	minus	test	-1.29117051169583	chrX:20139711-20139910
EIF1AX	minus	test	0.129815321693545	chrX:20139761-20139960
EIF1AX	minus	test	-2.19896728466647	chrX:20139811-20140010
EIF1AX	minus	test	-2.26844484431171	chrX:20139861-20140060
EIF1AX	minus	test	-1.62952857678309	chrX:20139911-20140110
EIF1AX	minus	test	-0.43409961463905	chrX:20139961-20140160
EIF1AX	minus	test	0.750307475844401	chrX:20140011-20140210
EIF1AX	minus	test	0.66583524914649	chrX:20140061-20140260
EIF1AX	minus	test	-0.839922641470551	chrX:20140111-20140310
EIF1AX	minus	test	0.0484271923004448	chrX:20140161-20140360
EIF1AX	minus	test	0.317011686543659	chrX:20140211-20140410
EIF1AX	minus	test	-1.14545386527148	chrX:20140261-20140460
EIF1AX	minus	test	-0.164022700611383	chrX:20140311-20140510
EIF1AX	minus	test	-0.943827170782145	chrX:20140361-20140560
EIF1AX	minus	test	-1.07918966772189	chrX:20140411-20140610
EIF1AX	minus	test	-0.933110390796863	chrX:20140461-20140660
EIF1AX	minus	test	-0.821009012089277	chrX:20140511-20140710
EIF1AX	minus	test	-0.455961531050294	chrX:20140561-20140760
EIF1AX	minus	test	0.170979197843047	chrX:20140611-20140810
EIF1AX	minus	test	-0.751073208462675	chrX:20140661-20140860
EIF1AX	minus	test	-0.254398645423015	chrX:20140711-20140910
EIF1AX	minus	test	-1.08763480099552	chrX:20140761-20140960
EIF1AX	minus	test	-1.02940864097978	chrX:20140811-20141010
EIF1AX	minus	test	-0.710524757321784	chrX:20140861-20141060
EIF1AX	minus	test	-0.258989631319343	chrX:20140911-20141110
EIF1AX	minus	test	-0.411232945539077	chrX:20140961-20141160
EIF1AX	minus	test	-0.43932525256843	chrX:20141011-20141210
EIF1AX	minus	test	-1.22949267561748	chrX:20141061-20141260
EIF1AX	minus	test	-1.37063534065644	chrX:20141111-20141310
EIF1AX	minus	test	-0.960098773092889	chrX:20141161-20141360
EIF1AX	minus	test	-1.57472434536077	chrX:20141211-20141410
EIF1AX	minus	test	-0.706610295231358	chrX:20141261-20141460
EIF1AX	minus	test	0.432115123292291	chrX:20141311-20141510
EIF1AX	minus	test	0.143430730706113	chrX:20141361-20141560
EIF1AX	minus	test	0.652571429937618	chrX:20141411-20141610
EIF1AX	minus	test	-0.67182457098032	chrX:20141461-20141660
EIF1AX	minus	test	-0.421515582970075	chrX:20141511-20141710
EIF1AX	minus	test	-0.462867240486669	chrX:20141561-20141760
EIF1AX	minus	test	-0.082433360058759	chrX:20141611-20141810
EIF1AX	minus	test	0.00583407711423489	chrX:20141661-20141860
EIF1AX	minus	test	1.5457042390697	chrX:20141711-20141910
EIF1AX	minus	test	1.75804763565936	chrX:20141761-20141960
EIF1AX	minus	test	2.01240389372268	chrX:20141811-20142010
EIF1AX	minus	test	1.80901192641784	chrX:20141861-20142060
EIF1AX	minus	test	1.79867875644106	chrX:20141911-20142110
EIF1AX	minus	test	1.56361224430309	chrX:20141961-20142160
EIF1AX	minus	test	1.79921710576873	chrX:20142011-20142210
EIF1AX	minus	test	-0.0261648260943016	chrX:20142061-20142260
EIF1AX	minus	test	-1.13564429998787	chrX:20142111-20142310
EIF1AX	minus	test	0.167292022474274	chrX:20142161-20142360
EIF1AX	minus	test	-0.975267445054083	chrX:20142211-20142410
EIF1AX	minus	test	0.0859620338313278	chrX:20142261-20142460
EIF1AX	minus	test	0.0736128339213352	chrX:20142311-20142510
EIF1AX	minus	test	-0.775690372262136	chrX:20142361-20142560
EIF1AX	minus	test	0.194993176707206	chrX:20142411-20142610
EIF1AX	minus	test	-0.49797378369805	chrX:20142461-20142660
EIF1AX	minus	test	-0.500795740748117	chrX:20142511-20142710
EIF1AX	minus	test	-0.460232490454472	chrX:20142561-20142760
EIF1AX	minus	test	-0.528104978577556	chrX:20142611-20142810
EIF1AX	minus	test	-0.233878663853691	chrX:20142661-20142860
EIF1AX	minus	test	-0.577055506778124	chrX:20142711-20142910
EIF1AX	minus	test	-0.677046353345144	chrX:20142761-20142960
EIF1AX	minus	test	-1.75255489611731	chrX:20142811-20143010
EIF1AX	minus	test	-2.20536875326075	chrX:20142861-20143060
ZFX	plus	test	-0.368849431160186	chrX:24146000-24146199
ZFX	plus	test	-1.69806369945124	chrX:24146050-24146249
ZFX	plus	test	-1.15939051513617	chrX:24146100-24146299
ZFX	plus	test	-1.26534665717403	chrX:24146150-24146349
ZFX	plus	test	-0.473721830552593	chrX:24146200-24146399
ZFX	plus	test	-0.515320103020674	chrX:24146250-24146449
ZFX	plus	test	-0.977451874991106	chrX:24146300-24146499
ZFX	plus	test	-0.288819448682959	chrX:24146350-24146549
ZFX	plus	test	-0.425497869533104	chrX:24146400-24146599
ZFX	plus	test	-1.30939908030099	chrX:24146450-24146649
ZFX	plus	test	-0.0708507042730711	chrX:24146500-24146699
ZFX	plus	test	0.278230049989942	chrX:24146550-24146749
ZFX	plus	test	-0.15397761675172	chrX:24146600-24146799
ZFX	plus	test	-0.308016677508735	chrX:24146650-24146849
ZFX	plus	test	-1.47849394380618	chrX:24146700-24146899
ZFX	plus	test	-2.12103198662401	chrX:24146750-24146949
ZFX	plus	test	-1.33731002310167	chrX:24146800-24146999
ZFX	plus	test	-1.69296744454962	chrX:24146850-24147049
ZFX	plus	test	-0.599376293391875	chrX:24146900-24147099
ZFX	plus	test	-1.09729454795196	chrX:24146950-24147149
ZFX	plus	test	-0.956669441155719	chrX:24147000-24147199
ZFX	plus	test	-1.40623658762718	chrX:24147050-24147249
ZFX	plus	test	-1.04750183652886	chrX:24147100-24147299
ZFX	plus	test	-2.0290947217086	chrX:24147150-24147349
ZFX	plus	test	-0.0566655118900449	chrX:24147200-24147399
ZFX	plus	test	-1.28770354091752	chrX:24147250-24147449
ZFX	plus	test	-1.39502628770534	chrX:24147300-24147499
ZFX	plus	test	-0.188564905756563	chrX:24147350-24147549
ZFX	plus	test	-0.454987983637862	chrX:24147400-24147599
ZFX	plus	test	-0.642509187652138	chrX:24147450-24147649
ZFX	plus	test	-0.416306184724725	chrX:24147500-24147699
ZFX	plus	test	-1.61585058625901	chrX:24147550-24147749
ZFX	plus	test	-0.142105760582868	chrX:24147600-24147799
ZFX	plus	test	-0.411683159814968	chrX:24147650-24147849
ZFX	plus	test	-1.06298863033932	chrX:24147700-24147899
ZFX	plus	test	-0.65883061334499	chrX:24147750-24147949
