coords	log2	sd	lower_val	upper_val	gene	orientation	type
chr6:73523247-73523297	-0.869442675114053	0.25261703295627	-1.12205970807032	-0.616825642157782	EEF1A1	minus	positive ctl
chr6:73523297-73523347	-0.732913463927238	0.321735260143933	-1.05464872407117	-0.411178203783305	EEF1A1	minus	positive ctl
chr6:73523347-73523397	-0.562788920458117	0.542000359438484	-1.1047892798966	-0.020788561019633	EEF1A1	minus	positive ctl
chr6:73523397-73523447	-0.427796811687487	0.535846909311265	-0.963643720998752	0.108050097623779	EEF1A1	minus	positive ctl
chr6:73523447-73523497	-0.217980718779048	0.231243684349906	-0.449224403128954	0.0132629655708582	EEF1A1	minus	positive ctl
chr6:73523497-73523547	-0.169170810316427	0.191906179994586	-0.361076990311013	0.0227353696781585	EEF1A1	minus	positive ctl
chr6:73523547-73523597	0.233952485198039	0.994415699712628	-0.760463214514589	1.22836818491067	EEF1A1	minus	positive ctl
chr6:73523597-73523647	0.361942787176808	0.944113834622129	-0.582171047445321	1.30605662179894	EEF1A1	minus	positive ctl
chr6:73523647-73523697	0.421099746526104	0.893103707154384	-0.472003960628279	1.31420345368049	EEF1A1	minus	positive ctl
chr6:73523697-73523747	0.531424373544439	0.810295630703627	-0.278871257159188	1.34172000424807	EEF1A1	minus	positive ctl
chr6:73523747-73523797	0.216107484454567	0.226478394994048	-0.010370910539481	0.442585879448614	EEF1A1	minus	positive ctl
chr6:73523797-73523847	0.348496264699882	0.373898451405964	-0.0254021867060818	0.722394716105845	EEF1A1	minus	positive ctl
chr6:73523847-73523897	0.55067764860653	0.264572575364295	0.286105073242235	0.815250223970825	EEF1A1	minus	positive ctl
chr6:73523897-73523947	0.395258034928037	0.552018185069498	-0.156760150141461	0.947276219997535	EEF1A1	minus	positive ctl
chr6:73523947-73523997	-0.151666632124119	1.18425072223771	-1.33591735436183	1.03258409011359	EEF1A1	minus	positive ctl
chr6:73523997-73524047	-0.852774940469844	1.26235852789527	-2.11513346836512	0.409583587425428	EEF1A1	minus	positive ctl
chr6:73524047-73524097	-1.43344409451444	0.707069418386367	-2.14051351290081	-0.726374676128077	EEF1A1	minus	positive ctl
chr6:73524097-73524147	-1.58409265918715	0.421020603080777	-2.00511326226793	-1.16307205610637	EEF1A1	minus	positive ctl
chr6:73524147-73524197	-1.40714871566762	0.485946424136772	-1.89309513980439	-0.921202291530846	EEF1A1	minus	positive ctl
chr6:73524197-73524247	-1.20731489291408	0.3385477077152	-1.54586260062928	-0.868767185198879	EEF1A1	minus	positive ctl
chr6:73524247-73524297	-1.01187611219388	0.0071553296247283	-1.01903144181861	-1.00472078256915	EEF1A1	minus	positive ctl
chr6:73524297-73524347	-1.01693569429315	0	-1.01693569429315	-1.01693569429315	EEF1A1	minus	positive ctl
chr7:5528695-5528745	-0.435728082603557	0	-0.435728082603557	-0.435728082603557	ACTB	minus	positive ctl
chr7:5528745-5528795	-1.00442087659307	0.804253062083817	-1.80867393867689	-0.200167814509252	ACTB	minus	positive ctl
chr7:5528795-5528845	-1.49812157591736	1.02695308338573	-2.52507465930309	-0.471168492531622	ACTB	minus	positive ctl
chr7:5528845-5528895	-1.50629695768292	0.838663085582263	-2.34496004326518	-0.667633872100653	ACTB	minus	positive ctl
chr7:5528895-5528945	-1.64747555343637	0.61647189192848	-2.26394744536485	-1.03100366150789	ACTB	minus	positive ctl
chr7:5528945-5528995	-1.37381902984077	0.856653257409143	-2.23047228724991	-0.517165772431627	ACTB	minus	positive ctl
chr7:5528995-5529045	-0.77767910456987	0.622979208871492	-1.40065831344136	-0.154699895698378	ACTB	minus	positive ctl
chr7:5529045-5529095	-0.364781148458737	0.490697805572676	-0.855478954031412	0.125916657113939	ACTB	minus	positive ctl
chr7:5529095-5529145	-0.288012284779179	0.366370729508958	-0.654383014288137	0.0783584447297788	ACTB	minus	positive ctl
chr7:5529145-5529195	-0.409699169073839	0.505239766850026	-0.914938935923865	0.0955405977761875	ACTB	minus	positive ctl
chr7:5529195-5529245	-0.544931472274468	0.465920753646289	-1.01085222592076	-0.0790107186281789	ACTB	minus	positive ctl
chr7:5529245-5529295	-0.66153606487501	0.253913646174416	-0.915449711049426	-0.407622418700594	ACTB	minus	positive ctl
chr7:5529295-5529345	-0.561067461750561	0.310354429773829	-0.87142189152439	-0.250713031976731	ACTB	minus	positive ctl
chr7:5529345-5529395	-0.409544157682221	0.157633343101529	-0.56717750078375	-0.251910814580692	ACTB	minus	positive ctl
chr7:5529395-5529445	-0.230374473856114	0.205530133406437	-0.435904607262552	-0.0248443404496765	ACTB	minus	positive ctl
chr7:5529445-5529495	-0.417711444352721	0.490112915553708	-0.907824359906429	0.0724014712009868	ACTB	minus	positive ctl
chr7:5529495-5529545	-0.573734320621268	0.533918047996734	-1.107652368618	-0.0398162726245344	ACTB	minus	positive ctl
chr7:5529545-5529595	-0.399384279352854	0.711639953857858	-1.11102423321071	0.312255674505004	ACTB	minus	positive ctl
chr7:5529595-5529645	-0.362238216882692	0.747609696702841	-1.10984791358553	0.385371479820149	ACTB	minus	positive ctl
chr7:5529645-5529695	0.461564540310839	1.28988105689359	-0.828316516582751	1.75144559720443	ACTB	minus	positive ctl
chr7:5529695-5529745	1.55800796780163	1.56396004486395	-0.00595207706232137	3.12196801266557	ACTB	minus	positive ctl
chr7:5529745-5529795	1.96459120107944	1.63618366310155	0.328407537977889	3.60077486418099	ACTB	minus	positive ctl
chr7:5529795-5529845	2.83520155216905	0.898008718362249	1.9371928338068	3.7332102705313	ACTB	minus	positive ctl
chr7:5529845-5529895	3.47018960648763	0	3.47018960648763	3.47018960648763	ACTB	minus	positive ctl
chr7:5529995-5530045	1.88361543612149	0	1.88361543612149	1.88361543612149	ACTB	minus	positive ctl
chr7:5530045-5530095	1.68745211497257	0.277416829208947	1.41003528576362	1.96486894418152	ACTB	minus	positive ctl
chr7:5530095-5530145	1.63599409540099	0.215461903590543	1.42053219181045	1.85145599899153	ACTB	minus	positive ctl
chr7:5530145-5530195	1.63599409540099	0.215461903590543	1.42053219181045	1.85145599899153	ACTB	minus	positive ctl
chr7:5530195-5530245	0.510711352041209	1.73472635438781	-1.2240150023466	2.24543770642902	ACTB	minus	positive ctl
chr7:5530245-5530295	0.0204226311499873	2.13921781738475	-2.11879518623476	2.15964044853474	ACTB	minus	positive ctl
chr7:5530295-5530345	-1.49223279395785	0	-1.49223279395785	-1.49223279395785	ACTB	minus	positive ctl
chr7:5530345-5530395	-1.49223279395785	0	-1.49223279395785	-1.49223279395785	ACTB	minus	positive ctl
chr7:5530495-5530545	2.42533460294623	0	2.42533460294623	2.42533460294623	ACTB	minus	positive ctl
chr7:5530545-5530595	3.10494245140363	0.961110636383652	2.14383181501997	4.06605308778728	ACTB	minus	positive ctl
chr7:5530595-5530645	3.10494245140363	0.961110636383652	2.14383181501997	4.06605308778728	ACTB	minus	positive ctl
chr7:5530645-5530695	3.10494245140363	0.961110636383652	2.14383181501997	4.06605308778728	ACTB	minus	positive ctl
chr7:5530695-5530745	3.78455029986102	0	3.78455029986102	3.78455029986102	ACTB	minus	positive ctl
chrX:12974281-12974331	-1.20730559268931	0	-1.20730559268931	-1.20730559268931	TMSB4X	plus	test
chrX:12974331-12974381	-0.861083301631769	0.489632259609464	-1.35071556124123	-0.371451042022305	TMSB4X	plus	test
chrX:12974381-12974431	-0.706139038778333	0.438055987972678	-1.14419502675101	-0.268083050805655	TMSB4X	plus	test
chrX:12974431-12974481	-0.454910384009906	0.616759310406276	-1.07166969441618	0.16184892639637	TMSB4X	plus	test
chrX:12974481-12974531	0.0405195699067202	0.606771023057686	-0.566251453150965	0.647290592964406	TMSB4X	plus	test
chrX:12974531-12974581	0.36579819676546	0.556465028412354	-0.190666831646894	0.922263225177814	TMSB4X	plus	test
chrX:12974581-12974631	0.570154208476858	0.247832374285684	0.322321834191174	0.817986582762542	TMSB4X	plus	test
chrX:12974631-12974681	0.422285836137862	0.50585566188546	-0.0835698257475983	0.928141498023322	TMSB4X	plus	test
chrX:12974681-12974731	-0.154126167227914	1.02158556376422	-1.17571173099213	0.867459396536303	TMSB4X	plus	test
chrX:12974731-12974781	-0.741769518001785	0.975353752977519	-1.7171232709793	0.233584234975734	TMSB4X	plus	test
chrX:12974781-12974831	-1.18160913228133	0.600939286794532	-1.78254841907586	-0.580669845486793	TMSB4X	plus	test
chrX:12974831-12974881	-1.43492830615548	0.131662791196406	-1.56659109735189	-1.30326551495908	TMSB4X	plus	test
chrX:12974881-12974931	-0.592762109727069	1.62420137433419	-2.21696348406126	1.03143926460713	TMSB4X	plus	test
chrX:12974931-12974981	0.242516257167591	1.80685731208528	-1.56434105491768	2.04937356925287	TMSB4X	plus	test
chrX:12974981-12975031	0.990438689940598	1.53285361822603	-0.54241492828543	2.52329230816663	TMSB4X	plus	test
chrX:12975031-12975081	1.6220331458694	0.278474465159528	1.34355868070987	1.90050761102893	TMSB4X	plus	test
chrX:12975081-12975131	1.17435650553491	0.788709471344106	0.3856470341908	1.96306597687901	TMSB4X	plus	test
chrX:12975131-12975181	0.661892281860436	0.921557260325507	-0.259664978465071	1.58344954218594	TMSB4X	plus	test
chrX:12975181-12975231	0.169356417590002	0.719181113863096	-0.549824696273094	0.888537531453098	TMSB4X	plus	test
chrX:12975231-12975281	-0.490100041220154	0.639088272975178	-1.12918831419533	0.148988231755024	TMSB4X	plus	test
chrX:12975281-12975331	-0.851910398116431	0.643519757482428	-1.49543015559886	-0.208390640634003	TMSB4X	plus	test
chrX:12975331-12975381	-1.11301901558461	0.532713150378762	-1.64573216596338	-0.580305865205853	TMSB4X	plus	test
chrX:12975381-12975431	-1.20184289243087	0.355961300489359	-1.55780419292023	-0.845881591941512	TMSB4X	plus	test
chrX:12975431-12975481	-0.980151191795238	0.442550930942975	-1.42270212273821	-0.537600260852263	TMSB4X	plus	test
chrX:12975481-12975531	-0.696148808457918	0.447348897180468	-1.14349770563839	-0.24879991127745	TMSB4X	plus	test
chrX:12975531-12975581	-0.476546226300594	0.170751170938888	-0.647297397239481	-0.305795055361706	TMSB4X	plus	test
chrX:12975581-12975631	-0.351585219429054	0.162812720496472	-0.514397939925526	-0.188772498932582	TMSB4X	plus	test
chrX:12975631-12975681	-0.532625497097641	0.494025253122205	-1.02665075021984	-0.0386002439754359	TMSB4X	plus	test
chrX:12975681-12975731	-0.507971770199645	0.513925220890778	-1.02189699109042	0.00595345069113329	TMSB4X	plus	test
chrX:12975731-12975781	-0.489786752658298	0.518442228652159	-1.00822898131046	0.0286554759938609	TMSB4X	plus	test
chrX:12975781-12975831	-0.775411615156414	0.594247239011291	-1.3696588541677	-0.181164376145123	TMSB4X	plus	test
chrX:12975831-12975881	-0.521117209215107	0.535442613096223	-1.05655982231133	0.0143254038811156	TMSB4X	plus	test
chrX:12975881-12975931	-0.482135407263184	0.5741979112965	-1.05633331855968	0.0920625040333154	TMSB4X	plus	test
chrX:12975931-12975981	-0.440721437931413	0.591059233542469	-1.03178067147388	0.150337795611056	TMSB4X	plus	test
chrX:12975981-12976031	-0.230585689859115	0.190516805368939	-0.421102495228054	-0.0400688844901757	TMSB4X	plus	test
chrX:12976031-12976081	-0.219499505487116	0.191258307158317	-0.410757812645433	-0.0282411983287986	TMSB4X	plus	test
chrX:12976081-12976131	-0.345975890427203	0.172902232844829	-0.518878123272032	-0.173073657582375	TMSB4X	plus	test
chrX:12976131-12976181	-0.272362963941102	0.283001978186799	-0.555364942127901	0.0106390142456968	TMSB4X	plus	test
chrX:12976181-12976231	-0.125492783413349	0.295606764222399	-0.421099547635748	0.17011398080905	TMSB4X	plus	test
chrX:12976231-12976281	0.0167624742059755	0.377636288895867	-0.360873814689891	0.394398763101842	TMSB4X	plus	test
chrX:12976281-12976331	0.464135788593156	0.554753542918745	-0.0906177543255896	1.0188893315119	TMSB4X	plus	test
chrX:12976331-12976381	0.587594325177725	0.608420231860948	-0.0208259066832235	1.19601455703867	TMSB4X	plus	test
chrX:12976381-12976431	0.824674420179019	0.63490828345559	0.189766136723429	1.45958270363461	TMSB4X	plus	test
chrX:12976431-12976481	1.27362237284198	0	1.27362237284198	1.27362237284198	TMSB4X	plus	test
chrX:16785293-16785343	-0.723530079514436	0	-0.723530079514436	-0.723530079514436	TXLNG	plus	test
chrX:16785343-16785393	-0.695131727205663	0.0401613349841159	-0.735293062189779	-0.654970392221547	TXLNG	plus	test
chrX:16785393-16785443	-0.717144237102578	0.0475407003496842	-0.764684937452262	-0.669603536752894	TXLNG	plus	test
chrX:16785443-16785493	-0.848950403454476	0.266454888139367	-1.11540529159384	-0.582495515315109	TXLNG	plus	test
chrX:16785493-16785543	-1.15428609070828	0.584634016208008	-1.73892010691629	-0.569652074500273	TXLNG	plus	test
chrX:16785543-16785593	-1.28657976598579	0.489696869370543	-1.77627663535633	-0.796882896615244	TXLNG	plus	test
chrX:16785593-16785643	-1.63769956316191	0.490908736989072	-2.12860830015098	-1.14679082617284	TXLNG	plus	test
chrX:16785643-16785693	-1.78685574747845	0.416574670319305	-2.20343041779775	-1.37028107715914	TXLNG	plus	test
chrX:16785693-16785743	-1.49122846532034	0.631304460537434	-2.12253292585777	-0.859924004782904	TXLNG	plus	test
chrX:16785743-16785793	-1.40533386824397	0.704060119155177	-2.10939398739915	-0.701273749088796	TXLNG	plus	test
chrX:16785793-16785843	-1.09168364415605	0.503268255332664	-1.59495189948871	-0.588415388823381	TXLNG	plus	test
chrX:16785843-16785893	-0.938574473674477	0.202760920461891	-1.14133539413637	-0.735813553212586	TXLNG	plus	test
chrX:16785893-16785943	-0.916437700022968	0.231244688360298	-1.14768238838327	-0.68519301166267	TXLNG	plus	test
chrX:16785943-16785993	-0.808606913547974	0.344119455485135	-1.15272636903311	-0.46448745806284	TXLNG	plus	test
chrX:16785993-16786043	-0.729713319434573	0.348945893497295	-1.07865921293187	-0.380767425937278	TXLNG	plus	test
chrX:16786043-16786093	-0.452982559107633	0.244871149488617	-0.69785370859625	-0.208111409619016	TXLNG	plus	test
chrX:16786093-16786143	-0.0261751802980538	0.732991882538762	-0.759167062836816	0.706816702240708	TXLNG	plus	test
chrX:16786143-16786193	0.27557172254836	0.764053335025256	-0.488481612476896	1.03962505757362	TXLNG	plus	test
chrX:16786193-16786243	0.850500813525923	0.755323686258897	0.0951771272670261	1.60582449978482	TXLNG	plus	test
chrX:16786243-16786293	1.38114135981155	0.56676316382475	0.814378195986804	1.9479045236363	TXLNG	plus	test
chrX:16786293-16786343	1.54234826476406	0.525059878720422	1.01728838604364	2.06740814348448	TXLNG	plus	test
chrX:16786343-16786393	1.78370165277998	0.147949138198174	1.63575251458181	1.93165079097815	TXLNG	plus	test
chrX:16786393-16786443	1.47212864301613	0.690086135652295	0.782042507363831	2.16221477866842	TXLNG	plus	test
chrX:16786443-16786493	0.814531764653414	1.13077622492093	-0.316244460267513	1.94530798957434	TXLNG	plus	test
chrX:16786493-16786543	0.351253163395659	1.03447040434687	-0.683217240951215	1.38572356774253	TXLNG	plus	test
chrX:16786543-16786593	-0.043336537468072	0.46866770150872	-0.512004238976792	0.425331164040648	TXLNG	plus	test
chrX:16786593-16786643	-0.330648574072613	0.407152233537422	-0.737800807610035	0.0765036594648096	TXLNG	plus	test
chrX:16786643-16786693	-0.546667080852595	0.724264188992772	-1.27093126984537	0.177597108140176	TXLNG	plus	test
chrX:16786693-16786743	-0.763510752182808	0.705445946556049	-1.46895669873886	-0.0580648056267585	TXLNG	plus	test
chrX:16786743-16786793	-1.233832912764	0.455912387647041	-1.68974530041104	-0.777920525116962	TXLNG	plus	test
chrX:16786793-16786843	-1.36121164444883	0.297440253730876	-1.65865189817971	-1.06377139071796	TXLNG	plus	test
chrX:16786843-16786893	-1.31710443527493	0.347898521702191	-1.66500295697712	-0.969205913572741	TXLNG	plus	test
chrX:16786893-16786943	-1.45453237261504	0.358814903586506	-1.81334727620155	-1.09571746902854	TXLNG	plus	test
chrX:16786943-16786993	-1.20081192109823	0	-1.20081192109823	-1.20081192109823	TXLNG	plus	test
chrX:16787143-16787193	-1.58054316927497	0	-1.58054316927497	-1.58054316927497	TXLNG	plus	test
chrX:16787193-16787243	-0.746576225208085	1.17940736287023	-1.92598358807831	0.432831137662142	TXLNG	plus	test
chrX:16787243-16787293	-0.712371570480589	0.836068620994314	-1.5484401914749	0.123697050513726	TXLNG	plus	test
chrX:16787293-16787343	-0.869496812822406	0.751505506609757	-1.62100231943216	-0.117991306212648	TXLNG	plus	test
chrX:16787343-16787393	-0.601875152150512	0.586346474562461	-1.18822162671297	-0.0155286775880505	TXLNG	plus	test
chrX:16787393-16787443	-0.922947649206248	0.407440232983402	-1.33038788218965	-0.515507416222846	TXLNG	plus	test
chrX:16787443-16787493	-0.546635972963813	1.00618620461368	-1.55282217757749	0.459550231649868	TXLNG	plus	test
chrX:16787493-16787543	-0.241569619703397	0.859391057489908	-1.1009606771933	0.617821437786511	TXLNG	plus	test
chrX:16787543-16787593	-0.108553144203519	0.845039270401322	-0.953592414604841	0.736486126197803	TXLNG	plus	test
chrX:16787593-16787643	0.0731675428164844	0.564606930532347	-0.491439387715863	0.637774473348832	TXLNG	plus	test
chrX:16787643-16787693	-0.35164648790455	0.384500345385891	-0.736146833290441	0.0328538574813415	TXLNG	plus	test
chrX:16787693-16787743	-0.534883559761414	0.411400710073519	-0.946284269834932	-0.123482849687895	TXLNG	plus	test
chrX:16787743-16787793	-0.813221810734805	0.256502743169861	-1.06972455390467	-0.556719067564944	TXLNG	plus	test
chrX:16787793-16787843	-0.973617568169818	0.148001329883285	-1.1216188980531	-0.825616238286533	TXLNG	plus	test
chrX:16787843-16787893	-0.852042607072923	0.353557154539762	-1.20559976161268	-0.498485452533161	TXLNG	plus	test
chrX:16787893-16787943	-0.691749107970432	0.476583714089815	-1.16833282206025	-0.215165393880617	TXLNG	plus	test
chrX:16787943-16787993	-0.55855093446676	0.48399125431683	-1.04254218878359	-0.07455968014993	TXLNG	plus	test
chrX:16787993-16788043	-0.282026626188047	0.0984931982231871	-0.380519824411234	-0.18353342796486	TXLNG	plus	test
chrX:16788043-16788093	-0.212381417823681	0	-0.212381417823681	-0.212381417823681	TXLNG	plus	test
chrX:20138961-20139011	-0.621581099420738	0	-0.621581099420738	-0.621581099420738	EIF1AX	minus	test
chrX:20139011-20139061	-0.89799939260425	0.390914499108145	-1.2889138917124	-0.507084893496105	EIF1AX	minus	test
chrX:20139061-20139111	-0.978836288832316	0.309856231471706	-1.28869252030402	-0.66898005736061	EIF1AX	minus	test
chrX:20139111-20139161	-1.09654649378624	0.345586494994257	-1.4421329887805	-0.750959998791988	EIF1AX	minus	test
chrX:20139161-20139211	-1.26570268021292	0.140129919574837	-1.40583259978776	-1.12557276063808	EIF1AX	minus	test
chrX:20139211-20139261	-1.20079755062419	0.228662931250838	-1.42946048187503	-0.972134619373352	EIF1AX	minus	test
chrX:20139261-20139311	-1.28746193322732	0.261527933790997	-1.54898986701832	-1.02593399943633	EIF1AX	minus	test
chrX:20139311-20139361	-1.02419532247735	0.48140612270256	-1.50560144517991	-0.542789199774787	EIF1AX	minus	test
chrX:20139361-20139411	-0.818587500041983	0.50061323380903	-1.31920073385101	-0.317974266232953	EIF1AX	minus	test
chrX:20139411-20139461	-0.751914804727828	0.501287457944653	-1.25320226267248	-0.250627346783175	EIF1AX	minus	test
chrX:20139461-20139511	-0.646465292485555	0.298354455361843	-0.944819747847397	-0.348110837123712	EIF1AX	minus	test
chrX:20139511-20139561	-0.906746721484692	0.4319502502073	-1.33869697169199	-0.474796471277392	EIF1AX	minus	test
chrX:20139561-20139611	-1.03865492499189	0.323393584897672	-1.36204850988956	-0.715261340094221	EIF1AX	minus	test
chrX:20139611-20139661	-1.07766439263087	0.264657243967609	-1.34232163659847	-0.813007148663257	EIF1AX	minus	test
chrX:20139661-20139711	-0.890647784972615	0.464839616738622	-1.35548740171124	-0.425808168233993	EIF1AX	minus	test
chrX:20139711-20139761	-0.756820375277753	0.304095005311941	-1.06091538058969	-0.452725369965812	EIF1AX	minus	test
chrX:20139761-20139811	-0.471701179927769	0.479751081511488	-0.951452261439257	0.00804990158371871	EIF1AX	minus	test
chrX:20139811-20139861	-0.870000058367068	1.10355197680264	-1.9735520351697	0.233551918435569	EIF1AX	minus	test
chrX:20139861-20139911	-1.33536581015856	1.18245712071029	-2.51782293086885	-0.152908689448266	EIF1AX	minus	test
chrX:20139911-20139961	-1.51820097908565	1.14927615116137	-2.66747713024703	-0.368924827924279	EIF1AX	minus	test
chrX:20139961-20140011	-1.67069625036117	0.860658168584999	-2.53135441894616	-0.810038081776167	EIF1AX	minus	test
chrX:20140011-20140061	-0.935857426566819	1.21522668060075	-2.15108410716757	0.279369254033931	EIF1AX	minus	test
chrX:20140061-20140111	-0.258636788999131	1.03280745418954	-1.29144424318867	0.774170665190413	EIF1AX	minus	test
chrX:20140111-20140161	-0.0108941836352966	0.63539041419347	-0.646284597828766	0.624496230558173	EIF1AX	minus	test
chrX:20140161-20140211	0.132700962149636	0.556132471030783	-0.423431508881147	0.688833433180419	EIF1AX	minus	test
chrX:20140211-20140261	0.0980514375516463	0.525609681112923	-0.427558243561276	0.623661118664569	EIF1AX	minus	test
chrX:20140261-20140311	-0.293520423497896	0.662133670550505	-0.955654094048401	0.36861324705261	EIF1AX	minus	test
chrX:20140311-20140361	-0.149834700624602	0.622232963022343	-0.772067663646946	0.472398262397741	EIF1AX	minus	test
chrX:20140361-20140411	-0.143046536251446	0.626024933650015	-0.769071469901462	0.482978397398569	EIF1AX	minus	test
