gene	orientation	type	log2	coords
EEF1A1	minus	negative ctl	-1.69478801350661	chr6:73521747-73521946_shuff
EEF1A1	minus	positive ctl	-1.11252393691064	chr6:73521797-73521996
EEF1A1	minus	negative ctl	-0.671964771807936	chr6:73521797-73521996_shuff
EEF1A1	minus	positive ctl	-1.06103925588101	chr6:73521847-73522046
EEF1A1	minus	negative ctl	-1.0219004607741	chr6:73521847-73522046_shuff
EEF1A1	minus	positive ctl	-1.79798253883001	chr6:73521897-73522096
EEF1A1	minus	negative ctl	-1.14598909462911	chr6:73521897-73522096_shuff
EEF1A1	minus	positive ctl	-1.64269940748497	chr6:73521947-73522146
EEF1A1	minus	negative ctl	-1.09761032670901	chr6:73521947-73522146_shuff
EEF1A1	minus	positive ctl	-2.08652321830976	chr6:73521997-73522196
EEF1A1	minus	negative ctl	-1.56402662486871	chr6:73521997-73522196_shuff
EEF1A1	minus	positive ctl	-1.44978880619394	chr6:73522047-73522246
EEF1A1	minus	negative ctl	-1.44201487449007	chr6:73522047-73522246_shuff
EEF1A1	minus	positive ctl	-1.6901847466787	chr6:73522097-73522296
EEF1A1	minus	negative ctl	-0.461840682734793	chr6:73522097-73522296_shuff
EEF1A1	minus	positive ctl	-1.63857087060848	chr6:73522147-73522346
EEF1A1	minus	negative ctl	-0.792470529776776	chr6:73522147-73522346_shuff
EEF1A1	minus	positive ctl	-0.359752569922876	chr6:73522197-73522396
EEF1A1	minus	negative ctl	-0.374784158818681	chr6:73522197-73522396_shuff
EEF1A1	minus	positive ctl	0.203260801762191	chr6:73522247-73522446
EEF1A1	minus	negative ctl	-2.1492773436555	chr6:73522247-73522446_shuff
EEF1A1	minus	positive ctl	-1.38700566809636	chr6:73522297-73522496
EEF1A1	minus	negative ctl	-1.27105887694774	chr6:73522297-73522496_shuff
EEF1A1	minus	positive ctl	-0.0939347982516643	chr6:73522347-73522546
EEF1A1	minus	negative ctl	-0.784843251856666	chr6:73522347-73522546_shuff
EEF1A1	minus	positive ctl	-0.539645316461176	chr6:73522397-73522596
EEF1A1	minus	negative ctl	-0.782534633792307	chr6:73522397-73522596_shuff
EEF1A1	minus	positive ctl	-0.0565813637430552	chr6:73522447-73522646
EEF1A1	minus	negative ctl	-1.34041976477252	chr6:73522447-73522646_shuff
EEF1A1	minus	positive ctl	-0.497211685977534	chr6:73522497-73522696
EEF1A1	minus	negative ctl	-0.605722462873436	chr6:73522497-73522696_shuff
EEF1A1	minus	positive ctl	0.0210813216221871	chr6:73522547-73522746
EEF1A1	minus	negative ctl	-0.1157103634112	chr6:73522547-73522746_shuff
EEF1A1	minus	positive ctl	-0.346116736357208	chr6:73522597-73522796
EEF1A1	minus	negative ctl	0.55277549287224	chr6:73522597-73522796_shuff
EEF1A1	minus	positive ctl	-0.313727557625108	chr6:73522647-73522846
EEF1A1	minus	negative ctl	-0.106531324923058	chr6:73522647-73522846_shuff
EEF1A1	minus	positive ctl	-1.03249766175313	chr6:73522697-73522896
EEF1A1	minus	negative ctl	-1.0373992425061	chr6:73522697-73522896_shuff
EEF1A1	minus	positive ctl	-0.452937725654939	chr6:73522747-73522946
EEF1A1	minus	negative ctl	0.33757821597445	chr6:73522747-73522946_shuff
EEF1A1	minus	positive ctl	-0.11585229808994	chr6:73522797-73522996
EEF1A1	minus	negative ctl	-0.539706415884119	chr6:73522797-73522996_shuff
EEF1A1	minus	positive ctl	-0.654194059790739	chr6:73522847-73523046
EEF1A1	minus	negative ctl	-1.21421553971096	chr6:73522847-73523046_shuff
EEF1A1	minus	positive ctl	-0.489752694759739	chr6:73522897-73523096
EEF1A1	minus	negative ctl	-1.29371178432183	chr6:73522897-73523096_shuff
EEF1A1	minus	positive ctl	-1.17134087909558	chr6:73522947-73523146
EEF1A1	minus	negative ctl	-0.187478719321757	chr6:73522947-73523146_shuff
EEF1A1	minus	positive ctl	-1.18281994018456	chr6:73522997-73523196
EEF1A1	minus	negative ctl	-0.253034626434823	chr6:73522997-73523196_shuff
EEF1A1	minus	positive ctl	-0.788662765868403	chr6:73523047-73523246
EEF1A1	minus	negative ctl	-0.138651628625804	chr6:73523047-73523246_shuff
EEF1A1	minus	positive ctl	-0.87966860870039	chr6:73523097-73523296
EEF1A1	minus	negative ctl	-0.634043488786124	chr6:73523097-73523296_shuff
EEF1A1	minus	positive ctl	-0.869525488040243	chr6:73523147-73523346
EEF1A1	minus	negative ctl	-0.272372577566195	chr6:73523147-73523346_shuff
EEF1A1	minus	positive ctl	-0.738802811194757	chr6:73523197-73523396
EEF1A1	minus	negative ctl	1.00731668718252	chr6:73523197-73523396_shuff
EEF1A1	minus	positive ctl	-0.999009922798927	chr6:73523247-73523446
EEF1A1	minus	negative ctl	-0.52951415261766	chr6:73523247-73523446_shuff
EEF1A1	minus	positive ctl	-0.356808043306583	chr6:73523297-73523496
EEF1A1	minus	negative ctl	-0.381675908997524	chr6:73523297-73523496_shuff
EEF1A1	minus	positive ctl	0.272200422315793	chr6:73523347-73523546
EEF1A1	minus	negative ctl	0.303944302065291	chr6:73523347-73523546_shuff
EEF1A1	minus	positive ctl	-0.261000268845439	chr6:73523397-73523596
EEF1A1	minus	negative ctl	0.592735371580933	chr6:73523397-73523596_shuff
EEF1A1	minus	positive ctl	-0.277535181024454	chr6:73523447-73523646
EEF1A1	minus	negative ctl	-0.25728819117113	chr6:73523447-73523646_shuff
EEF1A1	minus	positive ctl	-0.316211339755827	chr6:73523497-73523696
EEF1A1	minus	negative ctl	-0.0672045059829786	chr6:73523497-73523696_shuff
EEF1A1	minus	positive ctl	3.43925358390436	chr6:73523547-73523746
EEF1A1	minus	negative ctl	-0.957899938313703	chr6:73523547-73523746_shuff
EEF1A1	minus	positive ctl	0.367855521816539	chr6:73523597-73523796
EEF1A1	minus	negative ctl	0.803216465869425	chr6:73523597-73523796_shuff
EEF1A1	minus	positive ctl	0.0158218800083401	chr6:73523647-73523846
EEF1A1	minus	negative ctl	-0.166332477845606	chr6:73523647-73523846_shuff
EEF1A1	minus	positive ctl	0.191854679534185	chr6:73523697-73523896
EEF1A1	minus	negative ctl	-0.0578776647238999	chr6:73523697-73523896_shuff
EEF1A1	minus	positive ctl	0.371456274260274	chr6:73523747-73523946
EEF1A1	minus	negative ctl	-0.493101725352189	chr6:73523747-73523946_shuff
EEF1A1	minus	positive ctl	0.942775426994044	chr6:73523797-73523996
EEF1A1	minus	negative ctl	-0.169255285447503	chr6:73523797-73523996_shuff
EEF1A1	minus	positive ctl	0.825044487692652	chr6:73523847-73524046
EEF1A1	minus	negative ctl	-0.867731268134632	chr6:73523847-73524046_shuff
EEF1A1	minus	positive ctl	-0.331593396170122	chr6:73523897-73524096
EEF1A1	minus	negative ctl	-0.390780165817506	chr6:73523897-73524096_shuff
EEF1A1	minus	positive ctl	-1.60533407597684	chr6:73523947-73524146
EEF1A1	minus	negative ctl	-1.7991887418378	chr6:73523947-73524146_shuff
EEF1A1	minus	positive ctl	-1.98977002032733	chr6:73523997-73524196
EEF1A1	minus	negative ctl	-1.04950104324887	chr6:73523997-73524196_shuff
EEF1A1	minus	positive ctl	-1.35490122917763	chr6:73524047-73524246
EEF1A1	minus	negative ctl	-1.66103747324258	chr6:73524047-73524246_shuff
EEF1A1	minus	positive ctl	-0.719703378428303	chr6:73524097-73524296
EEF1A1	minus	negative ctl	-1.65938421009145	chr6:73524097-73524296_shuff
EEF1A1	minus	positive ctl	-1.16747401640902	chr6:73524147-73524346
EEF1A1	minus	negative ctl	-1.74506503280763	chr6:73524147-73524346_shuff
ACTB	minus	positive ctl	-0.290732514465788	chr7:5528695-5528894
ACTB	minus	negative ctl	-1.22690028186682	chr7:5528695-5528894_shuff
ACTB	minus	positive ctl	-1.47240066049009	chr7:5528745-5528944
ACTB	minus	negative ctl	-1.12377531443544	chr7:5528745-5528944_shuff
ACTB	minus	positive ctl	-2.39811204093134	chr7:5528795-5528994
ACTB	minus	negative ctl	-0.796702526974651	chr7:5528795-5528994_shuff
ACTB	minus	positive ctl	-1.90484792197672	chr7:5528845-5529044
ACTB	minus	negative ctl	-0.917590224159341	chr7:5528845-5529044_shuff
ACTB	minus	positive ctl	-1.1263728057221	chr7:5528895-5529094
ACTB	minus	negative ctl	-1.91681956864088	chr7:5528895-5529094_shuff
ACTB	minus	positive ctl	-0.535956742772943	chr7:5528945-5529144
ACTB	minus	negative ctl	-1.50147901007829	chr7:5528945-5529144_shuff
ACTB	minus	positive ctl	-0.210189319544212	chr7:5528995-5529194
ACTB	minus	negative ctl	-1.03058235780143	chr7:5528995-5529194_shuff
ACTB	minus	positive ctl	0.0566478942495501	chr7:5529045-5529244
ACTB	minus	negative ctl	-0.201371371526179	chr7:5529045-5529244_shuff
ACTB	minus	positive ctl	-0.621873168327654	chr7:5529095-5529294
ACTB	minus	negative ctl	0.219919446935484	chr7:5529095-5529294_shuff
ACTB	minus	positive ctl	-0.752289368307362	chr7:5529145-5529344
ACTB	minus	negative ctl	-0.702499761074372	chr7:5529145-5529344_shuff
ACTB	minus	positive ctl	-0.639749395907197	chr7:5529195-5529394
ACTB	minus	negative ctl	0.374013122924662	chr7:5529195-5529394_shuff
ACTB	minus	positive ctl	-0.386971479461012	chr7:5529245-5529444
ACTB	minus	negative ctl	-0.41145240147579	chr7:5529245-5529444_shuff
ACTB	minus	positive ctl	-0.347274581774977	chr7:5529295-5529494
ACTB	minus	negative ctl	-0.411802491541589	chr7:5529295-5529494_shuff
ACTB	minus	positive ctl	-0.584002664242799	chr7:5529345-5529544
ACTB	minus	negative ctl	-1.48318629965788	chr7:5529345-5529544_shuff
ACTB	minus	positive ctl	0.390580664125564	chr7:5529395-5529594
ACTB	minus	negative ctl	-1.05663699848088	chr7:5529395-5529594_shuff
ACTB	minus	positive ctl	-1.26086264173291	chr7:5529445-5529644
ACTB	minus	negative ctl	-0.819612673069472	chr7:5529445-5529644_shuff
ACTB	minus	positive ctl	-0.916215106213236	chr7:5529495-5529694
ACTB	minus	negative ctl	0.281240271553941	chr7:5529495-5529694_shuff
ACTB	minus	positive ctl	0.288056112597794	chr7:5529545-5529744
ACTB	minus	negative ctl	0.156228973045422	chr7:5529545-5529744_shuff
ACTB	minus	positive ctl	0.311325902920767	chr7:5529595-5529794
ACTB	minus	negative ctl	-0.809106401344544	chr7:5529595-5529794_shuff
ACTB	minus	positive ctl	2.60825555247154	chr7:5529645-5529844
ACTB	minus	negative ctl	0.0113324555078577	chr7:5529645-5529844_shuff
ACTB	minus	positive ctl	3.51622443268029	chr7:5529695-5529894
ACTB	minus	negative ctl	0.234474731249212	chr7:5529695-5529894_shuff
ACTB	minus	negative ctl	-0.616060240995788	chr7:5529745-5529944_shuff
ACTB	minus	negative ctl	-0.572749387914382	chr7:5529795-5529994_shuff
ACTB	minus	positive ctl	1.6324088655854	chr7:5529995-5530194
ACTB	minus	negative ctl	-0.21552267887362	chr7:5529995-5530194_shuff
ACTB	minus	positive ctl	1.47584403365339	chr7:5530045-5530244
ACTB	minus	negative ctl	0.189053419763557	chr7:5530045-5530244_shuff
ACTB	minus	positive ctl	1.50781788544508	chr7:5530095-5530294
ACTB	minus	negative ctl	-0.774207418931106	chr7:5530095-5530294_shuff
ACTB	minus	positive ctl	-0.658607561423141	chr7:5530195-5530394
ACTB	minus	negative ctl	-2.04982242775474	chr7:5530195-5530394_shuff
ACTB	minus	positive ctl	1.61841337993623	chr7:5530495-5530694
ACTB	minus	negative ctl	-0.0583540613758593	chr7:5530495-5530694_shuff
ACTB	minus	positive ctl	3.80855392951712	chr7:5530545-5530744
ACTB	minus	negative ctl	0.357171247084273	chr7:5530545-5530744_shuff
TMSB4X	plus	test	-0.994852089620503	chrX:12974281-12974480
TMSB4X	plus	test	-0.595928418127298	chrX:12974331-12974530
TMSB4X	plus	test	-0.449562849033884	chrX:12974381-12974580
TMSB4X	plus	test	0.123666252010645	chrX:12974431-12974630
TMSB4X	plus	test	0.737609688631973	chrX:12974481-12974680
TMSB4X	plus	test	0.96594696456763	chrX:12974531-12974730
TMSB4X	plus	test	0.571387661044635	chrX:12974581-12974780
TMSB4X	plus	test	-0.261744659978411	chrX:12974631-12974830
TMSB4X	plus	test	-1.16359599980835	chrX:12974681-12974880
TMSB4X	plus	test	-1.65608936677527	chrX:12974731-12974930
TMSB4X	plus	test	-1.37628734130384	chrX:12974781-12974980
TMSB4X	plus	test	-1.33304285969683	chrX:12974831-12975030
TMSB4X	plus	test	1.98375562400449	chrX:12974881-12975080
TMSB4X	plus	test	1.88788740464369	chrX:12974931-12975130
TMSB4X	plus	test	1.90603530487759	chrX:12974981-12975180
TMSB4X	plus	test	1.47602867566954	chrX:12975031-12975230
TMSB4X	plus	test	0.26734592052337	chrX:12975081-12975280
TMSB4X	plus	test	-0.374383727364973	chrX:12975131-12975330
TMSB4X	plus	test	-0.340434074578784	chrX:12975181-12975380
TMSB4X	plus	test	-1.31851105147598	chrX:12975231-12975430
TMSB4X	plus	test	-1.53863665972349	chrX:12975281-12975480
TMSB4X	plus	test	-1.35170175604817	chrX:12975331-12975530
TMSB4X	plus	test	-0.857784358010688	chrX:12975381-12975580
TMSB4X	plus	test	-0.371911305881687	chrX:12975431-12975630
TMSB4X	plus	test	-0.249450437828683	chrX:12975481-12975680
TMSB4X	plus	test	-0.391059082456112	chrX:12975531-12975730
TMSB4X	plus	test	0.0114161126031632	chrX:12975581-12975780
TMSB4X	plus	test	-1.26269516529987	chrX:12975631-12975830
TMSB4X	plus	test	-0.144883126555801	chrX:12975681-12975880
TMSB4X	plus	test	-0.242205602267012	chrX:12975731-12975930
TMSB4X	plus	test	-1.21781535568834	chrX:12975781-12975980
TMSB4X	plus	test	-0.473793989424362	chrX:12975831-12976030
TMSB4X	plus	test	0.0122668480506738	chrX:12975881-12976080
TMSB4X	plus	test	-0.234704995280504	chrX:12975931-12976130
TMSB4X	plus	test	-0.432574494891868	chrX:12975981-12976180
TMSB4X	plus	test	-0.229702787630298	chrX:12976031-12976230
TMSB4X	plus	test	-0.565363838973582	chrX:12976081-12976280
TMSB4X	plus	test	-0.0773617658158783	chrX:12976131-12976330
TMSB4X	plus	test	0.425208309590035	chrX:12976181-12976380
TMSB4X	plus	test	0.444328492239133	chrX:12976231-12976430
TMSB4X	plus	test	0.478355357957499	chrX:12976281-12976480
TXLNG	plus	test	-0.640894376806717	chrX:16785293-16785492
TXLNG	plus	test	-0.591820091015445	chrX:16785343-16785542
TXLNG	plus	test	-1.00452892042211	chrX:16785393-16785592
TXLNG	plus	test	-1.01982532650313	chrX:16785443-16785642
TXLNG	plus	test	-1.90358166184917	chrX:16785493-16785692
TXLNG	plus	test	-1.14224276131617	chrX:16785543-16785742
TXLNG	plus	test	-2.60029655209061	chrX:16785593-16785792
TXLNG	plus	test	-1.77995216873831	chrX:16785643-16785842
TXLNG	plus	test	-1.06629587998834	chrX:16785693-16785892
TXLNG	plus	test	-1.08789524565298	chrX:16785743-16785942
TXLNG	plus	test	-1.04127999387282	chrX:16785793-16785992
TXLNG	plus	test	-1.11397893342747	chrX:16785843-16786042
TXLNG	plus	test	-0.394378139434983	chrX:16785893-16786092
TXLNG	plus	test	-0.704618498174068	chrX:16785943-16786142
TXLNG	plus	test	-0.681332868777512	chrX:16785993-16786192
TXLNG	plus	test	-0.18174382829399	chrX:16786043-16786242
TXLNG	plus	test	1.0826292921228	chrX:16786093-16786292
TXLNG	plus	test	0.77659373279336	chrX:16786143-16786342
TXLNG	plus	test	1.74798611820127	chrX:16786193-16786392
TXLNG	plus	test	2.10263619661917	chrX:16786243-16786442
TXLNG	plus	test	1.70408165174488	chrX:16786293-16786492
TXLNG	plus	test	2.00562535392852	chrX:16786343-16786542
TXLNG	plus	test	0.435812898671666	chrX:16786393-16786592
TXLNG	plus	test	-0.532195276420707	chrX:16786443-16786642
TXLNG	plus	test	-0.248801856439631	chrX:16786493-16786692
TXLNG	plus	test	0.335801754233349	chrX:16786543-16786742
TXLNG	plus	test	-1.12433180660844	chrX:16786593-16786792
TXLNG	plus	test	-1.22684954488227	chrX:16786643-16786842
TXLNG	plus	test	-1.20485958128943	chrX:16786693-16786892
TXLNG	plus	test	-1.77139016140103	chrX:16786743-16786942
TXLNG	plus	test	-1.20723967273497	chrX:16786793-16786992
TXLNG	plus	test	-1.74953624948948	chrX:16787143-16787342
TXLNG	plus	test	-0.151704805062602	chrX:16787193-16787392
TXLNG	plus	test	-0.391007187590367	chrX:16787243-16787442
TXLNG	plus	test	-1.18849716650848	chrX:16787293-16787492
TXLNG	plus	test	-0.551843228628226	chrX:16787343-16787542
TXLNG	plus	test	-1.25723596060487	chrX:16787393-16787592
TXLNG	plus	test	0.853620179657952	chrX:16787443-16787642
TXLNG	plus	test	-0.0335913742850311	chrX:16787493-16787692
TXLNG	plus	test	-0.237891699434425	chrX:16787543-16787742
TXLNG	plus	test	-0.49888884525499	chrX:16787593-16787792
TXLNG	plus	test	-0.997002608381522	chrX:16787643-16787842
TXLNG	plus	test	-0.620489636626326	chrX:16787693-16787892
TXLNG	plus	test	-1.08397379725768	chrX:16787743-16787942
TXLNG	plus	test	-1.20055710987381	chrX:16787793-16787992
TXLNG	plus	test	-0.173924878586217	chrX:16787843-16788042
TXLNG	plus	test	-0.147440698137632	chrX:16787893-16788092
EIF1AX	minus	test	-0.665478000831709	chrX:20138961-20139160
EIF1AX	minus	test	-1.04222822659924	chrX:20139011-20139210
EIF1AX	minus	test	-1.02174911676045	chrX:20139061-20139260
EIF1AX	minus	test	-1.41709181082719	chrX:20139111-20139310
EIF1AX	minus	test	-1.21441928060238	chrX:20139161-20139360
EIF1AX	minus	test	-1.20807259369921	chrX:20139211-20139410
EIF1AX	minus	test	-1.28426291813357	chrX:20139261-20139460
EIF1AX	minus	test	-0.242951206287359	chrX:20139311-20139510
EIF1AX	minus	test	-0.545944675235875	chrX:20139361-20139560
EIF1AX	minus	test	-0.641286494417854	chrX:20139411-20139610
EIF1AX	minus	test	-1.06977946085292	chrX:20139461-20139660
EIF1AX	minus	test	-1.47624475028814	chrX:20139511-20139710
EIF1AX	minus	test	-0.979806912926832	chrX:20139561-20139760
EIF1AX	minus	test	-0.870268095041843	chrX:20139611-20139810
EIF1AX	minus	test	-0.431020890005685	chrX:20139661-20139860
EIF1AX	minus	test	-0.513682974034634	chrX:20139711-20139910
EIF1AX	minus	test	0.144323502276777	chrX:20139761-20139960
EIF1AX	minus	test	-2.59571225631215	chrX:20139811-20140010
EIF1AX	minus	test	-2.08908743421798	chrX:20139861-20140060
EIF1AX	minus	test	-1.63800626036413	chrX:20139911-20140110
EIF1AX	minus	test	-0.511723731594737	chrX:20139961-20140160
EIF1AX	minus	test	0.333723573531748	chrX:20140011-20140210
EIF1AX	minus	test	0.394397572865326	chrX:20140061-20140260
EIF1AX	minus	test	-0.445671352766001	chrX:20140111-20140310
EIF1AX	minus	test	0.154510627745231	chrX:20140161-20140360
EIF1AX	minus	test	0.489823166048572	chrX:20140211-20140410
EIF1AX	minus	test	-0.926888201113043	chrX:20140261-20140460
EIF1AX	minus	test	0.027914489361175	chrX:20140311-20140510
EIF1AX	minus	test	1.20107030581307	chrX:20140361-20140560
EIF1AX	minus	test	-1.10318971503875	chrX:20140411-20140610
EIF1AX	minus	test	-1.20922241889083	chrX:20140461-20140660
EIF1AX	minus	test	-1.05846495104032	chrX:20140511-20140710
EIF1AX	minus	test	-0.236481425994785	chrX:20140561-20140760
EIF1AX	minus	test	0.0923513450314534	chrX:20140611-20140810
EIF1AX	minus	test	-0.460439366567944	chrX:20140661-20140860
EIF1AX	minus	test	-0.354112861526048	chrX:20140711-20140910
EIF1AX	minus	test	-0.745700664556663	chrX:20140761-20140960
EIF1AX	minus	test	-1.41803521544068	chrX:20140811-20141010
EIF1AX	minus	test	0.333208297180264	chrX:20140861-20141060
EIF1AX	minus	test	-0.172069768017074	chrX:20140911-20141110
EIF1AX	minus	test	-0.0549398953836374	chrX:20140961-20141160
EIF1AX	minus	test	-0.294129175756932	chrX:20141011-20141210
EIF1AX	minus	test	-0.545511496993796	chrX:20141061-20141260
EIF1AX	minus	test	-1.20852932325672	chrX:20141111-20141310
EIF1AX	minus	test	-1.08220368679476	chrX:20141161-20141360
EIF1AX	minus	test	-1.38408978415922	chrX:20141211-20141410
EIF1AX	minus	test	-0.65521836182417	chrX:20141261-20141460
EIF1AX	minus	test	0.176313743312205	chrX:20141311-20141510
EIF1AX	minus	test	0.106413451174955	chrX:20141361-20141560
EIF1AX	minus	test	0.543837843176123	chrX:20141411-20141610
EIF1AX	minus	test	-0.0214741148791574	chrX:20141461-20141660
EIF1AX	minus	test	-0.53425326245126	chrX:20141511-20141710
EIF1AX	minus	test	-0.063974958255823	chrX:20141561-20141760
EIF1AX	minus	test	-0.281196434093609	chrX:20141611-20141810
EIF1AX	minus	test	0.2586391444747	chrX:20141661-20141860
EIF1AX	minus	test	1.69487839137751	chrX:20141711-20141910
EIF1AX	minus	test	1.88903426672881	chrX:20141761-20141960
EIF1AX	minus	test	1.95181213118056	chrX:20141811-20142010
EIF1AX	minus	test	2.01223386123173	chrX:20141861-20142060
EIF1AX	minus	test	1.84103195584988	chrX:20141911-20142110
EIF1AX	minus	test	1.73065899943832	chrX:20141961-20142160
EIF1AX	minus	test	1.93134290129671	chrX:20142011-20142210
EIF1AX	minus	test	-0.0740929558182262	chrX:20142061-20142260
EIF1AX	minus	test	-0.878439237896805	chrX:20142111-20142310
EIF1AX	minus	test	-0.338959549483272	chrX:20142161-20142360
EIF1AX	minus	test	-0.391000108685304	chrX:20142211-20142410
EIF1AX	minus	test	-0.411755996587052	chrX:20142261-20142460
EIF1AX	minus	test	-0.504598745343903	chrX:20142311-20142510
EIF1AX	minus	test	-0.0438068108706147	chrX:20142361-20142560
EIF1AX	minus	test	-0.111656597169235	chrX:20142411-20142610
EIF1AX	minus	test	-0.636557948828991	chrX:20142461-20142660
EIF1AX	minus	test	-1.00193965317528	chrX:20142511-20142710
EIF1AX	minus	test	-0.393837306782595	chrX:20142561-20142760
EIF1AX	minus	test	-0.487937973345202	chrX:20142611-20142810
EIF1AX	minus	test	-0.436054866258375	chrX:20142661-20142860
EIF1AX	minus	test	-0.328276566653501	chrX:20142711-20142910
EIF1AX	minus	test	-0.704126166934431	chrX:20142761-20142960
EIF1AX	minus	test	-1.37049846699802	chrX:20142811-20143010
EIF1AX	minus	test	-2.15289353770311	chrX:20142861-20143060
ZFX	plus	test	-0.266859007562187	chrX:24146000-24146199
ZFX	plus	test	-2.0529909165853	chrX:24146050-24146249
ZFX	plus	test	-0.834088855878285	chrX:24146100-24146299
ZFX	plus	test	-1.43764359376046	chrX:24146150-24146349
ZFX	plus	test	0.0127883943700393	chrX:24146200-24146399
ZFX	plus	test	-0.438344466825312	chrX:24146250-24146449
ZFX	plus	test	-0.244203304847742	chrX:24146300-24146499
ZFX	plus	test	-0.192334072222495	chrX:24146350-24146549
ZFX	plus	test	-0.566749643782381	chrX:24146400-24146599
ZFX	plus	test	-1.09538576311634	chrX:24146450-24146649
ZFX	plus	test	-0.212958719377284	chrX:24146500-24146699
ZFX	plus	test	0.542117312887019	chrX:24146550-24146749
ZFX	plus	test	0.55760256122973	chrX:24146600-24146799
ZFX	plus	test	-0.554622944752778	chrX:24146650-24146849
ZFX	plus	test	-0.5720010167637	chrX:24146700-24146899
ZFX	plus	test	-1.56152299962193	chrX:24146750-24146949
ZFX	plus	test	-1.32052862810024	chrX:24146800-24146999
ZFX	plus	test	-1.35372095255745	chrX:24146850-24147049
ZFX	plus	test	0.0391103757330993	chrX:24146900-24147099
ZFX	plus	test	-1.39964226758711	chrX:24146950-24147149
ZFX	plus	test	-1.46545253128956	chrX:24147000-24147199
ZFX	plus	test	-1.32959796702644	chrX:24147050-24147249
ZFX	plus	test	-1.1346556732121	chrX:24147100-24147299
ZFX	plus	test	-2.42517099172443	chrX:24147150-24147349
ZFX	plus	test	0.0381598980025201	chrX:24147200-24147399
ZFX	plus	test	-1.3501035165439	chrX:24147250-24147449
ZFX	plus	test	-0.894074846937928	chrX:24147300-24147499
ZFX	plus	test	-0.29865655179448	chrX:24147350-24147549
ZFX	plus	test	0.116999525852408	chrX:24147400-24147599
ZFX	plus	test	0.338334626178252	chrX:24147450-24147649
ZFX	plus	test	-0.154818864880537	chrX:24147500-24147699
ZFX	plus	test	-1.33690130062134	chrX:24147550-24147749
ZFX	plus	test	-0.218970999168362	chrX:24147600-24147799
ZFX	plus	test	-0.408637931068783	chrX:24147650-24147849
ZFX	plus	test	-0.472288007154868	chrX:24147700-24147899
ZFX	plus	test	-0.942084774133327	chrX:24147750-24147949
