coords	log2	sd	lower_val	upper_val	gene	orientation	type
chr6:73523847-73523897	0.518572580092771	0.188249764746349	0.330322815346422	0.70682234483912	EEF1A1	minus	positive ctl
chr6:73523897-73523947	0.338595371661862	0.545193139792953	-0.206597768131091	0.883788511454814	EEF1A1	minus	positive ctl
chr6:73523947-73523997	-0.261056374883171	1.17910497601552	-1.44016135089869	0.918048601132345	EEF1A1	minus	positive ctl
chr6:73523997-73524047	-0.930136629744278	1.24517604684717	-2.17531267659145	0.315039417102892	EEF1A1	minus	positive ctl
chr6:73524047-73524097	-1.54648850861591	0.718164587142586	-2.26465309575849	-0.82832392147332	EEF1A1	minus	positive ctl
chr6:73524097-73524147	-1.75075814239677	0.316248143298539	-2.06700628569531	-1.43450999909823	EEF1A1	minus	positive ctl
chr6:73524147-73524197	-1.50633527024967	0.527399864624149	-2.03373513487381	-0.978935405625517	EEF1A1	minus	positive ctl
chr6:73524197-73524247	-1.33393691115651	0.488772708424146	-1.82270961958065	-0.845164202732362	EEF1A1	minus	positive ctl
chr6:73524247-73524297	-1.0801635269691	0.302310995282932	-1.38247452225203	-0.777852531686163	EEF1A1	minus	positive ctl
chr6:73524297-73524347	-0.86639737217728	0	-0.86639737217728	-0.86639737217728	EEF1A1	minus	positive ctl
chr7:5528695-5528745	-0.580723650741325	0	-0.580723650741325	-0.580723650741325	ACTB	minus	positive ctl
chr7:5528745-5528795	-1.1272751657082	0.772940565001716	-1.90021573070992	-0.354334600706484	ACTB	minus	positive ctl
chr7:5528795-5528845	-1.60916141320564	0.99767811697665	-2.60683953018229	-0.611483296228988	ACTB	minus	positive ctl
chr7:5528845-5528895	-1.49607063089985	0.845418545396021	-2.34148917629587	-0.650652085503828	ACTB	minus	positive ctl
chr7:5528895-5528945	-1.56951774959267	0.746345432815876	-2.31586318240855	-0.823172316776795	ACTB	minus	positive ctl
chr7:5528945-5528995	-1.25631568183076	0.928598003273576	-2.18491368510434	-0.327717678557188	ACTB	minus	positive ctl
chr7:5528995-5529045	-0.611016511635746	0.512156809380116	-1.12317332101586	-0.0988597022556305	ACTB	minus	positive ctl
chr7:5529045-5529095	-0.275594553470046	0.473452196082599	-0.749046749552645	0.197857642612553	ACTB	minus	positive ctl
chr7:5529095-5529145	-0.248181735459543	0.428230603676753	-0.676412339136296	0.18004886821721	ACTB	minus	positive ctl
chr7:5529145-5529195	-0.437472347665258	0.643388544899938	-1.0808608925652	0.205916197234679	ACTB	minus	positive ctl
chr7:5529195-5529245	-0.600546934975771	0.571390626796738	-1.17193756177251	-0.0291563081790324	ACTB	minus	positive ctl
chr7:5529245-5529295	-0.722851276749214	0.360769377980765	-1.08362065472998	-0.36208189876845	ACTB	minus	positive ctl
chr7:5529295-5529345	-0.590563717138484	0.43050546195568	-1.02106917909416	-0.160058255182804	ACTB	minus	positive ctl
chr7:5529345-5529395	-0.329588785017945	0.22096235888428	-0.550551143902225	-0.108626426133666	ACTB	minus	positive ctl
chr7:5529395-5529445	-0.228831932373922	0.0703208361415531	-0.299152768515475	-0.158511096232369	ACTB	minus	positive ctl
chr7:5529445-5529495	-0.385033082799161	0.366042350341662	-0.751075433140824	-0.0189907324574989	ACTB	minus	positive ctl
chr7:5529495-5529545	-0.554843704226691	0.426277078969085	-0.981120783195776	-0.128566625257606	ACTB	minus	positive ctl
chr7:5529545-5529595	-0.42415831590001	0.629754332918681	-1.05391264881869	0.205596017018671	ACTB	minus	positive ctl
chr7:5529595-5529645	-0.330052500658488	0.691357689939476	-1.02141019059796	0.361305189280988	ACTB	minus	positive ctl
chr7:5529645-5529695	0.350273465177461	1.11467340587106	-0.764399940693595	1.46494687104852	ACTB	minus	positive ctl
chr7:5529695-5529745	1.43505043543565	1.51310653742439	-0.0780561019887325	2.94815697286004	ACTB	minus	positive ctl
chr7:5529745-5529795	1.78391377280135	1.64438539322357	0.139528379577776	3.42829916602492	ACTB	minus	positive ctl
chr7:5529795-5529845	2.60816311176218	1.15398648442254	1.45417662733964	3.76214959618472	ACTB	minus	positive ctl
chr7:5529845-5529895	3.42415478029498	0	3.42415478029498	3.42415478029498	ACTB	minus	positive ctl
chr7:5529995-5530045	2.13482200665757	0	2.13482200665757	2.13482200665757	ACTB	minus	positive ctl
chr7:5530045-5530095	1.82077778032575	0.444125604063436	1.37665217626231	2.26490338438918	ACTB	minus	positive ctl
chr7:5530095-5530145	1.73329792924069	0.348686032312663	1.38461189692802	2.08198396155335	ACTB	minus	positive ctl
chr7:5530145-5530195	1.73329792924069	0.348686032312663	1.38461189692802	2.08198396155335	ACTB	minus	positive ctl
chr7:5530195-5530245	0.246404584857308	2.22779419311618	-1.98138960825888	2.47419877797349	ACTB	minus	positive ctl
chr7:5530245-5530295	-0.383759899710997	2.74654151035388	-3.13030141006487	2.36278161064288	ACTB	minus	positive ctl
chr7:5530295-5530345	-2.32585802649257	0	-2.32585802649257	-2.32585802649257	ACTB	minus	positive ctl
chr7:5530345-5530395	-2.32585802649257	0	-2.32585802649257	-2.32585802649257	ACTB	minus	positive ctl
chr7:5530545-5530595	3.76054667020493	0	3.76054667020493	3.76054667020493	ACTB	minus	positive ctl
chr7:5530595-5530645	3.76054667020493	0	3.76054667020493	3.76054667020493	ACTB	minus	positive ctl
chr7:5530645-5530695	3.76054667020493	0	3.76054667020493	3.76054667020493	ACTB	minus	positive ctl
chr7:5530695-5530745	3.76054667020493	0	3.76054667020493	3.76054667020493	ACTB	minus	positive ctl
chrX:12974281-12974331	-1.41975909575812	0	-1.41975909575812	-1.41975909575812	TMSB4X	plus	test
chrX:12974331-12974381	-0.926776349389637	0.697182885930247	-1.62395923531988	-0.22959346345939	TMSB4X	plus	test
chrX:12974381-12974431	-0.732163625296104	0.59720542977633	-1.32936905507243	-0.134958195519774	TMSB4X	plus	test
chrX:12974431-12974481	-0.430651491827052	0.775504878612931	-1.20615637043998	0.344853386785879	TMSB4X	plus	test
chrX:12974481-12974531	0.127092971443081	0.612050043866704	-0.484957072423623	0.739143015309785	TMSB4X	plus	test
chrX:12974531-12974581	0.387181379486829	0.506137912237488	-0.11895653275066	0.893319291724317	TMSB4X	plus	test
chrX:12974581-12974631	0.540655775389995	0.227113905270289	0.313541870119706	0.767769680660284	TMSB4X	plus	test
chrX:12974631-12974681	0.341271758709267	0.49608277540774	-0.154811016698472	0.837354534117007	TMSB4X	plus	test
chrX:12974681-12974731	-0.336250825912204	1.11048622250958	-1.44673704842179	0.774235396597378	TMSB4X	plus	test
chrX:12974731-12974781	-0.856028444624222	1.00351853943703	-1.85954698406125	0.147490094812807	TMSB4X	plus	test
chrX:12974781-12974831	-1.24878892259618	0.666130016598886	-1.91491893919507	-0.582658905997298	TMSB4X	plus	test
chrX:12974831-12974881	-1.48760272041489	0.287568341505273	-1.77517106192016	-1.20003437890962	TMSB4X	plus	test
chrX:12974881-12974931	-0.590108233511274	1.52328051915605	-2.11338875266733	0.933172285644781	TMSB4X	plus	test
chrX:12974931-12974981	0.194454307423305	1.71356960310226	-1.51911529567896	1.90802391052557	TMSB4X	plus	test
chrX:12974981-12975031	0.86971851142396	1.43841181012053	-0.568693298696565	2.30813032154449	TMSB4X	plus	test
chrX:12975031-12975081	1.43063953943997	0.337146593446067	1.09349294599391	1.76778613288604	TMSB4X	plus	test
chrX:12975081-12975131	0.964388684641263	0.812021909741039	0.152366774900224	1.7764105943823	TMSB4X	plus	test
chrX:12975131-12975181	0.505028020294489	0.802713682319053	-0.297685662024564	1.30774170261354	TMSB4X	plus	test
chrX:12975181-12975231	0.081573636617716	0.59151558857867	-0.509941951960954	0.673089225196386	TMSB4X	plus	test
chrX:12975231-12975281	-0.538704349216216	0.654205069819009	-1.19290941903523	0.115500720602792	TMSB4X	plus	test
chrX:12975281-12975331	-0.810829417947055	0.67783768251291	-1.48866710045996	-0.132991735434144	TMSB4X	plus	test
chrX:12975331-12975381	-1.08871714571262	0.542923115286179	-1.6316402609988	-0.545794030426444	TMSB4X	plus	test
chrX:12975381-12975431	-1.13702732854716	0.448966403786552	-1.58599373233371	-0.688060924760607	TMSB4X	plus	test
chrX:12975431-12975481	-0.930293863674468	0.404249857893155	-1.33454372156762	-0.526044005781313	TMSB4X	plus	test
chrX:12975481-12975531	-0.68458565247353	0.432789309352085	-1.11737496182561	-0.251796343121445	TMSB4X	plus	test
chrX:12975531-12975581	-0.485541156556895	0.167319777130476	-0.652860933687371	-0.318221379426419	TMSB4X	plus	test
chrX:12975581-12975631	-0.452919260467279	0.179458745197975	-0.632378005665253	-0.273460515269304	TMSB4X	plus	test
chrX:12975631-12975681	-0.592303850949905	0.444764963738378	-1.03706881468828	-0.147538887211527	TMSB4X	plus	test
chrX:12975681-12975731	-0.569138224972135	0.468275488527792	-1.03741371349993	-0.100862736444343	TMSB4X	plus	test
chrX:12975731-12975781	-0.569981559936715	0.468081529740839	-1.03806308967755	-0.101900030195876	TMSB4X	plus	test
chrX:12975781-12975831	-0.833923417860072	0.588954669260911	-1.42287808712098	-0.244968748599161	TMSB4X	plus	test
chrX:12975831-12975881	-0.522559899946337	0.625882471186167	-1.1484423711325	0.10332257123983	TMSB4X	plus	test
chrX:12975881-12975931	-0.48388378969411	0.657518629226677	-1.14140241892079	0.173634839532568	TMSB4X	plus	test
chrX:12975931-12975981	-0.402931002777193	0.676105187230367	-1.07903619000756	0.273174184453174	TMSB4X	plus	test
chrX:12975981-12976031	-0.178969721831715	0.235555601289381	-0.414525323121096	0.0565858794576655	TMSB4X	plus	test
chrX:12976031-12976081	-0.217820153536233	0.207692570202369	-0.425512723738601	-0.0101275833338643	TMSB4X	plus	test
chrX:12976081-12976131	-0.326365251660344	0.191141893964056	-0.5175071456244	-0.135223357696288	TMSB4X	plus	test
chrX:12976131-12976181	-0.218475206054298	0.359220490426391	-0.577695696480689	0.140745284372094	TMSB4X	plus	test
chrX:12976181-12976231	-0.139180546119267	0.302290208235198	-0.441470754354465	0.163109662115931	TMSB4X	plus	test
chrX:12976231-12976281	-0.0231778508479756	0.373803092904683	-0.396980943752658	0.350625242056707	TMSB4X	plus	test
chrX:12976281-12976331	0.610638978693614	0.99876760448746	-0.388128625793846	1.60940658318107	TMSB4X	plus	test
chrX:12976331-12976381	0.725891263759894	1.19021281978579	-0.464321556025894	1.91610408354568	TMSB4X	plus	test
chrX:12976381-12976431	1.18800691525972	1.2457559394192	-0.0577490241594758	2.43376285467892	TMSB4X	plus	test
chrX:12976431-12976481	2.06888938772645	0	2.06888938772645	2.06888938772645	TMSB4X	plus	test
chrX:16785293-16785343	-0.806165782222155	0	-0.806165782222155	-0.806165782222155	TXLNG	plus	test
chrX:16785343-16785393	-0.773906220500245	0.0456219097033365	-0.819528130203582	-0.728284310796909	TXLNG	plus	test
chrX:16785393-16785443	-0.688540678123733	0.151335741971942	-0.839876420095675	-0.537204936151791	TXLNG	plus	test
chrX:16785443-16785493	-0.883633628222103	0.409283977914853	-1.29291760613696	-0.47434965030725	TXLNG	plus	test
chrX:16785493-16785543	-1.1786331814691	0.67429299295302	-1.85292617442212	-0.504340188516082	TXLNG	plus	test
chrX:16785543-16785593	-1.30561486444893	0.609259392502921	-1.91487425695185	-0.69635547194601	TXLNG	plus	test
chrX:16785593-16785643	-1.60891255088405	0.319347633249673	-1.92826018413372	-1.28956491763438	TXLNG	plus	test
chrX:16785643-16785693	-1.71719320895833	0.32932797422016	-2.04652118317849	-1.38786523473817	TXLNG	plus	test
chrX:16785693-16785743	-1.33526009010732	0.646533015638352	-1.98179310574567	-0.688727074468966	TXLNG	plus	test
chrX:16785743-16785793	-1.17705777487039	0.744490242904526	-1.92154801777491	-0.432567531965862	TXLNG	plus	test
chrX:16785793-16785843	-0.939511466248979	0.655041998558507	-1.59455346480749	-0.284469467690471	TXLNG	plus	test
chrX:16785843-16785893	-0.799786434113552	0.385403640159906	-1.18519007427346	-0.414382793953646	TXLNG	plus	test
chrX:16785893-16785943	-0.923492321948872	0.311675448630033	-1.23516777057891	-0.611816873318839	TXLNG	plus	test
chrX:16785943-16785993	-0.803649935868613	0.502607677784158	-1.30625761365277	-0.301042258084455	TXLNG	plus	test
chrX:16785993-16786043	-0.735849528915638	0.524528951316156	-1.26037848023179	-0.211320577599482	TXLNG	plus	test
chrX:16786043-16786093	-0.415446784545127	0.408525592235218	-0.823972376780345	-0.00692119230990934	TXLNG	plus	test
chrX:16786093-16786143	0.0689161151845847	0.640836290215012	-0.571920175030427	0.709752405399597	TXLNG	plus	test
chrX:16786143-16786193	0.302106863135555	0.707029131657726	-0.404922268522171	1.00913599479328	TXLNG	plus	test
chrX:16786193-16786243	0.844635298345988	0.709146173998849	0.135489124347138	1.55378147234484	TXLNG	plus	test
chrX:16786243-16786293	1.33482138468896	0.528696579637192	0.806124805051767	1.86351796432615	TXLNG	plus	test
chrX:16786293-16786343	1.50187210468845	0.484717944859377	1.01715415982908	1.98659004954783	TXLNG	plus	test
chrX:16786343-16786393	1.6773209754365	0.165931637308796	1.5113893381277	1.84325261274529	TXLNG	plus	test
chrX:16786393-16786443	1.38221826079119	0.623788952521448	0.758429308269743	2.00600721331264	TXLNG	plus	test
chrX:16786443-16786493	0.725732372325737	1.0990580930049	-0.373325720679163	1.82479046533064	TXLNG	plus	test
chrX:16786493-16786543	0.287396046856354	0.94514836579779	-0.657752318941436	1.23254441265414	TXLNG	plus	test
chrX:16786543-16786593	-0.0843274549473134	0.496811007435823	-0.581138462383136	0.41248355248851	TXLNG	plus	test
chrX:16786593-16786643	-0.268915351836367	0.324478895889103	-0.59339424772547	0.0555635440527358	TXLNG	plus	test
chrX:16786643-16786693	-0.527288798280942	0.829301890212473	-1.35659068849341	0.302013091931531	TXLNG	plus	test
chrX:16786693-16786743	-0.721961709728918	0.78613316711301	-1.50809487684193	0.0641714573840924	TXLNG	plus	test
chrX:16786743-16786793	-1.13580805198271	0.703560156491062	-1.83936820847378	-0.432247895491652	TXLNG	plus	test
chrX:16786793-16786843	-1.36983854882074	0.407943621681267	-1.77778217050201	-0.961894927139475	TXLNG	plus	test
chrX:16786843-16786893	-1.23971239874139	0.384746810381577	-1.62445920912297	-0.854965588359813	TXLNG	plus	test
chrX:16786893-16786943	-1.41974982816209	0.318715171027541	-1.73846499918963	-1.10103465713455	TXLNG	plus	test
chrX:16786943-16786993	-1.19438416946148	0	-1.19438416946148	-1.19438416946148	TXLNG	plus	test
chrX:16787143-16787193	-1.41155008906045	0	-1.41155008906045	-1.41155008906045	TXLNG	plus	test
chrX:16787193-16787243	-0.54253192314013	1.22897727619311	-1.77150919933324	0.686445353052984	TXLNG	plus	test
chrX:16787243-16787293	-0.660660393580361	0.892779692469071	-1.55344008604943	0.23211929888871	TXLNG	plus	test
chrX:16787293-16787343	-0.868807273482078	0.839446770582502	-1.70825404406458	-0.029360502899576	TXLNG	plus	test
chrX:16787343-16787393	-0.632987207353604	0.765381976903615	-1.39836918425722	0.13239476955001	TXLNG	plus	test
chrX:16787393-16787443	-0.998749412579509	0.430232340778056	-1.42898175335757	-0.568517071801453	TXLNG	plus	test
chrX:16787443-16787493	-0.55728290190672	1.041418164382	-1.59870106628872	0.484135262475278	TXLNG	plus	test
chrX:16787493-16787543	-0.23587664344175	0.834002213514526	-1.06987885695628	0.598125570072776	TXLNG	plus	test
chrX:16787543-16787593	-0.0483315747404445	0.848544508564201	-0.896876083304646	0.800212933823757	TXLNG	plus	test
chrX:16787593-16787643	0.125523020462092	0.58001054808795	-0.454487527625858	0.705533568550043	TXLNG	plus	test
chrX:16787643-16787693	-0.261449343970108	0.410173324457007	-0.671622668427115	0.148723980486899	TXLNG	plus	test
chrX:16787693-16787743	-0.481198922098512	0.574333889580082	-1.05553281167859	0.0931349674815705	TXLNG	plus	test
chrX:16787743-16787793	-0.82635489958948	0.32250888615449	-1.14886378574397	-0.50384601343499	TXLNG	plus	test
chrX:16787793-16787843	-0.971729348304801	0.198025554879561	-1.16975490318436	-0.77370379342524	TXLNG	plus	test
chrX:16787843-16787893	-0.934348858559837	0.272008960048461	-1.2063578186083	-0.662339898511375	TXLNG	plus	test
chrX:16787893-16787943	-0.732024094977028	0.394428967789958	-1.12645306276699	-0.33759512718707	TXLNG	plus	test
chrX:16787943-16787993	-0.609794306734301	0.379104984330998	-0.988899291065299	-0.230689322403303	TXLNG	plus	test
chrX:16787993-16788043	-0.40337046401417	0.178259252857011	-0.581629716871181	-0.225111211157158	TXLNG	plus	test
chrX:16788043-16788093	-0.277322137509729	0	-0.277322137509729	-0.277322137509729	TXLNG	plus	test
chrX:20138961-20139011	-0.577684198009767	0	-0.577684198009767	-0.577684198009767	EIF1AX	minus	test
chrX:20139011-20139061	-0.942145671493025	0.515426358762506	-1.45757203025553	-0.426719312730519	EIF1AX	minus	test
chrX:20139061-20139111	-1.04785412960083	0.407866399695019	-1.45572052929585	-0.639987729905812	EIF1AX	minus	test
chrX:20139111-20139161	-1.15645619881784	0.397593977678632	-1.55405017649647	-0.75886222113921	EIF1AX	minus	test
chrX:20139161-20139211	-1.35753325172852	0.0973045766450884	-1.45483782837361	-1.26022867508343	EIF1AX	minus	test
chrX:20139211-20139261	-1.18626190077607	0.387379449898417	-1.57364135067449	-0.798882450877654	EIF1AX	minus	test
chrX:20139261-20139311	-1.29396221563906	0.4662923516921	-1.76025456733116	-0.82766986394696	EIF1AX	minus	test
chrX:20139311-20139361	-1.06096414527407	0.563546576709717	-1.62451072198378	-0.497417568564348	EIF1AX	minus	test
chrX:20139361-20139411	-0.816867151744963	0.589026899776794	-1.40589405152176	-0.227840251968169	EIF1AX	minus	test
chrX:20139411-20139461	-0.825218285936991	0.585560733368509	-1.4107790193055	-0.239657552568482	EIF1AX	minus	test
chrX:20139461-20139511	-0.667940125772607	0.281247199450231	-0.949187325222837	-0.386692926322376	EIF1AX	minus	test
chrX:20139511-20139561	-0.880179597770688	0.438958362728272	-1.31913796049896	-0.441221235042416	EIF1AX	minus	test
chrX:20139561-20139611	-1.03553044536235	0.304332457028957	-1.33986290239131	-0.731197988333392	EIF1AX	minus	test
chrX:20139611-20139661	-1.0563039804843	0.270666620294188	-1.32697060077849	-0.78563736019011	EIF1AX	minus	test
chrX:20139661-20139711	-0.841960407879605	0.504353029692134	-1.34631343757174	-0.337607378187471	EIF1AX	minus	test
chrX:20139711-20139761	-0.814946032553258	0.4659897579112	-1.28093579046446	-0.348956274642058	EIF1AX	minus	test
chrX:20139761-20139811	-0.525740245654192	0.623025742381605	-1.1487659880358	0.0972854967274127	EIF1AX	minus	test
chrX:20139811-20139861	-0.890976962215211	1.06231157432658	-1.95328853654179	0.171334612111369	EIF1AX	minus	test
chrX:20139861-20139911	-1.40719182974512	1.1172163407224	-2.52440817046752	-0.289975489022717	EIF1AX	minus	test
chrX:20139911-20139961	-1.49178134601693	1.11831244795012	-2.61009379396705	-0.373468898066811	EIF1AX	minus	test
chrX:20139961-20140011	-1.63276008010008	0.848819390295844	-2.48157947039592	-0.783940689804237	EIF1AX	minus	test
chrX:20140011-20140061	-0.895441389972363	1.33483432760678	-2.23027571757914	0.439392937634416	EIF1AX	minus	test
chrX:20140061-20140111	-0.161871366607813	1.11733229733244	-1.27920366394025	0.955460930724625	EIF1AX	minus	test
chrX:20140111-20140161	0.0355301172203227	0.794808331083632	-0.759278213863309	0.830338448303955	EIF1AX	minus	test
chrX:20140161-20140211	0.156161818955196	0.73406790537964	-0.577906086424443	0.890229724334836	EIF1AX	minus	test
chrX:20140211-20140261	0.0478378716300109	0.643556363025503	-0.595718491395492	0.691394234655514	EIF1AX	minus	test
chrX:20140261-20140311	-0.40498440697448	0.698647914167001	-1.10363232114148	0.293663507192521	EIF1AX	minus	test
chrX:20140311-20140361	-0.236009421759688	0.637444851863857	-0.873454273623545	0.401435430104169	EIF1AX	minus	test
chrX:20140361-20140411	-0.484073012530336	0.681412116038529	-1.16548512856887	0.197339103508194	EIF1AX	minus	test
chrX:20140411-20140461	-0.833123351096722	0.45389058829744	-1.28701393939416	-0.379232762799282	EIF1AX	minus	test
