Gene	Sample	Skewed_XCI	Skewing_coeff	Num_snps	AR_raw	AR_adj
IL13RA1	7194D_XXY	FALSE	0.68	3	0.417672615	0
RBM41	7194D_XXY	FALSE	0.68	1	0.4	0
TCEAL4	7194D_XXY	FALSE	0.68	1	0.478005865	0.009570443
TRMT2B	7194D_XXY	FALSE	0.68	1	0.3	0
TSPAN6	7194D_XXY	FALSE	0.68	1	0.352112676	0
APOOL	7194D_XXY	FALSE	0.68	4	0.658333333	0.272017045
SH3BGRL	7194D_XXY	FALSE	0.68	1	0.474418605	0.004931314
ATRX	7194D_XXY	FALSE	0.68	1	0.708333333	0.356617647
CHIC1	7194D_XXY	FALSE	0.68	1	0.4	0
HDAC8	7194D_XXY	FALSE	0.68	1	0.208333333	0
ZXDB	7194D_XXY	FALSE	0.68	1	0.444444444	0
FGD1	7194D_XXY	FALSE	0.68	1	0.645833333	0.251760563
IQSEC2	7194D_XXY	FALSE	0.68	1	0.75	0.431818182
TBC1D25	7194D_XXY	FALSE	0.68	2	0.704678363	0.350231601
ARAF	7194D_XXY	FALSE	0.68	1	0.4	0
KDM6A	7194D_XXY	FALSE	0.68	1	1	1
FUNDC1	7194D_XXY	FALSE	0.68	1	0.5	0.038461538
DYNLT3	7194D_XXY	FALSE	0.68	1	0.432692308	0
GK	7194D_XXY	FALSE	0.68	1	0.375	0
APOO	7194D_XXY	FALSE	0.68	1	0.642857143	0.246987952
SMS	7194D_XXY	FALSE	0.68	1	0.32	0
MOSPD2	7194D_XXY	FALSE	0.68	1	0.424242424	0
TCEANC	7194D_XXY	FALSE	0.68	1	0.3	0
TMSB4X	7194D_XXY	FALSE	0.68	4	0.426791393	0
PRPS2	7194D_XXY	FALSE	0.68	1	0.5625	0.125
WWC3	7194D_XXY	FALSE	0.68	4	0.646491228	0.252818155
TBL1X	7194D_XXY	FALSE	0.68	3	0.509348291	0.050979501
PUDP	7194D_XXY	FALSE	0.68	6	0.858896319	0.651727572
FAM50A	7194D_XXY	FALSE	0.68	1	0.657142857	0.270072993
GDI1	7194D_XXY	FALSE	0.68	1	0.526315789	0.074074074
XIST	7194D_XXY	FALSE	0.68	2	0.416666667	0
NHSL2	7194D_XXY	FALSE	0.68	2	0.619047619	0.209486166
LAMP2	7196D_XXY	TRUE	0.85	4	0.154813441	0
ARSD	7196D_XXY	TRUE	0.85	1	0.421052632	0.264214047
SLC25A43	7196D_XXY	TRUE	0.85	5	0.157337271	0
MXRA5	7196D_XXY	TRUE	0.85	12	0.128226152	0
ABCD1	7196D_XXY	TRUE	0.85	3	0.392237983	0.231813145
FMR1	7196D_XXY	TRUE	0.85	1	0.191011236	0.01504788
HUWE1	7196D_XXY	TRUE	0.85	2	0.135062612	0
TIMP1	7196D_XXY	TRUE	0.85	4	0.346338119	0.180925419
PIN4	7196D_XXY	TRUE	0.85	1	0.12195122	0
SCML2	7196D_XXY	TRUE	0.85	1	0.375	0.212598425
MORC4	7196D_XXY	TRUE	0.85	1	0.181818182	0.005524862
PRKX	7196D_XXY	TRUE	0.85	1	0.318181818	0.150141643
MAMLD1	7196D_XXY	TRUE	0.85	2	0.187211982	0.011108386
TMEM47	7196D_XXY	TRUE	0.85	2	0.156433608	0
SNX12	7196D_XXY	TRUE	0.85	1	0.151202749	0
TBC1D8B	7196D_XXY	TRUE	0.85	1	0.375	0.212598425
AIFM1	7196D_XXY	TRUE	0.85	1	0.086206897	0
MECP2	7196D_XXY	TRUE	0.85	1	0.333333333	0.166666667
ZFX	7196D_XXY	TRUE	0.85	6	0.607554714	0.482853526
ELF4	7196D_XXY	TRUE	0.85	1	0.179245283	0.00286533
MSL3	7196D_XXY	TRUE	0.85	1	0.263157895	0.090909091
ZNF41	7196D_XXY	TRUE	0.85	1	0.121212121	0
MAP7D3	7196D_XXY	TRUE	0.85	4	0.208772124	0.033537115
RPS4X	7196D_XXY	TRUE	0.85	2	0.566188059	0.432978779
CA5B	7196D_XXY	TRUE	0.85	4	0.395806277	0.235806329
SMC1A	7196D_XXY	TRUE	0.85	1	0.71875	0.621052632
FANCB	7196D_XXY	TRUE	0.85	1	0.2	0.024390244
MED14	7196D_XXY	TRUE	0.85	2	0.188905775	0.012864026
MAGED1	7196D_XXY	TRUE	0.85	1	0.198938992	0.023285899
CXorf38	7196D_XXY	TRUE	0.85	1	0.155555556	0
FAM120C	7196D_XXY	TRUE	0.85	1	0.5	0.35483871
BGN	7196D_XXY	TRUE	0.85	4	0.220012606	0.045300858
PIGA	7196D_XXY	TRUE	0.85	2	0.388888889	0.228070175
MID1IP1	7196D_XXY	TRUE	0.85	1	0.272727273	0.101123596
IDS	7196D_XXY	TRUE	0.85	5	0.14093125	0
ATP7A	7196D_XXY	TRUE	0.85	1	0.12	0
BCOR	7196D_XXY	TRUE	0.85	1	0.302325581	0.132947977
RAP2C	7196D_XXY	TRUE	0.85	1	0.230769231	0.056603774
CD99L2	7196D_XXY	TRUE	0.85	4	0.123154804	0
XIAP	7196D_XXY	TRUE	0.85	6	0.180222896	0.003875566
HMGN5	7196D_XXY	TRUE	0.85	1	0.15	0
TRAPPC2	7196D_XXY	TRUE	0.85	2	0.213333333	0.038304808
MORF4L2	7196D_XXY	TRUE	0.85	1	0.172443674	0
PLXNB3	7196D_XXY	TRUE	0.85	2	0.200501253	0.02491212
MBTPS2	7196D_XXY	TRUE	0.85	2	0.193421053	0.017549483
ZNF275	7196D_XXY	TRUE	0.85	5	0.173274764	0
NSDHL	7196D_XXY	TRUE	0.85	1	0.066666667	0
GABRE	7196D_XXY	TRUE	0.85	1	0.121212121	0
FHL1	7196D_XXY	TRUE	0.85	1	0.205882353	0.030520646
SMARCA1	7196D_XXY	TRUE	0.85	1	0.201298701	0.025742574
RBM41	7196D_XXY	TRUE	0.85	1	0.12	0
CENPI	7196D_XXY	TRUE	0.85	5	0.248244512	0.075062239
TRMT2B	7196D_XXY	TRUE	0.85	1	0.75	0.661016949
APOOL	7196D_XXY	TRUE	0.85	5	0.321452991	0.153701424
PGK1	7196D_XXY	TRUE	0.85	1	0.588235294	0.459459459
ATRX	7196D_XXY	TRUE	0.85	1	0.789473684	0.712230216
SPIN3	7196D_XXY	TRUE	0.85	1	0.375	0.212598425
CCDC22	7196D_XXY	TRUE	0.85	1	0.130434783	0
GRIPAP1	7196D_XXY	TRUE	0.85	2	0.218865144	0.044097755
TIMM17B	7196D_XXY	TRUE	0.85	1	0.147058824	0
ARAF	7196D_XXY	TRUE	0.85	1	0.5	0.35483871
DYNLT3	7196D_XXY	TRUE	0.85	1	0.216	0.04109589
TAB3	7196D_XXY	TRUE	0.85	1	0.081081081	0
POLA1	7196D_XXY	TRUE	0.85	1	0.208333333	0.03307888
EIF1AX	7196D_XXY	TRUE	0.85	1	0.218074656	0.043269231
PHKA2	7196D_XXY	TRUE	0.85	1	0.115384615	0
PIR	7196D_XXY	TRUE	0.85	1	0.101694915	0
TMSB4X	7196D_XXY	TRUE	0.85	1	0.045045045	0
WWC3	7196D_XXY	TRUE	0.85	1	0.097560976	0
TBL1X	7196D_XXY	TRUE	0.85	2	0.170776953	0
PUDP	7196D_XXY	TRUE	0.85	6	0.722865226	0.626286537
XG	7196D_XXY	TRUE	0.85	2	0.732368897	0.638407036
XIST	7196D_XXY	TRUE	0.85	3	0.160994919	0
CHM	7196D_XXY	TRUE	0.85	1	0.375	0.212598425
GRIA3	7196D_XXY	TRUE	0.85	1	0.131578947	0
NHSL2	7196D_XXY	TRUE	0.85	1	0.173913043	0
LAMP2	7219C_XXY	FALSE	0.6	2	0.773684211	0.221014493
EFNB1	7219C_XXY	FALSE	0.6	1	0.75	0.166666667
SLC25A43	7219C_XXY	FALSE	0.6	1	0.676470588	0.017857143
NXT2	7219C_XXY	FALSE	0.6	1	0.533333333	0
WDR13	7219C_XXY	FALSE	0.6	2	0.733333333	0.130434783
TIMP1	7219C_XXY	FALSE	0.6	2	0.751199041	0.169335468
MAGED2	7219C_XXY	FALSE	0.6	5	0.785709306	0.249987801
THOC2	7219C_XXY	FALSE	0.6	1	0.375	0
SLC6A8	7219C_XXY	FALSE	0.6	2	0.664335664	0
EDA2R	7219C_XXY	FALSE	0.6	5	0.361818182	0
WDR44	7219C_XXY	FALSE	0.6	4	0.573571429	0
MORC4	7219C_XXY	FALSE	0.6	1	0.636363636	0
AMMECR1	7219C_XXY	FALSE	0.6	1	0.470588235	0
RRAGB	7219C_XXY	FALSE	0.6	1	0.583333333	0
TAF1	7219C_XXY	FALSE	0.6	1	0.529411765	0
NONO	7219C_XXY	FALSE	0.6	1	0.744578313	0.154704944
DOCK11	7219C_XXY	FALSE	0.6	3	0.573809524	0
FAM199X	7219C_XXY	FALSE	0.6	1	0.666666667	5.00E-16
C1GALT1C1	7219C_XXY	FALSE	0.6	2	0.485565476	0
ZRSR2	7219C_XXY	FALSE	0.6	1	1	1
TSC22D3	7219C_XXY	FALSE	0.6	1	0.677966102	0.020618557
TFE3	7219C_XXY	FALSE	0.6	1	0.711538462	0.085365854
HNRNPH2	7219C_XXY	FALSE	0.6	1	0.755725191	0.179487179
CA5B	7219C_XXY	FALSE	0.6	4	0.809027778	0.309045226
MAGED1	7219C_XXY	FALSE	0.6	1	0.470404984	0
ZBTB33	7219C_XXY	FALSE	0.6	1	0.692307692	0.047619048
KLHL15	7219C_XXY	FALSE	0.6	1	0.363636364	0
RBBP7	7219C_XXY	FALSE	0.6	5	0.651423456	0
TREX2	7219C_XXY	FALSE	0.6	1	0.714285714	0.090909091
BGN	7219C_XXY	FALSE	0.6	3	0.714650707	0.091648469
TCEAL7	7219C_XXY	FALSE	0.6	1	0.473684211	0
RGN	7219C_XXY	FALSE	0.6	1	0.25	0
HEPH	7219C_XXY	FALSE	0.6	2	0.902439024	0.591836735
ACOT9	7219C_XXY	FALSE	0.6	3	0.568817204	0
ARMCX3	7219C_XXY	FALSE	0.6	1	0.614285714	0
ATP7A	7219C_XXY	FALSE	0.6	2	0.575892857	0
TAF9B	7219C_XXY	FALSE	0.6	1	0.590909091	0
BCOR	7219C_XXY	FALSE	0.6	1	0.75	0.166666667
MAGEH1	7219C_XXY	FALSE	0.6	1	0.670212766	0.006410256
RBM3	7219C_XXY	FALSE	0.6	5	0.744694891	0.154960339
ARMCX4	7219C_XXY	FALSE	0.6	1	0.857142857	0.444444444
XIAP	7219C_XXY	FALSE	0.6	15	0.681260876	0.026737838
CHM	7219C_XXY	FALSE	0.6	2	0.840909091	0.396551724
PJA1	7219C_XXY	FALSE	0.6	3	0.830977846	0.368398516
MBTPS2	7219C_XXY	FALSE	0.6	2	0.970588235	0.861111111
PLXNA3	7219C_XXY	FALSE	0.6	1	0.379310345	0
NSDHL	7219C_XXY	FALSE	0.6	1	0.939393939	0.72972973
CETN2	7219C_XXY	FALSE	0.6	1	0.9	0.583333333
IL13RA1	7219C_XXY	FALSE	0.6	3	0.701094931	0.064641468
RBM41	7219C_XXY	FALSE	0.6	3	0.584045584	0
BEX4	7219C_XXY	FALSE	0.6	1	0.25862069	0
APOOL	7219C_XXY	FALSE	0.6	3	0.873321123	0.494641987
SH3BGRL	7219C_XXY	FALSE	0.6	1	0.65497076	0
PGK1	7219C_XXY	FALSE	0.6	3	0.764957265	0.200581395
ATRX	7219C_XXY	FALSE	0.6	2	0.833333333	0.375
YIPF6	7219C_XXY	FALSE	0.6	1	0.586956522	0
TSPYL2	7219C_XXY	FALSE	0.6	1	0.416666667	0
GRIPAP1	7219C_XXY	FALSE	0.6	1	0.818181818	0.333333333
TIMM17B	7219C_XXY	FALSE	0.6	1	0.776119403	0.226804124
ARAF	7219C_XXY	FALSE	0.6	1	0.4	0
KDM6A	7219C_XXY	FALSE	0.6	1	0.588235294	0
FUNDC1	7219C_XXY	FALSE	0.6	1	0.541666667	0
SRPX	7219C_XXY	FALSE	0.6	1	0.525581395	0
DYNLT3	7219C_XXY	FALSE	0.6	2	0.699494949	0.061514196
TAB3	7219C_XXY	FALSE	0.6	2	0.892857143	0.558823529
PIR	7219C_XXY	FALSE	0.6	1	0.48	0
TMSB4X	7219C_XXY	FALSE	0.6	2	0.699084668	0.060714286
PRPS2	7219C_XXY	FALSE	0.6	1	0.4375	0
TBL1X	7219C_XXY	FALSE	0.6	3	0.308607007	0
PNPLA4	7219C_XXY	FALSE	0.6	1	0.428571429	0
PUDP	7219C_XXY	FALSE	0.6	6	0.693439763	0.049791252
XIST	7219C_XXY	FALSE	0.6	2	0.37037037	0
FTX	7219C_XXY	FALSE	0.6	1	0.3	0
GRIA3	7219C_XXY	FALSE	0.6	1	0.75	0.166666667
SLC16A2	7219C_XXY	FALSE	0.6	1	0.375	0
DNASE1L1	7240D_XX	FALSE	0.62	3	0.690950984	0.135378795
TRO	7240D_XX	FALSE	0.62	1	0.633333333	0.033391916
SLC25A43	7240D_XX	FALSE	0.62	6	0.790704384	0.344993938
MXRA5	7240D_XX	FALSE	0.62	12	0.804361626	0.377626878
STS	7240D_XX	FALSE	0.62	1	0.675675676	0.107142857
WDR13	7240D_XX	FALSE	0.62	1	0.736842105	0.226006192
BCORL1	7240D_XX	FALSE	0.62	2	0.431818182	0
HUWE1	7240D_XX	FALSE	0.62	1	0.434782609	0
SLC6A8	7240D_XX	FALSE	0.62	1	0.704545455	0.161290323
EDA2R	7240D_XX	FALSE	0.62	5	0.675432378	0.106700428
WDR44	7240D_XX	FALSE	0.62	2	0.60125	0
MORC4	7240D_XX	FALSE	0.62	1	0.619047619	0.00990099
VAMP7	7240D_XX	FALSE	0.62	2	0.802227199	0.372455969
AMMECR1	7240D_XX	FALSE	0.62	1	0.157894737	0
PRKX	7240D_XX	FALSE	0.62	2	0.3125	0
RRAGB	7240D_XX	FALSE	0.62	1	0.627906977	0.024390244
TBC1D8B	7240D_XX	FALSE	0.62	1	0.428571429	0
DOCK11	7240D_XX	FALSE	0.62	2	0.833333333	0.450549451
PLS3	7240D_XX	FALSE	0.62	2	0.66040404	0.079801618
HDX	7240D_XX	FALSE	0.62	1	0.428571429	0
FAM199X	7240D_XX	FALSE	0.62	2	0.73015873	0.21223355
C1GALT1C1	7240D_XX	FALSE	0.62	3	0.505751563	0
AMOT	7240D_XX	FALSE	0.62	2	0.75	0.253731343
FGF13	7240D_XX	FALSE	0.62	1	0.769230769	0.295774648
ZRSR2	7240D_XX	FALSE	0.62	1	1	1
HCFC1	7240D_XX	FALSE	0.62	1	0.666666667	0.090909091
ZNF41	7240D_XX	FALSE	0.62	1	0.928571429	0.732620321
AKAP17A	7240D_XX	FALSE	0.62	4	0.746081922	0.245389369
TFE3	7240D_XX	FALSE	0.62	1	0.609625668	0
CA5B	7240D_XX	FALSE	0.62	4	0.836247086	0.458177471
SSR4	7240D_XX	FALSE	0.62	2	0.653508772	0.067736606
SMC1A	7240D_XX	FALSE	0.62	1	0.492307692	0
FAM3A	7240D_XX	FALSE	0.62	2	0.455743509	0
USP9X	7240D_XX	FALSE	0.62	1	0.714285714	0.180327869
MED14	7240D_XX	FALSE	0.62	1	0.577777778	0
GTPBP6	7240D_XX	FALSE	0.62	2	0.7809375	0.322299348
CXorf38	7240D_XX	FALSE	0.62	1	0.48	0
FAM120C	7240D_XX	FALSE	0.62	1	0.818181818	0.411764706
ARMCX2	7240D_XX	FALSE	0.62	1	0.718045113	0.187784276
BRCC3	7240D_XX	FALSE	0.62	1	0.692307692	0.137931034
VMA21	7240D_XX	FALSE	0.62	1	0.666666667	0.090909091
RBBP7	7240D_XX	FALSE	0.62	1	0.655172414	0.07063197
TREX2	7240D_XX	FALSE	0.62	2	0.502205882	0
BGN	7240D_XX	FALSE	0.62	2	0.731390954	0.214757455
GPRASP2	7240D_XX	FALSE	0.62	1	0.625	0.019607843
TCEAL7	7240D_XX	FALSE	0.62	1	0.344827586	0
DHRSX	7240D_XX	FALSE	0.62	4	0.747994987	0.249453232
ACOT9	7240D_XX	FALSE	0.62	2	0.680555556	0.116064566
MID1IP1	7240D_XX	FALSE	0.62	3	0.679166667	0.113516003
SUV39H1	7240D_XX	FALSE	0.62	1	0.555555556	0
