,pair,region,percent,end_nums,start_nums
147,EIF1AX_EIF1AY,promoter,45.45454545454545,198,148
148,EIF1AX_EIF1AY,promoter,46.75324675324675,199,149
149,EIF1AX_EIF1AY,promoter,46.75324675324675,200,150
150,EIF1AX_EIF1AY,promoter,46.75324675324675,201,151
151,EIF1AX_EIF1AY,promoter,47.368421052631575,202,152
152,EIF1AX_EIF1AY,promoter,46.05263157894737,203,153
153,EIF1AX_EIF1AY,promoter,48.0,204,154
154,EIF1AX_EIF1AY,promoter,48.64864864864865,205,155
155,EIF1AX_EIF1AY,promoter,48.0,206,156
156,EIF1AX_EIF1AY,promoter,48.0,207,157
157,EIF1AX_EIF1AY,promoter,46.05263157894737,208,158
158,EIF1AX_EIF1AY,promoter,46.05263157894737,209,159
159,EIF1AX_EIF1AY,promoter,46.05263157894737,210,160
160,EIF1AX_EIF1AY,promoter,47.368421052631575,211,161
161,EIF1AX_EIF1AY,promoter,46.05263157894737,212,162
162,EIF1AX_EIF1AY,promoter,48.64864864864865,213,163
163,EIF1AX_EIF1AY,promoter,47.2972972972973,214,164
164,EIF1AX_EIF1AY,promoter,45.94594594594595,215,165
165,EIF1AX_EIF1AY,promoter,45.94594594594595,216,166
166,EIF1AX_EIF1AY,promoter,44.5945945945946,217,167
167,EIF1AX_EIF1AY,promoter,45.94594594594595,218,168
168,EIF1AX_EIF1AY,promoter,45.94594594594595,219,169
169,EIF1AX_EIF1AY,promoter,44.5945945945946,220,170
170,EIF1AX_EIF1AY,promoter,47.22222222222222,221,171
171,EIF1AX_EIF1AY,promoter,44.5945945945946,222,172
172,EIF1AX_EIF1AY,promoter,44.5945945945946,223,173
173,EIF1AX_EIF1AY,promoter,44.5945945945946,224,174
174,EIF1AX_EIF1AY,promoter,45.07042253521127,225,175
175,EIF1AX_EIF1AY,promoter,43.66197183098591,226,176
176,EIF1AX_EIF1AY,promoter,46.96969696969697,227,177
177,EIF1AX_EIF1AY,promoter,45.45454545454545,228,178
178,EIF1AX_EIF1AY,promoter,43.93939393939394,229,179
179,EIF1AX_EIF1AY,promoter,45.45454545454545,230,180
180,EIF1AX_EIF1AY,promoter,43.28358208955223,231,181
181,EIF1AX_EIF1AY,promoter,43.28358208955223,232,182
182,EIF1AX_EIF1AY,promoter,43.28358208955223,233,183
183,EIF1AX_EIF1AY,promoter,43.28358208955223,234,184
184,EIF1AX_EIF1AY,promoter,41.7910447761194,235,185
185,EIF1AX_EIF1AY,promoter,43.28358208955223,236,186
186,EIF1AX_EIF1AY,promoter,43.28358208955223,237,187
187,EIF1AX_EIF1AY,promoter,42.42424242424242,238,188
188,EIF1AX_EIF1AY,promoter,42.42424242424242,239,189
189,EIF1AX_EIF1AY,promoter,43.93939393939394,240,190
190,EIF1AX_EIF1AY,promoter,44.44444444444444,241,191
191,EIF1AX_EIF1AY,promoter,44.44444444444444,242,192
192,EIF1AX_EIF1AY,promoter,44.44444444444444,243,193
193,EIF1AX_EIF1AY,promoter,46.666666666666664,244,194
194,EIF1AX_EIF1AY,promoter,46.666666666666664,245,195
195,EIF1AX_EIF1AY,promoter,45.76271186440678,246,196
196,EIF1AX_EIF1AY,promoter,46.55172413793103,247,197
197,EIF1AX_EIF1AY,promoter,46.55172413793103,248,198
198,EIF1AX_EIF1AY,promoter,46.55172413793103,249,199
199,EIF1AX_EIF1AY,promoter,45.0,250,200
200,EIF1AX_EIF1AY,promoter,46.666666666666664,251,201
201,EIF1AX_EIF1AY,promoter,46.666666666666664,252,202
202,EIF1AX_EIF1AY,promoter,46.666666666666664,253,203
203,EIF1AX_EIF1AY,promoter,46.666666666666664,254,204
204,EIF1AX_EIF1AY,promoter,45.90163934426229,255,205
205,EIF1AX_EIF1AY,promoter,45.90163934426229,256,206
206,EIF1AX_EIF1AY,promoter,45.90163934426229,257,207
207,EIF1AX_EIF1AY,promoter,46.666666666666664,258,208
208,EIF1AX_EIF1AY,promoter,46.666666666666664,259,209
209,EIF1AX_EIF1AY,promoter,48.333333333333336,260,210
210,EIF1AX_EIF1AY,promoter,48.333333333333336,261,211
211,EIF1AX_EIF1AY,promoter,47.61904761904761,262,212
212,EIF1AX_EIF1AY,promoter,47.61904761904761,263,213
213,EIF1AX_EIF1AY,promoter,48.4375,264,214
214,EIF1AX_EIF1AY,promoter,49.23076923076923,265,215
215,EIF1AX_EIF1AY,promoter,49.23076923076923,266,216
216,EIF1AX_EIF1AY,promoter,50.76923076923077,267,217
217,EIF1AX_EIF1AY,promoter,49.23076923076923,268,218
218,EIF1AX_EIF1AY,promoter,46.96969696969697,269,219
219,EIF1AX_EIF1AY,promoter,47.76119402985074,270,220
220,EIF1AX_EIF1AY,promoter,47.76119402985074,271,221
221,EIF1AX_EIF1AY,promoter,45.714285714285715,272,222
222,EIF1AX_EIF1AY,promoter,45.714285714285715,273,223
223,EIF1AX_EIF1AY,promoter,45.07042253521127,274,224
224,EIF1AX_EIF1AY,promoter,46.478873239436616,275,225
225,EIF1AX_EIF1AY,promoter,47.88732394366197,276,226
226,EIF1AX_EIF1AY,promoter,47.88732394366197,277,227
227,EIF1AX_EIF1AY,promoter,49.29577464788733,278,228
228,EIF1AX_EIF1AY,promoter,49.29577464788733,279,229
229,EIF1AX_EIF1AY,promoter,49.29577464788733,280,230
230,EIF1AX_EIF1AY,promoter,51.470588235294116,281,231
231,EIF1AX_EIF1AY,promoter,51.470588235294116,282,232
232,EIF1AX_EIF1AY,promoter,50.0,283,233
233,EIF1AX_EIF1AY,promoter,50.0,284,234
234,EIF1AX_EIF1AY,promoter,50.0,285,235
235,EIF1AX_EIF1AY,promoter,50.0,286,236
236,EIF1AX_EIF1AY,promoter,51.470588235294116,287,237
237,EIF1AX_EIF1AY,promoter,51.42857142857142,288,238
238,EIF1AX_EIF1AY,promoter,50.70422535211267,289,239
239,EIF1AX_EIF1AY,promoter,50.70422535211267,290,240
240,EIF1AX_EIF1AY,promoter,50.68493150684932,291,241
241,EIF1AX_EIF1AY,promoter,50.0,292,242
242,EIF1AX_EIF1AY,promoter,50.0,293,243
243,EIF1AX_EIF1AY,promoter,51.35135135135135,294,244
244,EIF1AX_EIF1AY,promoter,51.35135135135135,295,245
245,EIF1AX_EIF1AY,promoter,51.35135135135135,296,246
246,EIF1AX_EIF1AY,promoter,48.717948717948715,297,247
247,EIF1AX_EIF1AY,promoter,48.717948717948715,298,248
248,EIF1AX_EIF1AY,promoter,48.717948717948715,299,249
249,EIF1AX_EIF1AY,promoter,51.31578947368421,300,250
250,EIF1AX_EIF1AY,promoter,51.31578947368421,301,251
251,EIF1AX_EIF1AY,promoter,50.649350649350644,302,252
252,EIF1AX_EIF1AY,promoter,51.94805194805194,303,253
253,EIF1AX_EIF1AY,promoter,51.94805194805194,304,254
254,EIF1AX_EIF1AY,promoter,51.94805194805194,305,255
255,EIF1AX_EIF1AY,promoter,51.28205128205128,306,256
256,EIF1AX_EIF1AY,promoter,50.0,307,257
257,EIF1AX_EIF1AY,promoter,51.24999999999999,308,258
258,EIF1AX_EIF1AY,promoter,51.24999999999999,309,259
259,EIF1AX_EIF1AY,promoter,50.617283950617285,310,260
260,EIF1AX_EIF1AY,promoter,50.617283950617285,311,261
261,EIF1AX_EIF1AY,promoter,52.56410256410257,312,262
262,EIF1AX_EIF1AY,promoter,52.56410256410257,313,263
263,EIF1AX_EIF1AY,promoter,53.246753246753244,314,264
264,EIF1AX_EIF1AY,promoter,54.666666666666664,315,265
265,EIF1AX_EIF1AY,promoter,54.666666666666664,316,266
266,EIF1AX_EIF1AY,promoter,52.63157894736842,317,267
267,EIF1AX_EIF1AY,promoter,53.94736842105263,318,268
268,EIF1AX_EIF1AY,promoter,56.00000000000001,319,269
269,EIF1AX_EIF1AY,promoter,55.4054054054054,320,270
270,EIF1AX_EIF1AY,promoter,54.054054054054056,321,271
271,EIF1AX_EIF1AY,promoter,59.42028985507246,322,272
272,EIF1AX_EIF1AY,promoter,59.42028985507246,323,273
273,EIF1AX_EIF1AY,promoter,59.42028985507246,324,274
274,EIF1AX_EIF1AY,promoter,59.42028985507246,325,275
275,EIF1AX_EIF1AY,promoter,58.57142857142858,326,276
276,EIF1AX_EIF1AY,promoter,58.57142857142858,327,277
277,EIF1AX_EIF1AY,promoter,58.57142857142858,328,278
278,EIF1AX_EIF1AY,promoter,60.0,329,279
279,EIF1AX_EIF1AY,promoter,58.57142857142858,330,280
280,EIF1AX_EIF1AY,promoter,60.0,331,281
281,EIF1AX_EIF1AY,promoter,60.0,332,282
282,EIF1AX_EIF1AY,promoter,61.42857142857143,333,283
283,EIF1AX_EIF1AY,promoter,60.0,334,284
284,EIF1AX_EIF1AY,promoter,60.56338028169014,335,285
285,EIF1AX_EIF1AY,promoter,60.56338028169014,336,286
286,EIF1AX_EIF1AY,promoter,60.56338028169014,337,287
287,EIF1AX_EIF1AY,promoter,62.31884057971014,338,288
288,EIF1AX_EIF1AY,promoter,61.76470588235294,339,289
289,EIF1AX_EIF1AY,promoter,61.76470588235294,340,290
290,EIF1AX_EIF1AY,promoter,62.121212121212125,341,291
291,EIF1AX_EIF1AY,promoter,63.07692307692307,342,292
292,EIF1AX_EIF1AY,promoter,63.07692307692307,343,293
293,EIF1AX_EIF1AY,promoter,63.07692307692307,344,294
294,EIF1AX_EIF1AY,promoter,61.53846153846154,345,295
295,EIF1AX_EIF1AY,promoter,63.07692307692307,346,296
296,EIF1AX_EIF1AY,promoter,67.21311475409836,347,297
297,EIF1AX_EIF1AY,promoter,67.21311475409836,348,298
298,EIF1AX_EIF1AY,promoter,65.57377049180327,349,299
299,EIF1AX_EIF1AY,promoter,65.57377049180327,350,300
300,EIF1AX_EIF1AY,promoter,63.934426229508205,351,301
301,EIF1AX_EIF1AY,promoter,65.0,352,302
302,EIF1AX_EIF1AY,promoter,65.0,353,303
303,EIF1AX_EIF1AY,promoter,65.0,354,304
304,EIF1AX_EIF1AY,promoter,64.40677966101694,355,305
305,EIF1AX_EIF1AY,promoter,66.66666666666666,356,306
306,EIF1AX_EIF1AY,promoter,69.0909090909091,357,307
307,EIF1AX_EIF1AY,promoter,67.27272727272727,358,308
308,EIF1AX_EIF1AY,promoter,67.27272727272727,359,309
309,EIF1AX_EIF1AY,promoter,66.66666666666666,360,310
310,EIF1AX_EIF1AY,promoter,66.66666666666666,361,311
311,EIF1AX_EIF1AY,promoter,66.66666666666666,362,312
312,EIF1AX_EIF1AY,promoter,64.81481481481481,363,313
313,EIF1AX_EIF1AY,promoter,62.96296296296296,364,314
314,EIF1AX_EIF1AY,promoter,62.96296296296296,365,315
315,EIF1AX_EIF1AY,promoter,61.111111111111114,366,316
316,EIF1AX_EIF1AY,promoter,62.264150943396224,367,317
317,EIF1AX_EIF1AY,promoter,60.37735849056604,368,318
318,EIF1AX_EIF1AY,promoter,58.490566037735846,369,319
319,EIF1AX_EIF1AY,promoter,60.37735849056604,370,320
320,EIF1AX_EIF1AY,promoter,60.37735849056604,371,321
321,EIF1AX_EIF1AY,promoter,56.36363636363636,372,322
322,EIF1AX_EIF1AY,promoter,55.35714285714286,373,323
323,EIF1AX_EIF1AY,promoter,56.36363636363636,374,324
324,EIF1AX_EIF1AY,promoter,56.36363636363636,375,325
325,EIF1AX_EIF1AY,promoter,55.35714285714286,376,326
326,EIF1AX_EIF1AY,promoter,55.35714285714286,377,327
327,EIF1AX_EIF1AY,promoter,54.385964912280706,378,328
328,EIF1AX_EIF1AY,promoter,54.385964912280706,379,329
329,EIF1AX_EIF1AY,promoter,56.14035087719298,380,330
330,EIF1AX_EIF1AY,promoter,56.14035087719298,381,331
331,EIF1AX_EIF1AY,promoter,54.385964912280706,382,332
332,EIF1AX_EIF1AY,promoter,51.724137931034484,383,333
333,EIF1AX_EIF1AY,promoter,53.44827586206896,384,334
334,EIF1AX_EIF1AY,promoter,52.63157894736842,385,335
335,EIF1AX_EIF1AY,promoter,52.63157894736842,386,336
336,EIF1AX_EIF1AY,promoter,52.63157894736842,387,337
337,EIF1AX_EIF1AY,promoter,52.63157894736842,388,338
338,EIF1AX_EIF1AY,promoter,52.63157894736842,389,339
339,EIF1AX_EIF1AY,promoter,50.877192982456144,390,340
340,EIF1AX_EIF1AY,promoter,52.63157894736842,391,341
341,EIF1AX_EIF1AY,promoter,50.877192982456144,392,342
342,EIF1AX_EIF1AY,promoter,50.877192982456144,393,343
343,EIF1AX_EIF1AY,promoter,50.877192982456144,394,344
344,EIF1AX_EIF1AY,promoter,52.63157894736842,395,345
345,EIF1AX_EIF1AY,promoter,50.877192982456144,396,346
346,EIF1AX_EIF1AY,promoter,49.152542372881356,397,347
347,EIF1AX_EIF1AY,promoter,48.333333333333336,398,348
348,EIF1AX_EIF1AY,promoter,49.18032786885246,399,349
349,EIF1AX_EIF1AY,promoter,46.875,400,350
350,EIF1AX_EIF1AY,promoter,46.96969696969697,401,351
351,EIF1AX_EIF1AY,promoter,48.484848484848484,402,352
352,EIF1AX_EIF1AY,promoter,46.26865671641791,403,353
353,EIF1AX_EIF1AY,promoter,45.588235294117645,404,354
354,EIF1AX_EIF1AY,promoter,47.05882352941176,405,355
355,EIF1AX_EIF1AY,promoter,47.05882352941176,406,356
356,EIF1AX_EIF1AY,promoter,47.05882352941176,407,357
357,EIF1AX_EIF1AY,promoter,48.529411764705884,408,358
358,EIF1AX_EIF1AY,promoter,46.3768115942029,409,359
359,EIF1AX_EIF1AY,promoter,47.82608695652174,410,360
360,EIF1AX_EIF1AY,promoter,47.82608695652174,411,361
361,EIF1AX_EIF1AY,promoter,47.82608695652174,412,362
362,EIF1AX_EIF1AY,promoter,49.275362318840585,413,363
363,EIF1AX_EIF1AY,promoter,50.72463768115942,414,364
364,EIF1AX_EIF1AY,promoter,50.72463768115942,415,365
365,EIF1AX_EIF1AY,promoter,49.31506849315068,416,366
366,EIF1AX_EIF1AY,promoter,50.68493150684932,417,367
367,EIF1AX_EIF1AY,promoter,52.054794520547944,418,368
368,EIF1AX_EIF1AY,promoter,52.054794520547944,419,369
369,EIF1AX_EIF1AY,promoter,52.054794520547944,420,370
370,EIF1AX_EIF1AY,promoter,52.054794520547944,421,371
371,EIF1AX_EIF1AY,promoter,54.929577464788736,422,372
372,EIF1AX_EIF1AY,promoter,55.714285714285715,423,373
373,EIF1AX_EIF1AY,promoter,54.285714285714285,424,374
374,EIF1AX_EIF1AY,promoter,52.85714285714286,425,375
375,EIF1AX_EIF1AY,promoter,54.41176470588235,426,376
376,EIF1AX_EIF1AY,promoter,54.41176470588235,427,377
377,EIF1AX_EIF1AY,promoter,55.223880597014926,428,378
378,EIF1AX_EIF1AY,promoter,53.73134328358209,429,379
379,EIF1AX_EIF1AY,promoter,52.23880597014925,430,380
380,EIF1AX_EIF1AY,promoter,52.23880597014925,431,381
381,EIF1AX_EIF1AY,promoter,52.23880597014925,432,382
382,EIF1AX_EIF1AY,promoter,54.54545454545454,433,383
383,EIF1AX_EIF1AY,promoter,53.03030303030303,434,384
384,EIF1AX_EIF1AY,promoter,52.23880597014925,435,385
385,EIF1AX_EIF1AY,promoter,52.23880597014925,436,386
386,EIF1AX_EIF1AY,promoter,52.23880597014925,437,387
387,EIF1AX_EIF1AY,promoter,52.23880597014925,438,388
388,EIF1AX_EIF1AY,promoter,53.73134328358209,439,389
389,EIF1AX_EIF1AY,promoter,53.73134328358209,440,390
390,EIF1AX_EIF1AY,promoter,52.17391304347826,441,391
391,EIF1AX_EIF1AY,promoter,52.85714285714286,442,392
392,EIF1AX_EIF1AY,promoter,52.112676056338024,443,393
393,EIF1AX_EIF1AY,promoter,52.112676056338024,444,394
394,EIF1AX_EIF1AY,promoter,52.112676056338024,445,395
395,EIF1AX_EIF1AY,promoter,53.52112676056338,446,396
396,EIF1AX_EIF1AY,promoter,55.072463768115945,447,397
397,EIF1AX_EIF1AY,promoter,55.88235294117647,448,398
398,EIF1AX_EIF1AY,promoter,52.054794520547944,449,399
399,EIF1AX_EIF1AY,promoter,52.77777777777778,450,400
400,EIF1AX_EIF1AY,promoter,50.66666666666667,451,401
401,EIF1AX_EIF1AY,promoter,50.66666666666667,452,402
402,EIF1AX_EIF1AY,promoter,52.702702702702695,453,403
403,EIF1AX_EIF1AY,promoter,53.42465753424658,454,404
404,EIF1AX_EIF1AY,promoter,52.054794520547944,455,405
405,EIF1AX_EIF1AY,promoter,51.35135135135135,456,406
406,EIF1AX_EIF1AY,promoter,50.66666666666667,457,407
407,EIF1AX_EIF1AY,promoter,50.0,458,408
408,EIF1AX_EIF1AY,promoter,52.0,459,409
409,EIF1AX_EIF1AY,promoter,52.0,460,410
410,EIF1AX_EIF1AY,promoter,50.66666666666667,461,411
411,EIF1AX_EIF1AY,promoter,47.5,462,412
412,EIF1AX_EIF1AY,promoter,47.5,463,413
413,EIF1AX_EIF1AY,promoter,46.913580246913575,464,414
414,EIF1AX_EIF1AY,promoter,46.913580246913575,465,415
415,EIF1AX_EIF1AY,promoter,49.35064935064935,466,416
416,EIF1AX_EIF1AY,promoter,47.43589743589743,467,417
417,EIF1AX_EIF1AY,promoter,47.43589743589743,468,418
418,EIF1AX_EIF1AY,promoter,47.5,469,419
419,EIF1AX_EIF1AY,promoter,46.913580246913575,470,420
420,EIF1AX_EIF1AY,promoter,47.5609756097561,471,421
421,EIF1AX_EIF1AY,promoter,46.98795180722892,472,422
422,EIF1AX_EIF1AY,promoter,46.98795180722892,473,423
423,EIF1AX_EIF1AY,promoter,46.98795180722892,474,424
424,EIF1AX_EIF1AY,promoter,46.98795180722892,475,425
425,EIF1AX_EIF1AY,promoter,45.78313253012048,476,426
426,EIF1AX_EIF1AY,promoter,44.047619047619044,477,427
427,EIF1AX_EIF1AY,promoter,44.047619047619044,478,428
428,EIF1AX_EIF1AY,promoter,45.23809523809524,479,429
429,EIF1AX_EIF1AY,promoter,46.42857142857143,480,430
430,EIF1AX_EIF1AY,promoter,44.70588235294118,481,431
431,EIF1AX_EIF1AY,promoter,45.348837209302324,482,432
432,EIF1AX_EIF1AY,promoter,45.348837209302324,483,433
433,EIF1AX_EIF1AY,promoter,46.51162790697674,484,434
434,EIF1AX_EIF1AY,promoter,46.06741573033708,485,435
435,EIF1AX_EIF1AY,promoter,45.05494505494506,486,436
436,EIF1AX_EIF1AY,promoter,45.05494505494506,487,437
437,EIF1AX_EIF1AY,promoter,45.05494505494506,488,438
438,EIF1AX_EIF1AY,promoter,45.05494505494506,489,439
439,EIF1AX_EIF1AY,promoter,46.15384615384615,490,440
440,EIF1AX_EIF1AY,promoter,46.06741573033708,491,441
441,EIF1AX_EIF1AY,promoter,44.9438202247191,492,442
