gene	orientation	type	log2	coords
ACTB	minus	negative ctl	0.38927460942194	chr7:5529495-5529694_shuff
ACTB	minus	positive ctl	0.338258267968183	chr7:5529545-5529744
ACTB	minus	negative ctl	0.0156572483531627	chr7:5529545-5529744_shuff
ACTB	minus	positive ctl	0.223370498900226	chr7:5529595-5529794
ACTB	minus	negative ctl	-0.926378791204064	chr7:5529595-5529794_shuff
ACTB	minus	positive ctl	2.20021349785046	chr7:5529645-5529844
ACTB	minus	negative ctl	0.199845235700414	chr7:5529645-5529844_shuff
ACTB	minus	positive ctl	3.47018960648763	chr7:5529695-5529894
ACTB	minus	negative ctl	0.0613129882641165	chr7:5529695-5529894_shuff
ACTB	minus	negative ctl	-0.716091150577462	chr7:5529745-5529944_shuff
ACTB	minus	negative ctl	-0.854987047723119	chr7:5529795-5529994_shuff
ACTB	minus	positive ctl	1.88361543612149	chr7:5529995-5530194
ACTB	minus	negative ctl	-0.161633779083671	chr7:5529995-5530194_shuff
ACTB	minus	positive ctl	1.49128879382365	chr7:5530045-5530244
ACTB	minus	negative ctl	0.132542250179736	chr7:5530045-5530244_shuff
ACTB	minus	positive ctl	1.53307805625783	chr7:5530095-5530294
ACTB	minus	negative ctl	-1.0309201038496	chr7:5530095-5530294_shuff
ACTB	minus	positive ctl	-1.49223279395785	chr7:5530195-5530394
ACTB	minus	negative ctl	-1.45303759565884	chr7:5530195-5530394_shuff
ACTB	minus	positive ctl	2.42533460294623	chr7:5530495-5530694
ACTB	minus	negative ctl	-0.0364080063970768	chr7:5530495-5530694_shuff
ACTB	minus	positive ctl	3.78455029986102	chr7:5530545-5530744
ACTB	minus	negative ctl	0.202681884326588	chr7:5530545-5530744_shuff
TMSB4X	plus	test	-1.20730559268931	chrX:12974281-12974480
TMSB4X	plus	test	-0.514861010574225	chrX:12974331-12974530
TMSB4X	plus	test	-0.396250513071461	chrX:12974381-12974580
TMSB4X	plus	test	0.298775580295373	chrX:12974431-12974630
TMSB4X	plus	test	0.774414222977193	chrX:12974481-12974680
TMSB4X	plus	test	0.786253496860734	chrX:12974531-12974730
TMSB4X	plus	test	0.421173533774132	chrX:12974581-12974780
TMSB4X	plus	test	-0.292697909060611	chrX:12974631-12974830
TMSB4X	plus	test	-1.53123379048591	chrX:12974681-12974880
TMSB4X	plus	test	-1.56431990623475	chrX:12974731-12974930
TMSB4X	plus	test	-1.33818492334403	chrX:12974781-12974980
TMSB4X	plus	test	-1.30597460455723	chrX:12974831-12975030
TMSB4X	plus	test	1.83743099522774	chrX:12974881-12975080
TMSB4X	plus	test	1.77679356134389	chrX:12974931-12975130
TMSB4X	plus	test	1.653504807748	chrX:12974981-12975180
TMSB4X	plus	test	1.22040321915798	chrX:12975031-12975230
TMSB4X	plus	test	0.0467244338897582	chrX:12975081-12975280
TMSB4X	plus	test	-0.273063333353994	chrX:12975131-12975330
TMSB4X	plus	test	-0.316638649333736	chrX:12975181-12975380
TMSB4X	plus	test	-1.41742261608265	chrX:12975231-12975430
TMSB4X	plus	test	-1.40051699369535	chrX:12975281-12975480
TMSB4X	plus	test	-1.31749780322673	chrX:12975331-12975530
TMSB4X	plus	test	-0.671934156718761	chrX:12975381-12975580
TMSB4X	plus	test	-0.530655813540115	chrX:12975431-12975630
TMSB4X	plus	test	-0.264507460346067	chrX:12975481-12975680
TMSB4X	plus	test	-0.439087474597431	chrX:12975531-12975730
TMSB4X	plus	test	-0.172090129232603	chrX:12975581-12975780
TMSB4X	plus	test	-1.25481692421446	chrX:12975631-12975830
TMSB4X	plus	test	-0.165892552754085	chrX:12975681-12975880
TMSB4X	plus	test	-0.366347404432043	chrX:12975731-12975930
TMSB4X	plus	test	-1.31458957922507	chrX:12975781-12975980
TMSB4X	plus	test	-0.237639300449234	chrX:12975831-12976030
TMSB4X	plus	test	-0.00996534494639332	chrX:12975881-12976080
TMSB4X	plus	test	-0.200691527104956	chrX:12975931-12976130
TMSB4X	plus	test	-0.474046586935876	chrX:12975981-12976180
TMSB4X	plus	test	-0.193294562961237	chrX:12976031-12976230
TMSB4X	plus	test	-0.515870884706743	chrX:12976081-12976280
TMSB4X	plus	test	0.0937601788394485	chrX:12976131-12976330
TMSB4X	plus	test	0.113434135175136	chrX:12976181-12976380
TMSB4X	plus	test	0.375726467516061	chrX:12976231-12976430
TMSB4X	plus	test	1.27362237284198	chrX:12976281-12976480
TXLNG	plus	test	-0.723530079514436	chrX:16785293-16785492
TXLNG	plus	test	-0.66673337489689	chrX:16785343-16785542
TXLNG	plus	test	-0.761169256896407	chrX:16785393-16785592
TXLNG	plus	test	-1.24436890251017	chrX:16785443-16785642
TXLNG	plus	test	-1.94487282852966	chrX:16785493-16785692
TXLNG	plus	test	-1.19590807600692	chrX:16785543-16785742
TXLNG	plus	test	-2.1656484456009	chrX:16785593-16785792
TXLNG	plus	test	-1.84099363977632	chrX:16785643-16785842
TXLNG	plus	test	-0.76236369989722	chrX:16785693-16785892
TXLNG	plus	test	-0.852329687701457	chrX:16785743-16785942
TXLNG	plus	test	-0.911047549249187	chrX:16785793-16785992
TXLNG	plus	test	-1.22855695785004	chrX:16785843-16786042
TXLNG	plus	test	-0.673816605291183	chrX:16785893-16786092
TXLNG	plus	test	-0.421006541801484	chrX:16785943-16786142
TXLNG	plus	test	-0.595473172795582	chrX:16785993-16786192
TXLNG	plus	test	-0.121633916542283	chrX:16786043-16786242
TXLNG	plus	test	1.03341290994713	chrX:16786093-16786292
TXLNG	plus	test	0.78598106958417	chrX:16786143-16786342
TXLNG	plus	test	1.70424319111467	chrX:16786193-16786392
TXLNG	plus	test	2.00092826860024	chrX:16786243-16786442
TXLNG	plus	test	1.67824052975716	chrX:16786293-16786492
TXLNG	plus	test	1.75139462164784	chrX:16786343-16786542
TXLNG	plus	test	0.457951152059256	chrX:16786393-16786592
TXLNG	plus	test	-0.629459244850606	chrX:16786443-16786642
TXLNG	plus	test	-0.174873875273859	chrX:16786493-16786692
TXLNG	plus	test	0.17303581819292	chrX:16786543-16786742
TXLNG	plus	test	-0.691296994358907	chrX:16786593-16786792
TXLNG	plus	test	-1.49353327197054	chrX:16786643-16786842
TXLNG	plus	test	-1.04224856059471	chrX:16786693-16786892
TXLNG	plus	test	-1.70825282413186	chrX:16786743-16786942
TXLNG	plus	test	-1.20081192109823	chrX:16786793-16786992
TXLNG	plus	test	-1.58054316927497	chrX:16787143-16787342
TXLNG	plus	test	0.0873907188587958	chrX:16787193-16787392
TXLNG	plus	test	-0.643962261025595	chrX:16787243-16787442
TXLNG	plus	test	-1.34087253984786	chrX:16787293-16787492
TXLNG	plus	test	-0.510056526587392	chrX:16787343-16787542
TXLNG	plus	test	-1.19689926936415	chrX:16787393-16787592
TXLNG	plus	test	0.861284443944142	chrX:16787443-16787642
TXLNG	plus	test	-0.12060712680619	chrX:16787493-16787692
TXLNG	plus	test	0.0220093754121188	chrX:16787543-16787742
TXLNG	plus	test	-0.470016521284134	chrX:16787593-16787792
TXLNG	plus	test	-0.837971678939995	chrX:16787643-16787842
TXLNG	plus	test	-0.853555414233645	chrX:16787693-16787892
TXLNG	plus	test	-1.09134362848145	chrX:16787743-16787942
TXLNG	plus	test	-1.11159955102419	chrX:16787793-16787992
TXLNG	plus	test	-0.351671834552413	chrX:16787843-16788042
TXLNG	plus	test	-0.212381417823681	chrX:16787893-16788092
EIF1AX	minus	test	-0.621581099420738	chrX:20138961-20139160
EIF1AX	minus	test	-1.17441768578776	chrX:20139011-20139210
EIF1AX	minus	test	-1.14051008128845	chrX:20139061-20139260
EIF1AX	minus	test	-1.44967710864803	chrX:20139111-20139310
EIF1AX	minus	test	-1.29820584512743	chrX:20139161-20139360
EIF1AX	minus	test	-0.914797167432847	chrX:20139211-20139410
EIF1AX	minus	test	-1.48716761170098	chrX:20139261-20139460
EIF1AX	minus	test	-0.396610665648127	chrX:20139311-20139510
EIF1AX	minus	test	-0.475774555385974	chrX:20139361-20139560
EIF1AX	minus	test	-0.648106386176226	chrX:20139411-20139610
EIF1AX	minus	test	-1.06536956273189	chrX:20139461-20139660
EIF1AX	minus	test	-1.43773638164468	chrX:20139511-20139710
EIF1AX	minus	test	-1.00340736941477	chrX:20139561-20139760
EIF1AX	minus	test	-0.804144256732119	chrX:20139611-20139810
EIF1AX	minus	test	-0.317303132098887	chrX:20139661-20139860
EIF1AX	minus	test	-0.902426742865232	chrX:20139711-20139910
EIF1AX	minus	test	0.137069411985161	chrX:20139761-20139960
EIF1AX	minus	test	-2.39733977048931	chrX:20139811-20140010
EIF1AX	minus	test	-2.17876613926484	chrX:20139861-20140060
EIF1AX	minus	test	-1.63376741857361	chrX:20139911-20140110
EIF1AX	minus	test	-0.472911673116893	chrX:20139961-20140160
EIF1AX	minus	test	0.542015524688074	chrX:20140011-20140210
EIF1AX	minus	test	0.530116411005908	chrX:20140061-20140260
EIF1AX	minus	test	-0.642796997118276	chrX:20140111-20140310
EIF1AX	minus	test	0.101468910022838	chrX:20140161-20140360
EIF1AX	minus	test	0.403417426296116	chrX:20140211-20140410
EIF1AX	minus	test	-1.03617103319226	chrX:20140261-20140460
EIF1AX	minus	test	-0.0680541056251038	chrX:20140311-20140510
EIF1AX	minus	test	0.128621567515463	chrX:20140361-20140560
EIF1AX	minus	test	-1.09118969138032	chrX:20140411-20140610
EIF1AX	minus	test	-1.07116640484385	chrX:20140461-20140660
EIF1AX	minus	test	-0.939736981564798	chrX:20140511-20140710
EIF1AX	minus	test	-0.34622147852254	chrX:20140561-20140760
EIF1AX	minus	test	0.13166527143725	chrX:20140611-20140810
EIF1AX	minus	test	-0.605756287515309	chrX:20140661-20140860
EIF1AX	minus	test	-0.304255753474531	chrX:20140711-20140910
EIF1AX	minus	test	-0.91666773277609	chrX:20140761-20140960
EIF1AX	minus	test	-1.22372192821023	chrX:20140811-20141010
EIF1AX	minus	test	-0.18865823007076	chrX:20140861-20141060
EIF1AX	minus	test	-0.215529699668208	chrX:20140911-20141110
EIF1AX	minus	test	-0.233086420461357	chrX:20140961-20141160
EIF1AX	minus	test	-0.366727214162681	chrX:20141011-20141210
EIF1AX	minus	test	-0.88750208630564	chrX:20141061-20141260
EIF1AX	minus	test	-1.28958233195658	chrX:20141111-20141310
EIF1AX	minus	test	-1.02115122994382	chrX:20141161-20141360
EIF1AX	minus	test	-1.47940706476	chrX:20141211-20141410
EIF1AX	minus	test	-0.680914328527764	chrX:20141261-20141460
EIF1AX	minus	test	0.304214433302248	chrX:20141311-20141510
EIF1AX	minus	test	0.124922090940534	chrX:20141361-20141560
EIF1AX	minus	test	0.59820463655687	chrX:20141411-20141610
EIF1AX	minus	test	-0.346649342929739	chrX:20141461-20141660
EIF1AX	minus	test	-0.477884422710668	chrX:20141511-20141710
EIF1AX	minus	test	-0.263421099371246	chrX:20141561-20141760
EIF1AX	minus	test	-0.181814897076184	chrX:20141611-20141810
EIF1AX	minus	test	0.132236610794467	chrX:20141661-20141860
EIF1AX	minus	test	1.62029131522361	chrX:20141711-20141910
EIF1AX	minus	test	1.82354095119408	chrX:20141761-20141960
EIF1AX	minus	test	1.98210801245162	chrX:20141811-20142010
EIF1AX	minus	test	1.91062289382479	chrX:20141861-20142060
EIF1AX	minus	test	1.81985535614547	chrX:20141911-20142110
EIF1AX	minus	test	1.6471356218707	chrX:20141961-20142160
EIF1AX	minus	test	1.86528000353272	chrX:20142011-20142210
EIF1AX	minus	test	-0.0501288909562639	chrX:20142061-20142260
EIF1AX	minus	test	-1.00704176894234	chrX:20142111-20142310
EIF1AX	minus	test	-0.0858337635044988	chrX:20142161-20142360
EIF1AX	minus	test	-0.683133776869694	chrX:20142211-20142410
EIF1AX	minus	test	-0.162896981377862	chrX:20142261-20142460
EIF1AX	minus	test	-0.215492955711284	chrX:20142311-20142510
EIF1AX	minus	test	-0.409748591566376	chrX:20142361-20142560
EIF1AX	minus	test	0.0416682897689856	chrX:20142411-20142610
EIF1AX	minus	test	-0.56726586626352	chrX:20142461-20142660
EIF1AX	minus	test	-0.751367696961697	chrX:20142511-20142710
EIF1AX	minus	test	-0.427034898618533	chrX:20142561-20142760
EIF1AX	minus	test	-0.508021475961379	chrX:20142611-20142810
EIF1AX	minus	test	-0.334966765056033	chrX:20142661-20142860
EIF1AX	minus	test	-0.452666036715812	chrX:20142711-20142910
EIF1AX	minus	test	-0.690586260139787	chrX:20142761-20142960
EIF1AX	minus	test	-1.56152668155767	chrX:20142811-20143010
EIF1AX	minus	test	-2.17913114548193	chrX:20142861-20143060
ZFX	plus	test	-0.317854219361187	chrX:24146000-24146199
ZFX	plus	test	-1.87552730801827	chrX:24146050-24146249
ZFX	plus	test	-0.996739685507227	chrX:24146100-24146299
ZFX	plus	test	-1.35149512546725	chrX:24146150-24146349
ZFX	plus	test	-0.230466718091277	chrX:24146200-24146399
ZFX	plus	test	-0.476832284922993	chrX:24146250-24146449
ZFX	plus	test	-0.610827589919424	chrX:24146300-24146499
ZFX	plus	test	-0.240576760452727	chrX:24146350-24146549
ZFX	plus	test	-0.496123756657742	chrX:24146400-24146599
ZFX	plus	test	-1.20239242170866	chrX:24146450-24146649
ZFX	plus	test	-0.141904711825178	chrX:24146500-24146699
ZFX	plus	test	0.41017368143848	chrX:24146550-24146749
ZFX	plus	test	0.201812472239005	chrX:24146600-24146799
ZFX	plus	test	-0.431319811130756	chrX:24146650-24146849
ZFX	plus	test	-1.02524748028494	chrX:24146700-24146899
ZFX	plus	test	-1.84127749312297	chrX:24146750-24146949
ZFX	plus	test	-1.32891932560096	chrX:24146800-24146999
ZFX	plus	test	-1.52334419855353	chrX:24146850-24147049
ZFX	plus	test	-0.280132958829388	chrX:24146900-24147099
ZFX	plus	test	-1.24846840776953	chrX:24146950-24147149
ZFX	plus	test	-1.21106098622264	chrX:24147000-24147199
ZFX	plus	test	-1.36791727732681	chrX:24147050-24147249
ZFX	plus	test	-1.09107875487048	chrX:24147100-24147299
ZFX	plus	test	-2.22713285671652	chrX:24147150-24147349
ZFX	plus	test	-0.00925280694376243	chrX:24147200-24147399
ZFX	plus	test	-1.31890352873071	chrX:24147250-24147449
ZFX	plus	test	-1.14455056732163	chrX:24147300-24147499
ZFX	plus	test	-0.243610728775521	chrX:24147350-24147549
ZFX	plus	test	-0.168994228892727	chrX:24147400-24147599
ZFX	plus	test	-0.152087280736943	chrX:24147450-24147649
ZFX	plus	test	-0.285562524802631	chrX:24147500-24147699
ZFX	plus	test	-1.47637594344018	chrX:24147550-24147749
ZFX	plus	test	-0.180538379875615	chrX:24147600-24147799
ZFX	plus	test	-0.410160545441876	chrX:24147650-24147849
ZFX	plus	test	-0.767638318747092	chrX:24147700-24147899
ZFX	plus	test	-0.800457693739158	chrX:24147750-24147949
