gene	orientation	type	log2	coords
EEF1A1	minus	positive ctl	-1.44772012198457	chr6:73522347-73522546
EEF1A1	minus	negative ctl	-1.65309427451985	chr6:73522347-73522546_shuff
EEF1A1	minus	positive ctl	-1.42473053392241	chr6:73522397-73522596
EEF1A1	minus	negative ctl	-0.708633066024024	chr6:73522397-73522596_shuff
EEF1A1	minus	positive ctl	-1.36690710763891	chr6:73522447-73522646
EEF1A1	minus	negative ctl	-1.96319758288015	chr6:73522447-73522646_shuff
EEF1A1	minus	positive ctl	0.298440678434121	chr6:73522497-73522696
EEF1A1	minus	negative ctl	-1.43767413239447	chr6:73522497-73522696_shuff
EEF1A1	minus	positive ctl	-0.0475458886584595	chr6:73522547-73522746
EEF1A1	minus	negative ctl	-0.754853946997042	chr6:73522547-73522746_shuff
EEF1A1	minus	positive ctl	-1.15712606461076	chr6:73522597-73522796
EEF1A1	minus	negative ctl	-0.907149403657977	chr6:73522597-73522796_shuff
EEF1A1	minus	positive ctl	-0.705135305694323	chr6:73522647-73522846
EEF1A1	minus	negative ctl	-0.724718027284615	chr6:73522647-73522846_shuff
EEF1A1	minus	positive ctl	-0.502589656187795	chr6:73522697-73522896
EEF1A1	minus	negative ctl	-0.221712689803132	chr6:73522697-73522896_shuff
EEF1A1	minus	positive ctl	-1.17904544426675	chr6:73522747-73522946
EEF1A1	minus	negative ctl	1.55987324146976	chr6:73522747-73522946_shuff
EEF1A1	minus	positive ctl	-0.614282713098724	chr6:73522797-73522996
EEF1A1	minus	negative ctl	-1.66672384897224	chr6:73522797-73522996_shuff
EEF1A1	minus	positive ctl	-0.52241829555861	chr6:73522847-73523046
EEF1A1	minus	negative ctl	-0.581606470206113	chr6:73522847-73523046_shuff
EEF1A1	minus	positive ctl	-1.22114738654624	chr6:73522897-73523096
EEF1A1	minus	negative ctl	-2.42151715740431	chr6:73522897-73523096_shuff
EEF1A1	minus	positive ctl	-1.14062707036931	chr6:73522947-73523146
EEF1A1	minus	negative ctl	0.220449984621638	chr6:73522947-73523146_shuff
EEF1A1	minus	positive ctl	-2.34385633688936	chr6:73522997-73523196
EEF1A1	minus	negative ctl	-0.122327262387227	chr6:73522997-73523196_shuff
EEF1A1	minus	positive ctl	-1.20688246891318	chr6:73523047-73523246
EEF1A1	minus	negative ctl	0.0835615048483449	chr6:73523047-73523246_shuff
EEF1A1	minus	positive ctl	-0.293771974409407	chr6:73523097-73523296
EEF1A1	minus	negative ctl	0.195399246165686	chr6:73523097-73523296_shuff
EEF1A1	minus	positive ctl	-0.528835521997399	chr6:73523147-73523346
EEF1A1	minus	negative ctl	0.982031301998841	chr6:73523147-73523346_shuff
EEF1A1	minus	positive ctl	-0.834294906791494	chr6:73523197-73523396
EEF1A1	minus	negative ctl	0.0226942354300824	chr6:73523197-73523396_shuff
EEF1A1	minus	positive ctl	0.129074397852579	chr6:73523247-73523446
EEF1A1	minus	negative ctl	-0.282519345267229	chr6:73523247-73523446_shuff
EEF1A1	minus	positive ctl	-1.03995443333221	chr6:73523297-73523496
EEF1A1	minus	negative ctl	-0.665904778188468	chr6:73523297-73523496_shuff
EEF1A1	minus	positive ctl	0.634548917348489	chr6:73523347-73523546
EEF1A1	minus	negative ctl	0.141380608804965	chr6:73523347-73523546_shuff
EEF1A1	minus	positive ctl	0.0929695741893853	chr6:73523397-73523596
EEF1A1	minus	negative ctl	1.59396987111899	chr6:73523397-73523596_shuff
EEF1A1	minus	positive ctl	0.231477969388622	chr6:73523447-73523646
EEF1A1	minus	negative ctl	-0.5246643155236	chr6:73523447-73523646_shuff
EEF1A1	minus	positive ctl	0.885897485622407	chr6:73523497-73523696
EEF1A1	minus	negative ctl	-0.527076430347703	chr6:73523497-73523696_shuff
EEF1A1	minus	positive ctl	2.60967475909621	chr6:73523547-73523746
EEF1A1	minus	positive ctl	1.32608659772966	chr6:73523597-73523796
EEF1A1	minus	negative ctl	1.31599959198221	chr6:73523597-73523796_shuff
EEF1A1	minus	positive ctl	-0.320268797585733	chr6:73523647-73523846
EEF1A1	minus	negative ctl	-0.519903009306161	chr6:73523647-73523846_shuff
EEF1A1	minus	positive ctl	0.789040776167537	chr6:73523697-73523896
EEF1A1	minus	negative ctl	-0.150416085004375	chr6:73523697-73523896_shuff
EEF1A1	minus	positive ctl	2.07820978607395	chr6:73523747-73523946
EEF1A1	minus	negative ctl	-1.00091582269857	chr6:73523747-73523946_shuff
EEF1A1	minus	positive ctl	2.2136971626991	chr6:73523797-73523996
EEF1A1	minus	negative ctl	0.809374473210602	chr6:73523797-73523996_shuff
EEF1A1	minus	positive ctl	2.01379068204496	chr6:73523847-73524046
EEF1A1	minus	negative ctl	-1.11018189503269	chr6:73523847-73524046_shuff
EEF1A1	minus	positive ctl	-0.482038585478871	chr6:73523897-73524096
EEF1A1	minus	negative ctl	0.412284916029984	chr6:73523897-73524096_shuff
EEF1A1	minus	positive ctl	-2.65283812975223	chr6:73523947-73524146
EEF1A1	minus	negative ctl	-1.95682834280994	chr6:73523947-73524146_shuff
EEF1A1	minus	positive ctl	-0.0285339453296003	chr6:73523997-73524196
EEF1A1	minus	negative ctl	-0.888286929842011	chr6:73523997-73524196_shuff
EEF1A1	minus	positive ctl	-1.50923076287141	chr6:73524047-73524246
EEF1A1	minus	negative ctl	-2.42617065312062	chr6:73524047-73524246_shuff
EEF1A1	minus	positive ctl	-1.93035224731976	chr6:73524097-73524296
EEF1A1	minus	negative ctl	-1.28589088575199	chr6:73524097-73524296_shuff
EEF1A1	minus	positive ctl	-0.892897048357693	chr6:73524147-73524346
EEF1A1	minus	negative ctl	-2.40166958108927	chr6:73524147-73524346_shuff
ACTB	minus	positive ctl	-0.686288098865599	chr7:5528695-5528894
ACTB	minus	negative ctl	-0.568124218256534	chr7:5528695-5528894_shuff
ACTB	minus	positive ctl	-0.891568820110875	chr7:5528745-5528944
ACTB	minus	negative ctl	-0.537933733023268	chr7:5528745-5528944_shuff
ACTB	minus	positive ctl	-2.24810589690891	chr7:5528795-5528994
ACTB	minus	negative ctl	-1.09811359302212	chr7:5528795-5528994_shuff
ACTB	minus	positive ctl	-1.26793175921884	chr7:5528845-5529044
ACTB	minus	negative ctl	-1.02975905651329	chr7:5528845-5529044_shuff
ACTB	minus	positive ctl	-0.523286574492588	chr7:5528895-5529094
ACTB	minus	negative ctl	-1.15983752980238	chr7:5528895-5529094_shuff
ACTB	minus	positive ctl	-1.24222062209354	chr7:5528945-5529144
ACTB	minus	negative ctl	0.152111786657527	chr7:5528945-5529144_shuff
ACTB	minus	positive ctl	0.241964930249639	chr7:5528995-5529194
ACTB	minus	negative ctl	-0.541446593187362	chr7:5528995-5529194_shuff
ACTB	minus	positive ctl	-0.309628644691434	chr7:5529045-5529244
ACTB	minus	negative ctl	0.233113143938422	chr7:5529045-5529244_shuff
ACTB	minus	positive ctl	-0.131255073395384	chr7:5529095-5529294
ACTB	minus	negative ctl	1.67728084529835	chr7:5529095-5529294_shuff
ACTB	minus	positive ctl	-0.389880890383332	chr7:5529145-5529344
ACTB	minus	negative ctl	-0.880472765073263	chr7:5529145-5529344_shuff
ACTB	minus	positive ctl	0.0963479306971567	chr7:5529195-5529394
ACTB	minus	negative ctl	-0.333044804848515	chr7:5529195-5529394_shuff
ACTB	minus	positive ctl	-0.78203193166823	chr7:5529245-5529444
ACTB	minus	negative ctl	-1.29007140259317	chr7:5529245-5529444_shuff
ACTB	minus	positive ctl	-0.810005616058041	chr7:5529295-5529494
ACTB	minus	negative ctl	0.566653556435652	chr7:5529295-5529494_shuff
ACTB	minus	positive ctl	0.0402664627387485	chr7:5529345-5529544
ACTB	minus	negative ctl	-1.01828922804253	chr7:5529345-5529544_shuff
ACTB	minus	positive ctl	-0.387447710731953	chr7:5529395-5529594
ACTB	minus	negative ctl	0.166437331797079	chr7:5529395-5529594_shuff
ACTB	minus	positive ctl	-0.441335534886112	chr7:5529445-5529644
ACTB	minus	negative ctl	-0.855534067609155	chr7:5529445-5529644_shuff
ACTB	minus	positive ctl	-1.04045429248432	chr7:5529495-5529694
ACTB	minus	negative ctl	0.919815016501742	chr7:5529495-5529694_shuff
ACTB	minus	positive ctl	0.740663704631246	chr7:5529545-5529744
ACTB	minus	negative ctl	-0.0379280149895931	chr7:5529545-5529744_shuff
ACTB	minus	positive ctl	0.0942547067719295	chr7:5529595-5529794
ACTB	minus	negative ctl	-0.718076842189676	chr7:5529595-5529794_shuff
ACTB	minus	positive ctl	2.21848704699332	chr7:5529645-5529844
ACTB	minus	negative ctl	-1.00906412633832	chr7:5529645-5529844_shuff
ACTB	minus	positive ctl	3.03816005616959	chr7:5529695-5529894
ACTB	minus	negative ctl	0.0987481183843776	chr7:5529695-5529894_shuff
ACTB	minus	negative ctl	0.0308950565752792	chr7:5529745-5529944_shuff
ACTB	minus	negative ctl	-0.110335393485074	chr7:5529795-5529994_shuff
ACTB	minus	positive ctl	2.10464677929924	chr7:5529995-5530194
ACTB	minus	negative ctl	0.613000453795042	chr7:5529995-5530194_shuff
ACTB	minus	positive ctl	1.82610166424444	chr7:5530045-5530244
ACTB	minus	negative ctl	0.663308498447652	chr7:5530045-5530244_shuff
ACTB	minus	positive ctl	2.59735672001757	chr7:5530095-5530294
ACTB	minus	negative ctl	-1.29487353680091	chr7:5530095-5530294_shuff
ACTB	minus	positive ctl	-3.14770031388471	chr7:5530195-5530394
ACTB	minus	positive ctl	2.22330991571215	chr7:5530495-5530694
ACTB	minus	negative ctl	-0.840236489635053	chr7:5530495-5530694_shuff
ACTB	minus	positive ctl	3.03626854008426	chr7:5530545-5530744
ACTB	minus	negative ctl	0.232905378286606	chr7:5530545-5530744_shuff
TMSB4X	plus	test	-1.23383378177131	chrX:12974281-12974480
TMSB4X	plus	test	-1.39653554019207	chrX:12974331-12974530
TMSB4X	plus	test	-0.697216579121467	chrX:12974381-12974580
TMSB4X	plus	test	1.30875819476272	chrX:12974431-12974630
TMSB4X	plus	test	0.0438344604969801	chrX:12974481-12974680
TMSB4X	plus	test	0.00825972861975055	chrX:12974531-12974730
TMSB4X	plus	test	0.164240687413234	chrX:12974581-12974780
TMSB4X	plus	test	-0.558386215280962	chrX:12974631-12974830
TMSB4X	plus	test	-1.74852118491023	chrX:12974681-12974880
TMSB4X	plus	test	-2.15992463011149	chrX:12974731-12974930
TMSB4X	plus	test	0.151299471830752	chrX:12974781-12974980
TMSB4X	plus	test	0.223577230712492	chrX:12974831-12975030
TMSB4X	plus	test	1.52802838663842	chrX:12974881-12975080
TMSB4X	plus	test	2.37160693677312	chrX:12974931-12975130
TMSB4X	plus	test	1.5374183694253	chrX:12974981-12975180
TMSB4X	plus	test	0.962981778563349	chrX:12975031-12975230
TMSB4X	plus	test	0.797840303327474	chrX:12975081-12975280
TMSB4X	plus	test	-0.631493112268628	chrX:12975131-12975330
TMSB4X	plus	test	0.148159827992236	chrX:12975181-12975380
TMSB4X	plus	test	-1.50788612988861	chrX:12975231-12975430
TMSB4X	plus	test	-2.03565535516553	chrX:12975281-12975480
TMSB4X	plus	test	-1.35153004147465	chrX:12975331-12975530
TMSB4X	plus	test	-0.60905938988184	chrX:12975381-12975580
TMSB4X	plus	test	-0.358518724407407	chrX:12975431-12975630
TMSB4X	plus	test	-0.620105435594761	chrX:12975481-12975680
TMSB4X	plus	test	-0.732426171442721	chrX:12975531-12975730
TMSB4X	plus	test	0.198882572958134	chrX:12975581-12975780
TMSB4X	plus	test	-1.34186543100224	chrX:12975631-12975830
TMSB4X	plus	test	-0.711303996534788	chrX:12975681-12975880
TMSB4X	plus	test	-0.753647878798026	chrX:12975731-12975930
TMSB4X	plus	test	-0.883168970104381	chrX:12975781-12975980
TMSB4X	plus	test	-0.709515552955364	chrX:12975831-12976030
TMSB4X	plus	test	-0.513517144034449	chrX:12975881-12976080
TMSB4X	plus	test	0.979417413724629	chrX:12975931-12976130
TMSB4X	plus	test	0.623660552677013	chrX:12975981-12976180
TMSB4X	plus	test	0.6134462057451	chrX:12976031-12976230
TMSB4X	plus	test	-0.0697463777145667	chrX:12976081-12976280
TMSB4X	plus	test	0.651786485566359	chrX:12976131-12976330
TMSB4X	plus	test	-0.106971922122184	chrX:12976181-12976380
TMSB4X	plus	test	0.547900695946363	chrX:12976231-12976430
TMSB4X	plus	test	0.128392052929897	chrX:12976281-12976480
TXLNG	plus	test	-0.584048168638237	chrX:16785293-16785492
TXLNG	plus	test	-1.35827749760301	chrX:16785343-16785542
TXLNG	plus	test	-1.0245124595183	chrX:16785393-16785592
TXLNG	plus	test	-1.66229842073752	chrX:16785443-16785642
TXLNG	plus	test	-2.95643682569467	chrX:16785493-16785692
TXLNG	plus	test	-0.734405561169396	chrX:16785543-16785742
TXLNG	plus	test	-2.58465869968547	chrX:16785593-16785792
TXLNG	plus	test	0.787682688876852	chrX:16785643-16785842
TXLNG	plus	test	-0.17206105612735	chrX:16785693-16785892
TXLNG	plus	test	-1.05858280423018	chrX:16785743-16785942
TXLNG	plus	test	-1.74283983749827	chrX:16785793-16785992
TXLNG	plus	test	-1.14099492032911	chrX:16785843-16786042
TXLNG	plus	test	-0.742879929679628	chrX:16785893-16786092
TXLNG	plus	test	-0.900560889250556	chrX:16785943-16786142
TXLNG	plus	test	-0.671165144574302	chrX:16785993-16786192
TXLNG	plus	test	0.203318360979413	chrX:16786043-16786242
TXLNG	plus	test	1.12682075822042	chrX:16786093-16786292
TXLNG	plus	test	1.04877777705715	chrX:16786143-16786342
TXLNG	plus	test	1.80263147876981	chrX:16786193-16786392
TXLNG	plus	test	1.79551452960052	chrX:16786243-16786442
TXLNG	plus	test	1.63908378090429	chrX:16786293-16786492
TXLNG	plus	test	1.67406960014032	chrX:16786343-16786542
TXLNG	plus	test	0.99518694282056	chrX:16786393-16786592
TXLNG	plus	test	-0.999437254336446	chrX:16786443-16786642
TXLNG	plus	test	-0.234124484343544	chrX:16786493-16786692
TXLNG	plus	test	1.26618490159495	chrX:16786543-16786742
TXLNG	plus	test	-0.172288915520682	chrX:16786593-16786792
TXLNG	plus	test	-2.18730101718139	chrX:16786643-16786842
TXLNG	plus	test	0.324357458938289	chrX:16786693-16786892
TXLNG	plus	test	-2.12811448810876	chrX:16786743-16786942
TXLNG	plus	test	-0.408244342158697	chrX:16786793-16786992
TXLNG	plus	test	-1.58545550052412	chrX:16787143-16787342
TXLNG	plus	test	-0.401968275785018	chrX:16787193-16787392
TXLNG	plus	test	-1.00554457231028	chrX:16787243-16787442
TXLNG	plus	test	-1.25266415575265	chrX:16787293-16787492
TXLNG	plus	test	-0.876740596255151	chrX:16787343-16787542
TXLNG	plus	test	-1.30319190923618	chrX:16787393-16787592
TXLNG	plus	test	1.03226060179042	chrX:16787443-16787642
TXLNG	plus	test	-0.927105247056239	chrX:16787493-16787692
TXLNG	plus	test	-0.440919786597989	chrX:16787543-16787742
TXLNG	plus	test	0.0575061081939909	chrX:16787593-16787792
TXLNG	plus	test	-1.11465335882948	chrX:16787643-16787842
TXLNG	plus	test	-1.14029917998154	chrX:16787693-16787892
TXLNG	plus	test	-1.14173552990916	chrX:16787743-16787942
TXLNG	plus	test	-1.59608899950333	chrX:16787793-16787992
TXLNG	plus	test	0.0140229499575899	chrX:16787843-16788042
TXLNG	plus	test	-0.841709220316314	chrX:16787893-16788092
EIF1AX	minus	test	-0.8661633490889	chrX:20138961-20139160
EIF1AX	minus	test	-1.47121540341208	chrX:20139011-20139210
EIF1AX	minus	test	-1.66229250821266	chrX:20139061-20139260
EIF1AX	minus	test	-0.971235646669709	chrX:20139111-20139310
EIF1AX	minus	test	-1.12097264175407	chrX:20139161-20139360
EIF1AX	minus	test	-1.70205254648662	chrX:20139211-20139410
EIF1AX	minus	test	-1.94641231657917	chrX:20139261-20139460
EIF1AX	minus	test	-1.00590065879081	chrX:20139311-20139510
EIF1AX	minus	test	-1.03823964725287	chrX:20139361-20139560
EIF1AX	minus	test	-1.19878071072131	chrX:20139411-20139610
EIF1AX	minus	test	-0.944126438611731	chrX:20139461-20139660
EIF1AX	minus	test	-1.65053531021878	chrX:20139511-20139710
EIF1AX	minus	test	-1.73437805790516	chrX:20139561-20139760
EIF1AX	minus	test	-0.541532780949518	chrX:20139611-20139810
EIF1AX	minus	test	-0.135334442820854	chrX:20139661-20139860
EIF1AX	minus	test	-1.68223037852543	chrX:20139711-20139910
EIF1AX	minus	test	-0.861173698699196	chrX:20139761-20139960
EIF1AX	minus	test	-2.58223889137128	chrX:20139811-20140010
EIF1AX	minus	test	-2.6720139055006	chrX:20139861-20140060
EIF1AX	minus	test	-2.8695574798675	chrX:20139911-20140110
EIF1AX	minus	test	-2.15253040630415	chrX:20139961-20140160
EIF1AX	minus	test	-2.03474479851182	chrX:20140011-20140210
EIF1AX	minus	test	-1.27517206720619	chrX:20140061-20140260
EIF1AX	minus	test	-2.6485451286152	chrX:20140111-20140310
EIF1AX	minus	test	-1.36494117295693	chrX:20140161-20140360
EIF1AX	minus	test	-0.874050301472973	chrX:20140211-20140410
EIF1AX	minus	test	-1.89689114709956	chrX:20140261-20140460
EIF1AX	minus	test	-0.637671868861228	chrX:20140311-20140510
EIF1AX	minus	test	-1.58191050492889	chrX:20140361-20140560
EIF1AX	minus	test	-1.62981424962573	chrX:20140411-20140610
EIF1AX	minus	test	-1.57595343659661	chrX:20140461-20140660
EIF1AX	minus	test	-0.483858240399209	chrX:20140511-20140710
EIF1AX	minus	test	-0.388144161491626	chrX:20140561-20140760
EIF1AX	minus	test	-1.4007939859978	chrX:20140611-20140810
EIF1AX	minus	test	-0.505349686338055	chrX:20140661-20140860
EIF1AX	minus	test	-0.650961082524284	chrX:20140711-20140910
EIF1AX	minus	test	-1.26858896645246	chrX:20140761-20140960
EIF1AX	minus	test	-1.86134025200659	chrX:20140811-20141010
EIF1AX	minus	test	-1.2758465969821	chrX:20140861-20141060
EIF1AX	minus	test	-0.789137816478419	chrX:20140911-20141110
EIF1AX	minus	test	-0.572205849631537	chrX:20140961-20141160
EIF1AX	minus	test	-1.0110998664886	chrX:20141011-20141210
EIF1AX	minus	test	-1.49466599255338	chrX:20141061-20141260
EIF1AX	minus	test	-0.793165803894727	chrX:20141111-20141310
EIF1AX	minus	test	-1.51823992263757	chrX:20141161-20141360
EIF1AX	minus	test	-1.19019776191092	chrX:20141211-20141410
EIF1AX	minus	test	-0.309386917084546	chrX:20141261-20141460
EIF1AX	minus	test	0.376412380136085	chrX:20141311-20141510
EIF1AX	minus	test	0.198636242673003	chrX:20141361-20141560
EIF1AX	minus	test	0.104928672535411	chrX:20141411-20141610
EIF1AX	minus	test	-0.908798470285415	chrX:20141461-20141660
EIF1AX	minus	test	-0.0931487324326825	chrX:20141511-20141710
EIF1AX	minus	test	-0.0904526070408054	chrX:20141561-20141760
EIF1AX	minus	test	-0.300839423999181	chrX:20141611-20141810
EIF1AX	minus	test	0.757482993239098	chrX:20141661-20141860
EIF1AX	minus	test	2.03324802364027	chrX:20141711-20141910
EIF1AX	minus	test	1.69624857687847	chrX:20141761-20141960
EIF1AX	minus	test	2.30980848300298	chrX:20141811-20142010
EIF1AX	minus	test	1.69800107977596	chrX:20141861-20142060
EIF1AX	minus	test	1.97092765340123	chrX:20141911-20142110
EIF1AX	minus	test	1.78703360971409	chrX:20141961-20142160
EIF1AX	minus	test	2.30281464121168	chrX:20142011-20142210
EIF1AX	minus	test	0.0510643660000856	chrX:20142061-20142260
EIF1AX	minus	test	-1.17885293042152	chrX:20142111-20142310
EIF1AX	minus	test	-2.24014440391023	chrX:20142161-20142360
EIF1AX	minus	test	-0.586465503968741	chrX:20142211-20142410
EIF1AX	minus	test	0.308798669875397	chrX:20142261-20142460
EIF1AX	minus	test	-0.0390159350283608	chrX:20142311-20142510
EIF1AX	minus	test	-1.25112725766813	chrX:20142361-20142560
EIF1AX	minus	test	1.22620634592944	chrX:20142411-20142610
EIF1AX	minus	test	-1.44058731107925	chrX:20142461-20142660
EIF1AX	minus	test	-0.464150427298346	chrX:20142511-20142710
EIF1AX	minus	test	-0.356151628532017	chrX:20142561-20142760
EIF1AX	minus	test	-1.02420671166002	chrX:20142611-20142810
EIF1AX	minus	test	-0.812299540837314	chrX:20142661-20142860
EIF1AX	minus	test	-0.116349788530352	chrX:20142711-20142910
EIF1AX	minus	test	-1.5426757738562	chrX:20142761-20142960
EIF1AX	minus	test	-1.09295643550719	chrX:20142811-20143010
EIF1AX	minus	test	-1.59529639558346	chrX:20142861-20143060
ZFX	plus	test	-0.764005940865193	chrX:24146000-24146199
ZFX	plus	test	-0.0690887506325199	chrX:24146050-24146249
ZFX	plus	test	-2.06300862126323	chrX:24146100-24146299
ZFX	plus	test	-1.73434797904847	chrX:24146150-24146349
ZFX	plus	test	-1.3354429270701	chrX:24146200-24146399
ZFX	plus	test	-0.606260200686159	chrX:24146250-24146449
ZFX	plus	test	-1.70116808353268	chrX:24146300-24146499
ZFX	plus	test	-1.01516304302813	chrX:24146350-24146549
ZFX	plus	test	-1.16655209303301	chrX:24146400-24146599
ZFX	plus	test	-1.84240365309642	chrX:24146450-24146649
ZFX	plus	test	-1.16428912205194	chrX:24146500-24146699
ZFX	plus	test	-0.0736643161280267	chrX:24146550-24146749
ZFX	plus	test	0.400984164700911	chrX:24146600-24146799
ZFX	plus	test	-0.397938702094786	chrX:24146650-24146849
ZFX	plus	test	-1.97853845522063	chrX:24146700-24146899
ZFX	plus	test	-1.38726743400484	chrX:24146750-24146949
ZFX	plus	test	-2.01536344591052	chrX:24146800-24146999
ZFX	plus	test	-1.73165075462204	chrX:24146850-24147049
ZFX	plus	test	0.00203452374011293	chrX:24146900-24147099
ZFX	plus	test	-1.51390205300851	chrX:24146950-24147149
ZFX	plus	test	-1.76001958586901	chrX:24147000-24147199
ZFX	plus	test	-1.89746568823151	chrX:24147050-24147249
ZFX	plus	test	0.782588270093095	chrX:24147100-24147299
ZFX	plus	test	-1.62898645379697	chrX:24147150-24147349
ZFX	plus	test	-0.902415141686498	chrX:24147200-24147399
ZFX	plus	test	-1.47401857181669	chrX:24147250-24147449
ZFX	plus	test	-1.45283648892845	chrX:24147300-24147499
ZFX	plus	test	-0.606811584143549	chrX:24147350-24147549
ZFX	plus	test	-1.06702899101279	chrX:24147400-24147599
ZFX	plus	test	-1.13763033244636	chrX:24147450-24147649
ZFX	plus	test	-0.740280979442989	chrX:24147500-24147699
ZFX	plus	test	0.205100053266194	chrX:24147550-24147749
ZFX	plus	test	-1.09525583487773	chrX:24147600-24147799
ZFX	plus	test	-0.893797510515823	chrX:24147650-24147849
ZFX	plus	test	-1.34304181453071	chrX:24147700-24147899
ZFX	plus	test	-0.300582191153947	chrX:24147750-24147949
ZFX	plus	test	-0.706346590473239	chrX:24147800-24147999
ZFX	plus	test	-0.215589585886811	chrX:24147850-24148049
ZFX	plus	test	-1.09183678473055	chrX:24147900-24148099
