pair	type_of_gene	name	gene_expression
DDX3X_DDX3Y	X_gene	Xgene	106.420230713708
DDX3X_DDX3Y	X_gene	Xgene	86.4086666931182
DDX3X_DDX3Y	Y_gene	Ygene	68.5000372888028
DDX3X_DDX3Y	Y_gene	Ygene	38.4179988221047
DDX3X_DDX3Y	Y_gene	Ygene	67.4888661578441
DDX3X_DDX3Y	Y_gene	Ygene	41.5171664414061
DDX3X_DDX3Y	Y_gene	Ygene	43.7063366294001
DDX3X_DDX3Y	Y_gene	Ygene	82.5783011669942
DDX3X_DDX3Y	Y_gene	Ygene	41.5065576514002
DDX3X_DDX3Y	Y_gene	Ygene	67.1479666003792
DDX3X_DDX3Y	Y_gene	Ygene	42.8836318983116
DDX3X_DDX3Y	Y_gene	Ygene	62.2053497859699
DDX3X_DDX3Y	Y_gene	Ygene	50.8913673225736
DDX3X_DDX3Y	Y_gene	Ygene	43.3228054657765
DDX3X_DDX3Y	Y_gene	Ygene	71.6174102140313
DDX3X_DDX3Y	Y_gene	Ygene	71.1931989809676
DDX3X_DDX3Y	Y_gene	Ygene	69.0858990864547
DDX3X_DDX3Y	Y_gene	Ygene	50.1667808926868
DDX3X_DDX3Y	Y_gene	Ygene	63.2754599886716
EIF1AX_EIF1AY	X_gene	Xgene	76.2809000154401
EIF1AX_EIF1AY	X_gene	Xgene	69.7393611442972
EIF1AX_EIF1AY	X_gene	Xgene	65.6824288319366
EIF1AX_EIF1AY	X_gene	Xgene	82.9616368763648
EIF1AX_EIF1AY	X_gene	Xgene	56.8025825170106
EIF1AX_EIF1AY	X_gene	Xgene	72.6875750751692
EIF1AX_EIF1AY	X_gene	Xgene	62.7702485218503
EIF1AX_EIF1AY	X_gene	Xgene	62.1416799776603
EIF1AX_EIF1AY	X_gene	Xgene	108.167579445554
EIF1AX_EIF1AY	X_gene	Xgene	64.3067463731303
EIF1AX_EIF1AY	X_gene	Xgene	88.8135585332669
EIF1AX_EIF1AY	X_gene	Xgene	73.2663985527653
EIF1AX_EIF1AY	X_gene	Xgene	62.2145342797936
EIF1AX_EIF1AY	X_gene	Xgene	60.2853284672708
EIF1AX_EIF1AY	X_gene	Xgene	63.1972993310385
EIF1AX_EIF1AY	X_gene	Xgene	89.7200246881667
EIF1AX_EIF1AY	X_gene	Xgene	101.068316742132
EIF1AX_EIF1AY	Y_gene	Ygene	95.5377502380238
EIF1AX_EIF1AY	Y_gene	Ygene	90.7875758022242
EIF1AX_EIF1AY	Y_gene	Ygene	96.4670054638839
EIF1AX_EIF1AY	Y_gene	Ygene	102.758906461473
EIF1AX_EIF1AY	Y_gene	Ygene	96.4452126144773
EIF1AX_EIF1AY	Y_gene	Ygene	139.450168099701
EIF1AX_EIF1AY	Y_gene	Ygene	90.686297355302
EIF1AX_EIF1AY	Y_gene	Ygene	81.7487859663496
EIF1AX_EIF1AY	Y_gene	Ygene	108.523717124134
EIF1AX_EIF1AY	Y_gene	Ygene	72.297088468851
EIF1AX_EIF1AY	Y_gene	Ygene	92.809033392453
EIF1AX_EIF1AY	Y_gene	Ygene	94.7780437321309
EIF1AX_EIF1AY	Y_gene	Ygene	65.6609873926588
EIF1AX_EIF1AY	Y_gene	Ygene	87.8775242731838
EIF1AX_EIF1AY	Y_gene	Ygene	141.87005641165
EIF1AX_EIF1AY	Y_gene	Ygene	120.112678295413
EIF1AX_EIF1AY	Y_gene	Ygene	81.8817466329446
KDM5C_KDM5D	X_gene	Xgene	17.2594315433166
KDM5C_KDM5D	X_gene	Xgene	20.4101865118962
KDM5C_KDM5D	X_gene	Xgene	17.5006178538123
KDM5C_KDM5D	X_gene	Xgene	17.3918677707853
KDM5C_KDM5D	X_gene	Xgene	17.4280317525515
KDM5C_KDM5D	X_gene	Xgene	13.2262899621826
KDM5C_KDM5D	X_gene	Xgene	15.4784942761975
KDM5C_KDM5D	X_gene	Xgene	15.260783833582
KDM5C_KDM5D	X_gene	Xgene	15.3011431496566
KDM5C_KDM5D	X_gene	Xgene	14.9282441268964
KDM5C_KDM5D	X_gene	Xgene	14.7436091958875
KDM5C_KDM5D	X_gene	Xgene	16.05699364813
KDM5C_KDM5D	X_gene	Xgene	14.1701442978236
KDM5C_KDM5D	X_gene	Xgene	13.2119179954665
KDM5C_KDM5D	X_gene	Xgene	17.986028313845
KDM5C_KDM5D	X_gene	Xgene	17.299769038285
KDM5C_KDM5D	X_gene	Xgene	14.0508665563438
KDM5C_KDM5D	Y_gene	Ygene	3.21051264500462
KDM5C_KDM5D	Y_gene	Ygene	4.096038482588
KDM5C_KDM5D	Y_gene	Ygene	4.35994883952238
KDM5C_KDM5D	Y_gene	Ygene	4.68154053677144
KDM5C_KDM5D	Y_gene	Ygene	4.21898463665312
KDM5C_KDM5D	Y_gene	Ygene	6.15360902248264
KDM5C_KDM5D	Y_gene	Ygene	3.34000413876585
KDM5C_KDM5D	Y_gene	Ygene	5.38686626362861
KDM5C_KDM5D	Y_gene	Ygene	4.91026564994336
KDM5C_KDM5D	Y_gene	Ygene	5.13047900989001
KDM5C_KDM5D	Y_gene	Ygene	3.03552073038715
KDM5C_KDM5D	Y_gene	Ygene	3.29716642042431
KDM5C_KDM5D	Y_gene	Ygene	3.85418570949821
KDM5C_KDM5D	Y_gene	Ygene	7.22305441120624
KDM5C_KDM5D	Y_gene	Ygene	6.47543222494164
KDM5C_KDM5D	Y_gene	Ygene	4.91891876162923
KDM5C_KDM5D	Y_gene	Ygene	6.76331819674157
KDM6A_UTY	X_gene	Xgene	4.90266936105948
KDM6A_UTY	X_gene	Xgene	6.08909597524295
KDM6A_UTY	X_gene	Xgene	6.8159913269641
KDM6A_UTY	X_gene	Xgene	7.02626042678783
KDM6A_UTY	X_gene	Xgene	6.26336448755371
KDM6A_UTY	X_gene	Xgene	5.5375219606
KDM6A_UTY	X_gene	Xgene	6.78895580811164
KDM6A_UTY	X_gene	Xgene	5.71544447538776
KDM6A_UTY	X_gene	Xgene	5.91898902603781
KDM6A_UTY	X_gene	Xgene	6.0472814735073
KDM6A_UTY	X_gene	Xgene	6.81870812054712
KDM6A_UTY	X_gene	Xgene	7.05633369086252
KDM6A_UTY	X_gene	Xgene	6.96849198144161
KDM6A_UTY	X_gene	Xgene	7.4739510351775
KDM6A_UTY	X_gene	Xgene	6.30546238319993
KDM6A_UTY	X_gene	Xgene	6.52494345847582
KDM6A_UTY	X_gene	Xgene	4.66688238281031
RPS4X_RPS4Y1	X_gene	Xgene	683.00621141575
RPS4X_RPS4Y1	X_gene	Xgene	758.56519456317
RPS4X_RPS4Y1	X_gene	Xgene	1169.14621424721
RPS4X_RPS4Y1	X_gene	Xgene	682.602996666064
RPS4X_RPS4Y1	X_gene	Xgene	616.37959173361
RPS4X_RPS4Y1	X_gene	Xgene	643.204983185951
RPS4X_RPS4Y1	X_gene	Xgene	1015.50518492796
RPS4X_RPS4Y1	X_gene	Xgene	838.76449048345
RPS4X_RPS4Y1	X_gene	Xgene	732.917052749222
RPS4X_RPS4Y1	X_gene	Xgene	773.941974550974
RPS4X_RPS4Y1	X_gene	Xgene	760.972071680534
RPS4X_RPS4Y1	X_gene	Xgene	539.864348372495
RPS4X_RPS4Y1	X_gene	Xgene	573.583512883982
RPS4X_RPS4Y1	X_gene	Xgene	461.621723276361
RPS4X_RPS4Y1	X_gene	Xgene	1302.59381073548
RPS4X_RPS4Y1	X_gene	Xgene	1514.31386896974
RPS4X_RPS4Y1	X_gene	Xgene	1113.85320772645
RPS4X_RPS4Y1	Y_gene	Ygene	164.056705979186
RPS4X_RPS4Y1	Y_gene	Ygene	287.288758123405
RPS4X_RPS4Y1	Y_gene	Ygene	198.968485514808
RPS4X_RPS4Y1	Y_gene	Ygene	243.010776496215
RPS4X_RPS4Y1	Y_gene	Ygene	211.766660300571
RPS4X_RPS4Y1	Y_gene	Ygene	187.85568569919
RPS4X_RPS4Y1	Y_gene	Ygene	176.651001633146
RPS4X_RPS4Y1	Y_gene	Ygene	148.784220728869
RPS4X_RPS4Y1	Y_gene	Ygene	149.402896731076
RPS4X_RPS4Y1	Y_gene	Ygene	248.859393063692
RPS4X_RPS4Y1	Y_gene	Ygene	158.683248303245
RPS4X_RPS4Y1	Y_gene	Ygene	257.232510797079
RPS4X_RPS4Y1	Y_gene	Ygene	203.222421705099
RPS4X_RPS4Y1	Y_gene	Ygene	116.330048036487
RPS4X_RPS4Y1	Y_gene	Ygene	213.462592667644
RPS4X_RPS4Y1	Y_gene	Ygene	204.77224301889
RPS4X_RPS4Y1	Y_gene	Ygene	218.607238758066
USP9X_USP9Y	X_gene	Xgene	27.6120649822067
USP9X_USP9Y	X_gene	Xgene	34.1001407898658
USP9X_USP9Y	X_gene	Xgene	26.1867463374335
USP9X_USP9Y	X_gene	Xgene	35.7786841161281
USP9X_USP9Y	X_gene	Xgene	29.4346152727505
USP9X_USP9Y	X_gene	Xgene	26.0908532613829
USP9X_USP9Y	X_gene	Xgene	25.8077307824754
USP9X_USP9Y	X_gene	Xgene	33.3876896002202
USP9X_USP9Y	X_gene	Xgene	28.9254109042164
USP9X_USP9Y	X_gene	Xgene	20.6806777073194
USP9X_USP9Y	X_gene	Xgene	27.5060437362419
USP9X_USP9Y	X_gene	Xgene	23.6514136456709
USP9X_USP9Y	X_gene	Xgene	15.5525596076113
USP9X_USP9Y	X_gene	Xgene	15.5178566218349
USP9X_USP9Y	X_gene	Xgene	23.7077359173128
USP9X_USP9Y	X_gene	Xgene	26.9160115790739
USP9X_USP9Y	X_gene	Xgene	15.7367295930483
USP9X_USP9Y	Y_gene	Ygene	5.50803063620024
USP9X_USP9Y	Y_gene	Ygene	3.77415573605795
USP9X_USP9Y	Y_gene	Ygene	4.9142712192425
USP9X_USP9Y	Y_gene	Ygene	2.42690653740084
USP9X_USP9Y	Y_gene	Ygene	2.87701871437668
USP9X_USP9Y	Y_gene	Ygene	3.56021680874343
USP9X_USP9Y	Y_gene	Ygene	5.22997826993454
USP9X_USP9Y	Y_gene	Ygene	5.81270157379851
USP9X_USP9Y	Y_gene	Ygene	2.22448838068284
USP9X_USP9Y	Y_gene	Ygene	5.05303069840953
USP9X_USP9Y	Y_gene	Ygene	3.43679867432193
USP9X_USP9Y	Y_gene	Ygene	4.72393080177508
USP9X_USP9Y	Y_gene	Ygene	3.95779716687661
USP9X_USP9Y	Y_gene	Ygene	1.93840578202886
USP9X_USP9Y	Y_gene	Ygene	3.56898939085221
USP9X_USP9Y	Y_gene	Ygene	2.8702557584488
USP9X_USP9Y	Y_gene	Ygene	5.10125435273204
KDM6A_UTY	Y_gene	Ygene	6.91002557921235
KDM6A_UTY	Y_gene	Ygene	8.28018654788703
KDM6A_UTY	Y_gene	Ygene	6.71737106495873
KDM6A_UTY	Y_gene	Ygene	7.47979135260298
KDM6A_UTY	Y_gene	Ygene	10.0958488010171
KDM6A_UTY	Y_gene	Ygene	7.5573789785976
KDM6A_UTY	Y_gene	Ygene	9.20234224507668
KDM6A_UTY	Y_gene	Ygene	9.54764539614332
KDM6A_UTY	Y_gene	Ygene	9.69459596766852
KDM6A_UTY	Y_gene	Ygene	6.21510221527375
KDM6A_UTY	Y_gene	Ygene	8.13455518077823
KDM6A_UTY	Y_gene	Ygene	8.21887790156671
KDM6A_UTY	Y_gene	Ygene	6.98583729806164
KDM6A_UTY	Y_gene	Ygene	6.92320874459581
KDM6A_UTY	Y_gene	Ygene	8.11628104524039
KDM6A_UTY	Y_gene	Ygene	5.98246794043929
KDM6A_UTY	Y_gene	Ygene	7.26886408265715
ZFX_ZFY	X_gene	Xgene	9.34510672482771
ZFX_ZFY	X_gene	Xgene	5.48219331502606
ZFX_ZFY	X_gene	Xgene	5.89474947155317
ZFX_ZFY	X_gene	Xgene	7.27554591125646
ZFX_ZFY	X_gene	Xgene	5.04140945593972
ZFX_ZFY	X_gene	Xgene	9.07409753701645
ZFX_ZFY	X_gene	Xgene	7.88011600001562
ZFX_ZFY	X_gene	Xgene	3.93144422529229
ZFX_ZFY	X_gene	Xgene	6.89463522826367
ZFX_ZFY	X_gene	Xgene	5.33509177045425
ZFX_ZFY	X_gene	Xgene	6.7932552147426
ZFX_ZFY	X_gene	Xgene	7.30376802201148
ZFX_ZFY	X_gene	Xgene	8.20352322494018
ZFX_ZFY	X_gene	Xgene	5.77939367268347
ZFX_ZFY	X_gene	Xgene	9.18968972269144
ZFX_ZFY	X_gene	Xgene	7.76986038855675
ZFX_ZFY	X_gene	Xgene	4.96136157807201
ZFX_ZFY	Y_gene	Ygene	5.80109158971776
ZFX_ZFY	Y_gene	Ygene	8.49057748742243
ZFX_ZFY	Y_gene	Ygene	7.06205062688926
ZFX_ZFY	Y_gene	Ygene	8.23421050557005
ZFX_ZFY	Y_gene	Ygene	9.26888870330882
ZFX_ZFY	Y_gene	Ygene	5.87503619385286
ZFX_ZFY	Y_gene	Ygene	7.13168498903492
ZFX_ZFY	Y_gene	Ygene	8.63838113150288
ZFX_ZFY	Y_gene	Ygene	7.42423098914659
ZFX_ZFY	Y_gene	Ygene	7.49037298111978
ZFX_ZFY	Y_gene	Ygene	9.8861837843047
ZFX_ZFY	Y_gene	Ygene	6.723762869801
ZFX_ZFY	Y_gene	Ygene	6.15808426422636
ZFX_ZFY	Y_gene	Ygene	5.94905747106543
ZFX_ZFY	Y_gene	Ygene	9.87855548282339
ZFX_ZFY	Y_gene	Ygene	10.0954317292781
ZFX_ZFY	Y_gene	Ygene	7.24726920277874
