name	dna_count	rna_count	ratio	log2	n_obs_bc
chrX:44876315-44876514	9.124529687137576	6.022635179538677	0.6600488338624735	-0.5993553283481858	84.0
chrX:3711606-3711805	7.464943642425742	12.90149438314173	1.7282775331106686	0.7893349093371608	61.0
chr6:73522697-73522896	4.0783356375006985	1.5396602653507914	0.3775217152785228	-1.4053684633672585	35.0
chrX:41336374-41336573	10.715425285978394	3.436749303055177	0.32072915552426223	-1.640572588571519	60.0
chr7:5529495-5529694_shuff	6.510297866299165	9.189793858474653	1.411578094766756	0.49730894728993913	106.0
chrX:53223710-53223909	3.546245090526625	2.9999453899031305	0.8459498182788128	-0.24135600963616727	47.0
chrY:13478912-13479111	6.177478980331941	5.378535653651805	0.8706683860481214	-0.19980475482381613	79.0
chrX:3712606-3712805	6.885595252453999	4.989097556821901	0.7245702621053431	-0.4648024991341758	81.0
chrY:19744183-19744382	12.7746924761311	3.8345049846162915	0.3001641716057651	-1.7361763115711926	48.0
chrX:20140311-20140510	6.546490270285446	5.842958125641259	0.8925329274775641	-0.16402270061138258	66.0
chrX:53225610-53225809_shuff	4.857892761313049	4.3194064956823555	0.8891522946082604	-0.16949754888228602	73.0
chrY:2934271-2934470	7.293726738042619	9.933231905634827	1.3618870383263848	0.44560704402187284	41.0
chrX:6229148-6229347	11.312779721703992	3.475778030580045	0.3072434994832998	-1.7025456078448895	38.0
chrX:20142061-20142260	5.144054565399637	5.051602496671332	0.9820273934592056	-0.02616482609430163	31.0
chrX:41088251-41088450	11.509149287728215	4.913919247306895	0.4269576425206707	-1.227835144377686	47.0
chrY:2935621-2935820	5.247968202360305	4.3712247303507485	0.8329365883704791	-0.2637214277787605	83.0
chrX:3712556-3712755	10.568642418875353	4.472706203492285	0.4232053679386611	-1.2405701681694228	56.0
chrX:53223010-53223209	5.793120351981364	5.768049281562358	0.9956722683293759	-0.006257146432066297	76.0
chrX:24153250-24153449	7.582919408269501	6.423027167574513	0.8470388278912636	-0.23949999130124433	98.0
chrX:6227048-6227247	6.914949902872147	10.245654688042015	1.4816672328727138	0.5672214696471627	86.0
chrY:12702356-12702555	11.658978252648248	4.511568056596152	0.3869608432944271	-1.369740507957038	55.0
chrY:19745533-19745732	22.070992861768485	5.546691345767978	0.2513113651255804	-1.9924521787839609	19.0
chrX:53225060-53225259	7.067884837840578	11.135551352886663	1.5755139774304618	0.6558225535177262	43.0
chrX:41336574-41336773	5.936512229734745	3.719674669745784	0.6265757612887098	-0.6744391338999818	25.0
chrY:19568808-19569007	12.29510073150228	3.065268872478042	0.24930815447686952	-2.003998023004837	38.0
chrY:19566358-19566557	7.446045529359172	8.412211595070364	1.1297555946846785	0.17601070142480985	62.0
chrX:41336674-41336873	9.08967155658895	4.0882622694267265	0.4497700762865534	-1.152740414716638	42.0
chr6:73520897-73521096_shuff	7.959293630534511	3.8994988021204873	0.4899302605397929	-1.0293516924635013	91.0
chrY:20574688-20574887	5.1270505157151645	2.616676852904892	0.5103668951348134	-0.9703933429275662	34.0
chrY:14526328-14526527	15.094681683337342	3.2294952607725746	0.2139492126115874	-2.2246597254069065	52.0
chrY:19745133-19745332_shuff	6.543951497040271	3.2835496005344065	0.5017686335266246	-0.9949058068225406	45.0
chrX:41332874-41333073	14.74589105645468	6.789776123094355	0.4604520742150936	-1.118877092512989	80.0
chrY:7274612-7274811	7.091537157196422	5.507529063296474	0.7766340274629299	-0.3646931759791581	70.0
chrY:2841521-2841720	3.517795162436971	9.239388713643075	2.6264714933664415	1.393125926163272	63.0
chrX:41333024-41333223	11.3329973988193	18.94268459747262	1.6714628911364717	0.7411113254203613	65.0
chrY:14525578-14525777	8.564165887594966	4.104784329018064	0.4792976202111834	-1.0610063181227412	48.0
chrY:14523278-14523477	9.322349409701824	2.480201317277652	0.266048954858578	-1.91023635880986	23.0
chrX:20139261-20139460	8.425002517874747	2.6110042612591062	0.30991139239656235	-1.6900723052683966	36.0
chrX:24151400-24151599	14.811568153918905	3.7762620125918147	0.2549535588230525	-1.9716936186171639	57.0
chr7:5530495-5530694_shuff	5.080279686852082	5.0296080353159205	0.9900258145890469	-0.014461951418294351	50.0
chrX:53225610-53225809	11.64211277701209	5.180377998411919	0.44496888989435185	-1.1682236216489679	77.0
chrX:41333524-41333723	4.083080953691714	3.5028203034469816	0.8578865673187082	-0.22114119260006604	34.0
chrY:13703937-13704136	8.165283145125832	6.908899241552915	0.8461310059623713	-0.24104704262963386	59.0
chrY:13704287-13704486	4.412089542935468	2.714350215985257	0.615207418065984	-0.7008551957123199	34.0
chr6:73523197-73523396	8.02933862387581	4.521121033424145	0.563075147930649	-0.828600617853622	79.0
chrY:14522578-14522777	11.161362225010613	5.513268472993414	0.4939601781437724	-1.0175333549199341	77.0
chrX:3712356-3712555	4.157007984878064	3.9691004075107594	0.9547973980201975	-0.06673346004336672	56.0
chrX:6226348-6226547	9.369821675139319	12.747155949655836	1.3604480844579467	0.4440819035011309	91.0
chrX:41335774-41335973	7.952523818033742	2.862194182370201	0.3599101678739614	-1.474291234263709	63.0
chrX:24147500-24147699	5.983938796065857	4.484009189017593	0.7493407506048703	-0.41630618472472497	60.0
chr7:5528895-5529094_shuff	4.831740548697463	1.5511481505288875	0.32103299730095086	-1.6392065028487428	91.0
chrY:20576688-20576887	9.196397058317434	4.671490912584593	0.5079696845363575	-0.9771856948861957	81.0
chrX:41085701-41085900	6.475511199995452	13.056123330649454	2.0162305225660986	1.011660596551147	39.0
chr6:73520897-73521096	5.402973291309832	9.922502565806598	1.8364892866981222	0.8769504800213416	81.0
chrX:12976181-12976380	4.739324630168438	4.130571617116944	0.8715527927383487	-0.19834003923976284	43.0
chrX:6225698-6225897	9.632991867761831	5.931487794211581	0.6157472024929392	-0.6995899267043061	21.0
chrY:13703787-13703986	7.325713684219096	7.394470063736789	1.009385621999643	0.013477441701872548	69.0
chrX:6226748-6226947	7.391555686899431	4.499936410652941	0.6087942242833253	-0.7159734230323203	88.0
chrY:19567258-19567457	7.772717747705119	26.142091454578065	3.363314133244639	1.7498835327476987	66.0
chrX:53223210-53223409	5.803785330289456	12.795888850771423	2.2047488186702533	1.1406143026306856	71.0
chrX:20140411-20140610	8.422716548488433	3.986426163730465	0.47329458860228196	-1.0791896677218875	47.0
chrX:6227398-6227597	8.557803120271172	5.362371624438739	0.6266060984432674	-0.6743692840819311	75.0
chrX:53223210-53223409_shuff	8.105703064060858	7.569478528119547	0.9338460178341804	-0.09874341178448241	62.0
chrX:72275777-72275976	9.610526119611128	2.8121208310036376	0.2926084166469572	-1.7729568268457285	45.0
chrY:12906865-12907064	9.741915521252082	8.33542407401156	0.8556247542721708	-0.22494987284596646	40.0
chrY:9466923-9467122	6.322125832527034	18.12992176465808	2.8676939126046026	1.5198910441466902	84.0
chrX:41335224-41335423	12.126191903294322	2.9272442099276	0.2413984730962699	-2.0505115441606505	57.0
chrX:20140661-20140860	8.760225870276987	5.2049880804967055	0.59416140149502	-0.7510732084626749	33.0
chrY:12701006-12701205	6.937858325863258	4.3275761695594275	0.6237625454856719	-0.6809311677994664	86.0
chrX:44874765-44874964	9.654082161944123	3.75129090074875	0.3885704345397161	-1.363751961245664	27.0
chrX:44873615-44873814	2.9909161638516935	2.763269741768934	0.9238873944933325	-0.11421107149912679	53.0
chrY:9466773-9466972_shuff	10.031949932710186	7.086289477936147	0.7063720937073844	-0.5014997466139319	20.0
chrY:7272712-7272911	9.833525414945123	4.560917336892958	0.4638130420613155	-1.1083847068727457	59.0
chrX:53224560-53224759_shuff	6.382352636665246	8.035615471516936	1.2590365855615764	0.3323202060445149	53.0
chrX:6225748-6225947	10.599481408361353	4.5411352899616695	0.4284299500142918	-1.2228687575938397	58.0
chrX:20140111-20140310	11.00582528171602	6.148663203252836	0.5586735247803372	-0.8399226414705508	50.0
chrY:12661731-12661930	6.8698118249785525	4.181438924034606	0.6086686259485223	-0.7162710914094252	119.0
chr7:5529095-5529294	4.8344706164226405	2.845134916931519	0.588510127099879	-0.7648608534705995	76.0
chrX:20142161-20142360	6.404960110129882	7.1924416307065	1.122948700231741	0.16729202247427447	12.0
chrX:6226848-6227047	7.2605930791496744	4.7828290543545	0.6587380675677037	-0.6022231709903592	60.0
chrX:53224360-53224559_shuff	5.444160013056069	4.426805163434306	0.8131291425707613	-0.29844359307867263	80.0
chrX:12975781-12975980	10.924772386427211	4.107235054308373	0.37595612146676355	-1.411363802761798	58.0
chrX:41335674-41335873	13.5910582845592	4.599633808498287	0.33843087949405165	-1.5630668844069084	57.0
chrY:19567958-19568157	7.279787750508346	4.162976798701986	0.5718541448425177	-0.8062808698158372	115.0
chrY:13478162-13478361	8.534729048417752	4.508249388970341	0.5282240787487124	-0.9207780275747364	36.0
chr6:73521197-73521396_shuff	4.82979998573428	5.11374154943323	1.0587895077513818	0.08241580339319994	85.0
chr7:5529245-5529444	4.55813983014784	3.6912702463367695	0.8098194403608381	-0.304327818413456	39.0
chrX:41331874-41332073	6.364325805353182	3.98289233896889	0.625815280484036	-0.6761912097035381	31.0
chrX:12974931-12975130	10.897823677194282	34.57525213316201	3.1726749447705913	1.66569971804408	62.0
chrX:72275627-72275826	2.839974613968098	2.642556958550332	0.9304861196833277	-0.10394346552006398	37.0
chrX:53223960-53224159_shuff	8.514778770137205	3.5619190357708814	0.4183219707672435	-1.2573143228567722	73.0
chrX:41333624-41333823	9.476842574296786	6.909902931426025	0.7291355614756282	-0.4557410283641331	25.0
chrY:12700706-12700905	8.279205884200513	2.656044437413619	0.32080908176015266	-1.640213111371093	49.0
chrY:13477512-13477711	12.818437454448768	3.7407521570810944	0.2918259086081376	-1.7768201219770392	25.0
chrY:2842721-2842920	6.128725487783855	3.829755034747959	0.62488604561938	-0.678334971367101	36.0
chrY:20575788-20575987	4.415650690969527	3.3738623736285116	0.7640691281419558	-0.3882249247991888	60.0
chrX:53222510-53222709_shuff	7.044616741541636	2.426733012189475	0.34448048789924823	-1.537505826930843	68.0
chrX:24151100-24151299	8.261717163332428	5.765863757726105	0.6979013737381926	-0.5189049233124094	38.0
chrX:12974331-12974530	9.32495189792624	6.903378947250809	0.7403125531174096	-0.4337936030211519	51.0
chrX:41330824-41331023	13.52986309906906	6.169786201035825	0.4560124633826003	-1.1328548393250901	47.0
chrX:16787443-16787642	8.626538694428035	15.754919938208197	1.8263315677682466	0.8689487082303329	51.0
chrX:24153050-24153249	11.125272683146703	3.9135088856459928	0.351767457491126	-1.5073060716788507	73.0
chrY:12702006-12702205	4.201362353564067	1.6360702537178604	0.389414222348606	-1.3606225191570789	35.0
chrY:12662581-12662780	3.1771649423365167	2.502763429216938	0.7877348122116639	-0.34421806101508673	47.0
chrY:12700256-12700455	7.712298776580506	2.026088525454838	0.2627087699982973	-1.9284637321704354	24.0
chrY:13480012-13480211	6.219683978759234	17.92210941644678	2.881514475277579	1.5268272671161371	53.0
chrX:41336624-41336823	5.383807839082808	2.7590139528087576	0.5124651613269293	-0.9644741649800805	30.0
chrX:24151900-24152099	11.153481068420426	3.9462617720834605	0.3538143605458539	-1.498935489855499	60.0
chrX:24152400-24152599	11.889951792826247	3.938516937173323	0.33124751099071825	-1.5940184807614113	52.0
chrX:24152850-24153049	9.84372472656715	3.521267845796807	0.3577170170447052	-1.4831093441190806	30.0
chrX:53222710-53222909_shuff	8.179319375003972	2.0307383469033544	0.24827717977479857	-2.009976431595379	87.0
chrX:24146700-24146899	8.863196130108177	3.1806752848522475	0.35886324054677404	-1.4784939438061822	55.0
chrY:12661431-12661630	5.664335708261023	3.739596966849779	0.6602004470525729	-0.5990239794103556	52.0
chr7:5529145-5529344_shuff	5.772579396411584	3.9000230793050608	0.6756118558939938	-0.5657334495642394	88.0
chrY:2934221-2934420	8.081435706331876	3.767851783655065	0.46623544634561903	-1.1008694028979407	51.0
chrX:41336324-41336523	8.610725689867833	2.181438243517311	0.25333965127749813	-1.9808551977639082	42.0
chrX:6226798-6226997	3.0905924540247116	1.3253313426109339	0.4288275993442702	-1.221530334250824	60.0
chrY:7274712-7274911	4.8674112073360565	4.267628877218494	0.8767759072392355	-0.1897199395907853	82.0
chrX:3712056-3712255	8.605520358445496	6.934995178253776	0.8058774936773859	-0.311367552284288	61.0
chrX:41333224-41333423	14.661639510884354	5.592476961024714	0.3814359885791101	-1.3904871261837943	132.0
chrY:9466823-9467022_shuff	14.874515813566434	25.041743702389585	1.6835333678256632	0.7514923158311606	62.0
chrY:9467173-9467372_shuff	8.2535548139013	16.042273212348743	1.9436804593978172	0.9587910597182974	63.0
chrX:24152800-24152999	5.638902785826266	3.9240346556490135	0.6958862042297164	-0.5230766882616458	45.0
chrY:19567908-19568107	4.001102199083139	2.3764216430830243	0.5939417502576131	-0.7516066465805266	107.0
chrY:12700806-12701005	11.319404237184326	5.629194653337622	0.49730485239193745	-1.0077975867556739	51.0
chrX:53222810-53223009_shuff	6.361053437760218	1.528736384871361	0.24032754948992258	-2.056926056347474	85.0
chrX:3714056-3714255	12.927720772724577	7.522251126921282	0.5818698639277566	-0.7812315665981566	66.0
chrX:53222910-53223109	7.245129141564431	3.410374797453201	0.47071276865008416	-1.087081106490951	85.0
chrY:13479062-13479261	7.508023520308666	4.117158932827774	0.548367878935269	-0.8667840282523457	86.0
chr6:73522397-73522596_shuff	7.647982549017638	6.480869149361621	0.8473959122976908	-0.23889192549883964	45.0
chrY:9467023-9467222	9.550974057052919	19.98042642372718	2.09197787622223	1.064867594398789	71.0
chr6:73524047-73524246_shuff	8.01924781556891	3.6420488678573806	0.45416340180765474	-1.1387166419424233	46.0
chrY:14525728-14525927	12.18518109249643	2.9984231269289143	0.24607128151548993	-2.0228518013042684	39.0
chrY:2936721-2936920	6.9279419483184945	5.928126953878894	0.8556836933828135	-0.2248504972333599	47.0
chr6:73521047-73521246_shuff	4.257417484052096	4.528747662812073	1.0637311656130402	0.08913358782924556	70.0
chrY:12663281-12663480	8.248707717018425	4.057422664514862	0.49188585699839255	-1.0236045204758757	78.0
chrX:41334524-41334723	7.810075319747008	14.260979477077345	1.825972080066867	0.8686647060357053	86.0
chrX:41087701-41087900	8.695059618154904	4.957399530728617	0.5701397975900917	-0.8106123851513207	62.0
chrY:19744483-19744682	3.621906520905598	2.8653338497545233	0.7911120381533464	-0.33804606966832645	44.0
chrX:24148600-24148799	19.24489344134137	9.911795957630547	0.5150351176451977	-0.9572572891443759	27.0
chrX:16787893-16788092	3.3538152596405504	2.767303896234768	0.8251211477078667	-0.27732213750972934	45.0
chrX:72275127-72275326	3.4758284833061444	3.218269948047394	0.9259001022358373	-0.11107154911623786	56.0
chrY:14522278-14522477	6.255674916791839	2.9427297734128994	0.47040963805741515	-1.0880104755396356	78.0
chrY:2842621-2842820	10.21297495777486	4.358332094956871	0.42674461780002615	-1.2285551371168968	41.0
chrX:72274777-72274976	7.300405331200346	2.8648989174761756	0.39243011689121154	-1.3494923300317947	59.0
chr6:73520847-73521046_shuff	5.476697464265875	6.911828377305052	1.26204312405479	0.33576120809941173	97.0
chrY:12701256-12701455	10.662934394503663	4.026652270559248	0.3776307835706871	-1.4049517202973287	52.0
chrX:53225260-53225459	3.515974043284717	6.966241628777175	1.9813120185236424	0.9864560948311714	18.0
chrX:20139861-20140060	15.406119734129042	3.1975940502651614	0.20755349857378813	-2.268444844311709	30.0
chrX:3712006-3712205	7.907542174973073	5.01516456232908	0.6342254586010042	-0.6569323047047824	87.0
chrX:44873515-44873714	3.2534763251777106	3.717686227544339	1.1426811988070245	0.19242295643653104	52.0
chrX:20140761-20140960	7.103562585498954	3.3424545591019297	0.4705321476191591	-1.0876348009955166	29.0
chrY:13480362-13480561	10.301571480466864	5.673727221232251	0.5507632725735472	-0.8604957377432065	60.0
chrY:20575288-20575487	6.722936853185976	2.9464989041600216	0.4382755585103683	-1.1900898691370232	38.0
chrY:12661931-12662130	8.792838455161338	4.230067158768577	0.4810809592760749	-1.0556483948261797	92.0
chrX:41335124-41335323	10.131562847605078	2.933802510793392	0.289570578095648	-1.7880130704767438	58.0
chrY:19566458-19566657	6.7979949794765595	3.2130622062934946	0.47264851121453727	-1.0811603841179298	31.0
chr6:73522797-73522996_shuff	8.208342495748012	4.780775603597711	0.582428865032641	-0.779846237964232	19.0
chrX:12976281-12976480	2.335750080688829	9.799956228912572	4.195635616128287	2.068889387726455	13.0
chrY:13703637-13703836	10.261328315168404	7.890361056009683	0.7689414872678879	-0.37905427464589314	81.0
chrX:24149050-24149249	13.738690343835245	7.322159894307066	0.5329590893350783	-0.9079033008872146	57.0
chrY:19745633-19745832_shuff	12.416633195953542	6.847436443270625	0.551472877970023	-0.8586381606216195	18.0
chrY:12701456-12701655	12.59686592735805	4.586928178148055	0.3641324917324158	-1.4574646159291749	45.0
chrY:2934121-2934320	9.5236873623363	5.449785088519203	0.5722347743240377	-0.8053209229507543	51.0
chrX:41083701-41083900	10.801745670363841	4.49452325178673	0.4160923047945952	-1.2650244874403649	38.0
chrX:3714006-3714205	7.397563186426606	4.755808139835266	0.6428884782709859	-0.6373595996351201	36.0
chr6:73523747-73523946	6.72135958759542	9.871512944231203	1.4686779981909517	0.5545181254144345	71.0
chrY:2935821-2936020	8.570861219081406	15.360116667935413	1.7921322344759252	0.8416770921858305	53.0
chr7:5529195-5529394_shuff	4.601199180770019	7.214013689863342	1.5678551191639707	0.6487922504475292	68.0
chrX:44875515-44875714	13.179000368449874	2.890124989620341	0.21929773949617698	-2.1890371539860407	25.0
chrX:44876065-44876264	10.06495233749544	4.1320982733464975	0.4105432529424901	-1.2843938691854067	53.0
chrY:13479662-13479861	8.980533232910503	7.077748798087723	0.7881212189216401	-0.3435105508816633	58.0
chrX:24151150-24151349	6.6273957044571645	5.193375054957191	0.783622298494182	-0.35176964384992915	45.0
chrX:20142361-20142560	5.440675596261245	3.1779478208798357	0.5841090439326462	-0.7756903722621364	33.0
chrX:24148750-24148949	5.583555902242057	10.504353086342752	1.8813016776862155	0.9117312119680934	52.0
chrX:24153300-24153499	7.469335130175228	6.3994937230848805	0.8567688571412045	-0.22302205465039765	121.0
chrX:20142211-20142410	7.233970904526126	3.6795270748213826	0.5086455452176603	-0.9752674450540831	41.0
chrY:12905415-12905614	6.607725233726135	5.341038528476999	0.808302152337705	-0.30703340563015075	61.0
chrX:3714156-3714355	6.746301069376573	3.6942862521358037	0.5476017471122429	-0.8688010453950054	60.0
chrX:20141611-20141810	4.253648707891	4.017415088562737	0.9444632983231496	-0.08243336005875898	47.0
chrX:41083951-41084150	8.476005838000663	3.2109348201494026	0.378826404974115	-1.4003912017855165	45.0
chrX:16785443-16785642	14.292843320143456	5.163354173277309	0.36125451441844286	-1.4689124785172143	42.0
chrX:41335724-41335923	8.258168315753677	4.361011588457406	0.528084609287768	-0.9211589993552546	47.0
chrY:7273112-7273311	6.5897582822306635	4.320854488894054	0.6556924099242415	-0.6089089000834274	32.0
chrX:3713906-3714105	5.744963181671657	4.458123811232223	0.7760056366340381	-0.3658609632037736	63.0
chrX:53222460-53222659	11.799149892139447	4.591674223112814	0.3891529699247038	-1.3615907274100616	96.0
chrX:41331774-41331973	11.910954542391181	4.523208708360214	0.3797519915185705	-1.3968705642707826	49.0
chrX:53224910-53225109	5.597899202847586	3.932891355775263	0.7025655899224922	-0.5092951765449324	66.0
chrY:7275062-7275261	8.672358259833688	4.218661878189862	0.4864492162101666	-1.0396388949086501	71.0
chrY:13479012-13479211	5.478379666301843	2.472372536267393	0.45129631147604593	-1.147853107688531	59.0
chrX:16786693-16786892	7.529235023078213	4.092169073903745	0.5435039630667186	-0.8796375398999915	7.0
chrX:44875615-44875814	18.97758622437976	3.774807587891967	0.19890873071321474	-2.3298214930232914	42.0
chrX:53225710-53225909	9.383493687585318	5.751022530135718	0.6128871315536256	-0.7063066812333737	49.0
chrX:41087451-41087650	3.176396025361121	3.1086784594900507	0.9786810066092525	-0.031089393562690817	31.0
chrY:13703837-13704036	4.7549825758492315	6.427936630413438	1.3518317949388952	0.43491565183887887	71.0
chrY:12662631-12662830	3.6797290774553812	3.169025313110792	0.8612115855285322	-0.21556036726315733	39.0
chrX:41331924-41332123	13.455607688302239	5.801552784710774	0.4311624505635973	-1.2136965539595665	48.0
chr6:73523547-73523746_shuff	1.4025045631224122	0.45015490808985	0.32096502209423466	-1.6395120100030849	1.0
chrY:12702056-12702255	11.094870193853957	3.8134105761562336	0.34370934580818135	-1.5407390142920654	68.0
chr6:73524097-73524296_shuff	9.92973230690668	2.2241566850143717	0.22398959168993382	-2.1584963999535542	49.0
chrX:72276577-72276776	7.9291636612663	1.351535826149063	0.17045124604392647	-2.552568948886636	66.0
chrX:24146500-24146699	8.741521355979568	8.322596427828396	0.9520764279933251	-0.07085070427307111	51.0
chrY:13478962-13479161	6.144500985609398	2.8099041471695467	0.4573038809417436	-1.1287749321569858	53.0
chrX:24152200-24152399	6.462172923753899	5.342564964954092	0.8267443517823069	-0.27448681075581166	78.0
chr7:5529345-5529544	6.041654358000114	5.504694579840067	0.9111237177199608	-0.13428112996815111	58.0
chrX:53223160-53223359_shuff	8.473645990505844	3.8537558286771305	0.45479311184288407	-1.1367176911087558	67.0
chrX:44871665-44871864	3.041835554666811	2.4448630696619027	0.8037459703930977	-0.31518849542776367	23.0
chrX:12975981-12976180	11.495875352574009	8.041840598717263	0.6995413878523515	-0.5155186789798853	75.0
chr6:73522197-73522396_shuff	5.597715580883311	3.071346772265208	0.5486786043138966	-0.865966775780993	35.0
chrY:12700406-12700605	5.014217441839902	4.0588501547231814	0.8094683172004282	-0.3049534807120049	41.0
chrY:19745783-19745982	6.132881795758969	2.633514945395209	0.4294090499537014	-1.2195754980415359	11.0
chrX:53225710-53225909_shuff	5.9671282337114295	4.401926079303998	0.7376959077961848	-0.43890186223956557	73.0
chrY:12661681-12661880	6.396384935572247	4.618714510983998	0.7220820131224308	-0.4697653890693013	48.0
chrX:41333974-41334173	7.999228224444351	21.449538654856955	2.6814510166506595	1.4230138992012893	78.0
chrX:24146550-24146749	4.257197555469751	5.162729784809734	1.212706179955528	0.2782300499899417	51.0
chrX:53224460-53224659	10.879998729105788	4.540479084829292	0.4173234940444215	-1.2607619526534781	60.0
chrX:53224110-53224309	6.987358260053644	4.341711468605727	0.6213666606200888	-0.6864832590413893	43.0
chrY:12904565-12904764	8.926977261707849	22.289297160174005	2.496847085718886	1.3201074690713837	30.0
chrX:41334774-41334973	8.080595570986702	3.7078864346034406	0.4588630135031841	-1.1238645713928321	97.0
chrX:20142661-20142860	6.009855079695599	5.110454270585254	0.8503456743659282	-0.2338786638536915	47.0
chrY:13479412-13479611	3.4711109175022106	1.8007749653159528	0.5187892314924293	-0.9467795610065123	83.0
chrX:12975731-12975930	7.244516051617271	5.156528415236591	0.7117836965914988	-0.4904892065970745	90.0
chrX:53223860-53224059	5.977962769454556	5.899488336166154	0.9868727129433826	-0.019064077325824946	64.0
chrY:12701856-12702055	4.668413776863177	5.233826524175096	1.121114531474079	0.16493366935596832	40.0
chr6:73523297-73523496_shuff	5.1571693515642565	3.553738795667795	0.689087085067293	-0.5372417763184189	88.0
chrX:20140611-20140810	4.501526688772916	5.067919368109557	1.125822352836263	0.17097919784304724	58.0
chrX:6229298-6229497	6.451520990363096	5.328355342037442	0.8259068442924742	-0.27594902856510045	29.0
chr6:73523647-73523846_shuff	5.692243703225674	4.5228552570656575	0.7945645852272016	-0.33176360281512324	78.0
chrX:41085951-41086150	5.78873074529749	4.754839905104663	0.8213959353641186	-0.2838502866555386	113.0
chrX:6226948-6227147	6.201756588440347	7.647178958954729	1.2330666078073027	0.30225073336427966	60.0
chrY:20575188-20575387	7.5913958901418095	2.3815975915417233	0.3137232764575573	-1.6724355220842186	18.0
chrY:19745033-19745232	4.883214268361436	4.5770767438500295	0.9373081933973519	-0.09340460092026784	51.0
chrX:72275727-72275926	8.233326382702419	2.3017954423323435	0.2795705326547284	-1.8387157893716608	38.0
chrY:19744433-19744632	4.638927373696118	5.788948624807636	1.247906716029319	0.31951009337334324	44.0
chrX:72275977-72276176	12.948561865669637	6.651020644849268	0.5136493700109691	-0.9611442194386238	71.0
chrY:19567108-19567307	10.192975540877857	27.61197564419795	2.7089219956884056	1.4377188512535666	57.0
chrY:14524478-14524677	6.777993404989991	10.752682069849019	1.58641081915672	0.6657664217430153	78.0
chrX:24151700-24151899	7.3764530082460285	3.5202204844963596	0.47722401004400855	-1.0672614653076438	42.0
chrY:19743983-19744182	8.423050860216867	6.509801600921271	0.772855549485981	-0.3717293023599132	45.0
chrY:9466923-9467122_shuff	6.325712800719163	5.051549312017731	0.7985739269483474	-0.32450212544129087	45.0
chrX:72275427-72275626	3.883729741182278	2.320462553229958	0.5974830144910049	-0.7430303947779242	43.0
chrY:12906215-12906414	7.083957683003695	9.443993221380092	1.333152122582374	0.41484141206480163	61.0
chrX:20139111-20139310	11.196900137480812	4.0076737415448935	0.35792707734612156	-1.482262406468872	66.0
chrX:24148400-24148599	9.660057745295772	6.825827176388508	0.7066031442423344	-0.5010279259408086	29.0
chrX:16785943-16786142	4.100144918984659	3.72768593982388	0.9091595574009581	-0.13739458542890012	54.0
